test,period,p,q,amplitude,p(amplitude),q(amplitude),CI(amplitude),acrophase,p(acrophase),q(acrophase),CI(acrophase),acrophase[h]
0.0,24.0,0.005114573800819605,0.011020413274767518,0.7511112026737393,0.00023554970096572727,0.0005074314971256511,"[0.35079604766918265, 1.151426357678296]",-1.0255466119368153,0.00012350889642686181,0.0003321024372865335,"[-1.5491219610352147, -0.5019712628384159]",3.917299503861358
1.0,24.0,0.0009947455309401942,0.0026060925620649575,0.9795535560228675,1.167709845472304e-05,3.059234596469227e-05,"[0.5415756658449693, 1.4175314462007658]",-0.8119268265116641,0.00036195549720347263,0.0008950432670709017,"[-1.2581356624005569, -0.3657179906227714]",3.10133202883793
2.0,24.0,2.4485969484168885e-05,0.00019541875087126007,1.0263181672026918,2.2893494194134682e-09,1.8275946165668137e-08,"[0.6897038666656391, 1.3629324677397445]",-0.9472479048154536,1.0027554708928712e-08,8.179082144313795e-08,"[-1.271242118680354, -0.6232536909505533]",3.6182204732356946
3.0,24.0,1.1857373514685971e-08,1.0552693503657628e-05,1.2453091560784562,4.1347950071790144e-22,4.594216674643349e-19,"[0.9928441880108105, 1.4977741241461018]",-0.808386349598134,4.9144642073925085e-15,2.776533450504242e-13,"[-1.0107610599198298, -0.6060116392764383]",3.0878084031973447
4.0,24.0,0.0007880693272530344,0.0021438229794696257,0.8069095310661947,7.360670065521712e-06,2.0023585597175495e-05,"[0.454128018638157, 1.1596910434942322]",-0.8580994106497517,0.00010957756254408262,0.00029703866235858666,"[-1.292870589085457, -0.4233282322140463]",3.277698308859604
5.0,24.0,0.004122386288837644,0.009052231639959692,0.7703135076038159,0.00016242024996500394,0.0003566082113350607,"[0.3699742023035497, 1.170652812904082]",-0.8414328257027464,0.001437829623623816,0.0032209444973651793,"[-1.3589117389208591, -0.32395391248463346]",3.214036643768959
6.0,24.0,0.00038281894067703745,0.0012113716197673886,1.1295798699175437,1.6618397250902307e-06,5.257322762069695e-06,"[0.667449771740263, 1.5917099680948243]",-0.8641184690856258,3.1163965501958175e-05,9.452218835898749e-05,"[-1.2707755130521443, -0.4574614251191075]",3.300689418527484
7.0,24.0,1.4044059690192072e-05,0.00014044059690192072,1.0281656239216952,4.941745352374883e-10,4.941745352374883e-09,"[0.7042328254850696, 1.3520984223583208]",-0.9441986157125974,2.76818660515388e-09,2.690496241511275e-08,"[-1.2554958357221797, -0.6329013957030152]",3.6065730468284354
8.0,24.0,0.0014349767944590245,0.0035449031483671557,0.928074136900689,2.3515648311411718e-05,5.8106370920216744e-05,"[0.4979094123034014, 1.3582388614979766]",-1.211106623427753,1.352026655144844e-07,7.634255534414703e-07,"[-1.6613879069264332, -0.7608253399290728]",4.626086537516677
9.0,24.0,0.008707806613977163,0.018099785104920312,0.6517900654305747,0.0005771482722522477,0.001199892457904881,"[0.2806581605102643, 1.0229219703508852]",-1.0515370484450681,0.00022347719467696002,0.0005739795063489415,"[-1.609933214886388, -0.49314088200374817]",4.016575658503066
10.0,24.0,3.876705373559247e-05,0.0002581028877203227,1.00558524441084,7.695844533613002e-09,5.1237313805679106e-08,"[0.6643012850989853, 1.3468692037226946]",-0.9434794306543726,3.5050160459585874e-08,2.4089457360540124e-07,"[-1.2788332186923501, -0.6081256426163949]",3.6038259622600917
11.0,24.0,0.0013470744102794432,0.003354268949899012,1.1004501691709332,2.0919563932777165e-05,5.2103521625845984e-05,"[0.5935354277412194, 1.607364910600647]",-1.0761860158762016,2.9139446506431578e-06,1.1316289905410321e-05,"[-1.527197061401967, -0.6251749703504361]",4.110727778713691
12.0,24.0,0.0002194914780577858,0.0008084400665111815,1.1994897373699145,4.949590717395827e-07,1.8230536712323487e-06,"[0.7319406764302054, 1.6670387983096235]",-0.9384162192354841,1.8096521726060427e-06,7.422691438088773e-06,"[-1.3237152660232014, -0.5531171724477668]",3.5844859192544414
13.0,24.0,1.3439607303171733e-05,0.00013699905507820318,1.295804879274858,4.375510558026571e-10,4.455713399212394e-09,"[0.8887971856916659, 1.70281257285805]",-0.7725727318302056,1.4638673197342296e-06,6.171447385051558e-06,"[-1.086979164889561, -0.45816629877085024]",2.9510104600508757
14.0,24.0,0.0007751807303160017,0.0021145137215384663,0.9894417321149669,7.122678603207802e-06,1.9429019648684677e-05,"[0.5575319713495015, 1.4213514928804323]",-0.8422270100954492,0.00014579669496435178,0.0003877571674583824,"[-1.2768456729336666, -0.4076083472572318]",3.217070204692761
15.0,24.0,0.002931945718291442,0.006660485502706592,0.9030526732341201,8.878725284981303e-05,0.0002016975303266993,"[0.451460016829804, 1.3546453296384362]",-0.8575273792260898,0.0007259486341571978,0.0017009105767506977,"[-1.3548434261684053, -0.36021133228377444]",3.2755133097712914
