"CycID","BH.Q","ADJ.P","PER","LAG","AMP"
"0","1.00514923840226e-07","2.39225518739737e-08","26","25","0.97953769746462"
"1","6.59196330355506e-07","2.45682472323497e-07","24","1","0.935178531499705"
"2","1.44726202950001e-07","3.90471295559102e-08","24","1","0.795813711935314"
"3","2.10987036639203e-07","6.29374330294742e-08","24","0","0.93062440004636"
"4","1.44726202950001e-07","3.90471295559102e-08","24","1","1.03642438855812"
"5","8.71840944942501e-06","4.13688528375217e-06","26","24","0.692068096485689"
"6","3.43778384280284e-08","5.07073116813419e-09","24","1","0.87096525950538"
"7","4.89580724487099e-08","8.62641236546269e-09","24","0","0.938526415993392"
"8","1.00514923840226e-07","2.39225518739737e-08","24","1","0.894859065367622"
"9","1.39208884616041e-06","5.77160035618108e-07","26","24","1.0941891720484"
"10","4.89580724487099e-08","8.62641236546269e-09","24","0","0.990654547145015"
"11","4.22203112296901e-06","1.93242364498292e-06","24","1","0.995275988898952"
"12","9.55049194667607e-07","3.78485995846773e-07","24","0","0.957445435197458"
"13","2.48160341716841e-08","2.93573684251023e-09","26","25","1.19391843789782"
"14","3.49410471492728e-09","7.65208932569074e-11","24","1","0.857226100830278"
"15","1.23968711767822e-08","9.37203460964733e-10","26","0","0.845096631001267"
"16","7.02514599967066e-08","1.44647756133219e-08","26","25","1.13186004113505"
"17","1.59836335568543e-09","9.27050746297547e-12","24","1","0.835533486045174"
"18","3.49490699253556e-05","1.72229016592152e-05","24","1","0.937278447236529"
"19","2.48160341716841e-08","2.93573684251023e-09","24","1","0.789733402343852"
"20","8.92490316414664e-09","5.15859402887676e-10","24","0","1.01404745847028"
"21","1.00514923840226e-07","2.39225518739737e-08","26","25","1.00160806912819"
"22","2.93157491541881e-06","1.30367136488675e-06","26","25","0.925947224328034"
"23","4.89580724487099e-08","8.62641236546269e-09","24","0","0.870208657895708"
"24","9.55049194667607e-07","3.78485995846773e-07","26","24","0.914604488482703"
"25","2.10987036639203e-07","6.29374330294742e-08","24","0","0.960310347398521"
"26","6.07098344404919e-06","2.83939895678181e-06","24","0","0.889615263766687"
"27","7.02514599967066e-08","1.44647756133219e-08","24","0","0.921078136376882"
"28","4.51354429031651e-07","1.57793508389465e-07","24","0","0.926008335296204"
"29","1.44726202950001e-07","3.90471295559102e-08","24","1","0.844417748403491"
"30","4.89580724487099e-08","8.62641236546269e-09","24","0","0.778354219336815"
"31","1.44726202950001e-07","3.90471295559102e-08","24","1","0.849384615504319"
"32","1.44726202950001e-07","3.90471295559102e-08","26","24","0.958493335769825"
"33","4.22203112296901e-06","1.93242364498292e-06","22","3","0.79338892795939"
"34","4.89580724487099e-08","8.62641236546269e-09","24","0","0.905508781800477"
"35","7.02514599967066e-08","1.44647756133219e-08","26","24","1.01164927154846"
"36","3.09641959125682e-07","1.00231102168983e-07","24","1","0.895116661355001"
"37","4.22203112296901e-06","1.93242364498292e-06","26","24","0.93945751424428"
"38","6.26213027872158e-09","2.7866479740311e-10","24","1","0.959161782216009"
"39","4.89580724487099e-08","8.62641236546269e-09","24","0","0.970121882499803"
"40","3.49490699253556e-05","1.72229016592152e-05","24","1","0.930973417382545"
"41","6.59196330355506e-07","2.45682472323497e-07","24","2","0.979149848777327"
"42","3.43778384280284e-08","5.07073116813419e-09","26","25","0.951834665842695"
"43","7.94165323258471e-10","1.98541330814618e-12","24","0","0.94236878136205"
"44","2.48160341716841e-08","2.93573684251023e-09","26","25","1.08424981025704"
"45","1.00514923840226e-07","2.39225518739737e-08","24","0","0.890114383153608"
"46","2.10987036639203e-07","6.29374330294742e-08","24","0","0.875464243369703"
"47","2.01370300170994e-06","8.71530659140061e-07","24","0","1.01248498393667"
"48","9.55049194667607e-07","3.78485995846773e-07","24","1","0.814575264550302"
"49","9.55049194667607e-07","3.78485995846773e-07","24","0","0.86989524571961"
"50","5.13779404271971e-10","1.54133821281591e-13","26","24","0.97579588230014"
"51","4.89580724487099e-08","8.62641236546269e-09","26","24","1.14191931168927"
"52","1.39208884616041e-06","5.77160035618108e-07","24","1","0.826074207066304"
"53","4.89580724487099e-08","8.62641236546269e-09","24","1","0.838226230310169"
"54","1.39208884616041e-06","5.77160035618108e-07","26","24","1.00502459897841"
"55","1.23968711767822e-08","9.37203460964733e-10","24","0","0.834990300529908"
"56","1.72982369945081e-08","1.67273951736893e-09","24","0","0.839224240991202"
"57","4.89580724487099e-08","8.62641236546269e-09","24","0","0.884784770805891"
"58","2.01370300170994e-06","8.71530659140061e-07","24","1","0.947394681478521"
"59","1.39208884616041e-06","5.77160035618108e-07","24","0","1.03319926432107"
"60","4.51354429031651e-07","1.57793508389465e-07","24","1","0.859264009034574"
"61","4.89580724487099e-08","8.62641236546269e-09","26","24","1.18598086792589"
"62","2.10987036639203e-07","6.29374330294742e-08","24","1","0.916847413141215"
"63","9.55049194667607e-07","3.78485995846773e-07","24","0","0.779955642359569"
"64","2.10987036639203e-07","6.29374330294742e-08","24","1","0.889453134070614"
"65","3.43778384280284e-08","5.07073116813419e-09","26","24","1.03076110147429"
"66","6.59196330355506e-07","2.45682472323497e-07","24","1","0.985542660617914"
"67","2.48925102522662e-05","1.21948407725852e-05","24","1","1.02008398863581"
"68","1.44726202950001e-07","3.90471295559102e-08","26","25","0.865799850616372"
"69","1.44726202950001e-07","3.90471295559102e-08","24","1","0.875690881396292"
"70","3.09641959125682e-07","1.00231102168983e-07","24","0","0.802236924624322"
"71","2.51943498732043e-09","3.87992988047346e-11","24","1","0.882247953411605"
