"CycID","BH.Q","ADJ.P","PER","LAG","AMP"
"0","2.18684617892544e-07","6.29374330294742e-08","24","1","0.970514551262625"
"1","2.92237472514402e-06","1.30367136488675e-06","26","24","0.706662994666587"
"2","1.52706803112672e-07","3.90471295559102e-08","26","25","0.912096616546675"
"3","3.9241483721491e-09","7.65208932569074e-11","26","24","1.00189199753461"
"4","3.15987081238913e-07","1.00231102168983e-07","26","24","0.976614491031765"
"5","1.52706803112672e-07","3.90471295559102e-08","26","24","0.871341349199264"
"6","6.66347904321934e-07","2.45682472323497e-07","24","1","0.857775331860802"
"7","6.07098344404919e-06","2.83939895678181e-06","26","24","1.01811324151454"
"8","3.15987081238913e-07","1.00231102168983e-07","26","24","1.02169703991357"
"9","5.2728681940481e-08","8.62641236546269e-09","26","25","0.972869338119837"
"10","1.87948260378532e-08","1.67273951736893e-09","26","24","0.970988271746298"
"11","9.65033135764337e-07","3.78485995846773e-07","24","1","0.899519586769947"
"12","3.15987081238913e-07","1.00231102168983e-07","24","1","0.893049182556655"
"13","1.39343321008717e-06","5.77160035618108e-07","24","0","0.706106900035857"
"14","3.15987081238913e-07","1.00231102168983e-07","24","1","0.841664472700213"
"15","2.62119360938413e-08","2.93573684251023e-09","26","25","0.899239265510499"
"16","2.92237472514402e-06","1.30367136488675e-06","26","25","1.01060239181693"
"17","1.31814832765785e-08","9.37203460964733e-10","26","24","0.889899775743145"
"18","2.02305166931305e-06","8.71530659140061e-07","24","1","0.924626809500171"
"19","2.62119360938413e-08","2.93573684251023e-09","24","1","0.711480476460986"
"20","3.15987081238913e-07","1.00231102168983e-07","26","24","0.912464566660218"
"21","3.15987081238913e-07","1.00231102168983e-07","26","24","0.919636449041611"
"22","3.9241483721491e-09","7.65208932569074e-11","24","1","0.93567798813905"
"23","1.87948260378532e-08","1.67273951736893e-09","24","0","0.83130023547669"
"24","4.22572413073019e-06","1.93242364498292e-06","26","23","1.11668341046184"
"25","1.06654266045358e-07","2.39225518739737e-08","26","25","0.850581873632381"
"26","4.22572413073019e-06","1.93242364498292e-06","24","0","0.87947154874872"
"27","3.15987081238913e-07","1.00231102168983e-07","26","24","0.844978440489388"
"28","6.66347904321934e-07","2.45682472323497e-07","24","0","0.789728246146966"
"29","2.92237472514402e-06","1.30367136488675e-06","26","25","0.961381353437951"
"30","2.02305166931305e-06","8.71530659140061e-07","24","1","0.818636456517096"
"31","3.15987081238913e-07","1.00231102168983e-07","24","1","0.873601578089881"
"32","5.03662013888196e-09","1.47572970069241e-10","24","1","0.870189986411021"
"33","3.15987081238913e-07","1.00231102168983e-07","26","25","1.05911770531178"
"34","2.18684617892544e-07","6.29374330294742e-08","24","0","0.913916388987227"
"35","7.09070731305624e-09","2.7866479740311e-10","24","0","0.801517494571381"
"36","2.02305166931305e-06","8.71530659140061e-07","22","3","0.865746237871162"
"37","7.43690262895728e-08","1.44647756133219e-08","26","25","1.09976114586548"
"38","6.07098344404919e-06","2.83939895678181e-06","26","24","0.840152526886392"
"39","3.15987081238913e-07","1.00231102168983e-07","24","0","0.874192736716396"
"40","9.65033135764337e-07","3.78485995846773e-07","24","1","0.959945417169125"
"41","2.18684617892544e-07","6.29374330294742e-08","24","1","1.11005932872403"
"42","9.53529395356147e-09","5.15859402887676e-10","24","1","0.862317969516479"
"43","3.15987081238913e-07","1.00231102168983e-07","24","1","0.936622446385398"
"44","1.39343321008717e-06","5.77160035618108e-07","26","25","0.872157468243633"
"45","1.39343321008717e-06","5.77160035618108e-07","24","0","0.958846957350792"
"46","3.68244819762831e-08","5.07073116813419e-09","24","1","0.945626714366997"
"47","9.65033135764337e-07","3.78485995846773e-07","24","0","0.899134283394228"
"48","3.68244819762831e-08","5.07073116813419e-09","24","0","0.88455878923328"
"49","4.57372488085406e-07","1.57793508389465e-07","24","1","0.923450931241197"
"50","4.57372488085406e-07","1.57793508389465e-07","26","24","0.834611395350171"
"51","5.2728681940481e-08","8.62641236546269e-09","26","25","0.887966197986725"
"52","3.68244819762831e-08","5.07073116813419e-09","24","0","0.971488872147015"
"53","1.06654266045358e-07","2.39225518739737e-08","24","0","0.977822292167034"
"54","4.57372488085406e-07","1.57793508389465e-07","24","1","0.90786253698086"
"55","5.2728681940481e-08","8.62641236546269e-09","24","0","0.810033047487519"
"56","2.18684617892544e-07","6.29374330294742e-08","26","24","1.26419705431002"
"57","2.18684617892544e-07","6.29374330294742e-08","24","0","0.990830506586792"
"58","9.53529395356147e-09","5.15859402887676e-10","24","1","0.895184781152479"
"59","1.39343321008717e-06","5.77160035618108e-07","24","1","1.05680463813904"
"60","2.89547006005482e-09","3.87992988047346e-11","24","0","0.888752204683507"
"61","2.18684617892544e-07","6.29374330294742e-08","24","0","1.03282312182573"
"62","4.57372488085406e-07","1.57793508389465e-07","26","24","0.993628093798952"
"63","4.57372488085406e-07","1.57793508389465e-07","24","1","0.765660337657952"
"64","1.06654266045358e-07","2.39225518739737e-08","24","1","1.01039265957312"
"65","3.15987081238913e-07","1.00231102168983e-07","26","25","0.910063937528491"
"66","9.53529395356147e-09","5.15859402887676e-10","24","1","0.849828394673776"
"67","6.66347904321934e-07","2.45682472323497e-07","24","1","0.984385732892501"
"68","2.02305166931305e-06","8.71530659140061e-07","24","1","1.00656886895066"
"69","9.53529395356147e-09","5.15859402887676e-10","24","0","0.775933559923965"
"70","2.92237472514402e-06","1.30367136488675e-06","24","1","0.86577088029515"
"71","4.57372488085406e-07","1.57793508389465e-07","24","1","1.02174912319767"
"72","9.65033135764337e-07","3.78485995846773e-07","26","25","0.935805919763446"
"73","4.87886792722403e-05","2.41503962397589e-05","26","24","1.09932788654588"
"74","6.66347904321934e-07","2.45682472323497e-07","22","2","0.91143032633339"
