"CycID","ARS_pvalue","ARS_BH.Q","ARS_period","ARS_adjphase","ARS_amplitude","meta2d_Base","meta2d_AMP","meta2d_rAMP"
"route_0","0.962839627887378","0.98001604249432","24","12.1650529670801","0.000256798265534675","0.12164087567018","0.000256799441907419","0.000256799441907419"
"route_1","0.962499057543038","0.98001604249432","24","13.5086040099006","0.000222619463021723","0.133057293829732","0.000222619541837669","0.000222619541837669"
"route_2","0.98001604249432","0.98001604249432","24","11.0973753462002","0.000332558409661645","0.15094359579784","0.0003325617822288","0.0003325617822288"
"route_3","0.956183529511485","0.98001604249432","24","11.2692213167564","0.000667620959035707","0.15765464566952","0.000667627094683774","0.000667627094683774"
"route_4","0.965742826871063","0.98001604249432","24","11.163666723954","0.000470444306549422","0.143253471752206","0.000470448904500521","0.000470448904500521"
"route_5","0.963731156181115","0.98001604249432","24","12.5848377066165","0.000120470285974784","0.0589651073744407","0.000120470625139296","0.000120470625139296"
