test,period,n_components,p,q,p_reject,q_reject,amplitude,CI(amplitude),p(amplitude),q(amplitude),acrophase,CI(acrophase),p(acrophase),q(acrophase),mesor,CI(mesor),p(mesor),q(mesor),peaks,heights
route_0,1440.0,3.0,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.3322676295501878e-16,0.014834092918533895,"[0.013976039573401634, 0.01570087880834343]",0.0,0.0,2.157289850212811,"[2.1380001676370832, 2.1830702205082644]",0.0,0.0,0.12138394144627605,"[0.12065742371533676, 0.12213275476279507]",0.0,0.0,[475.67567568 945.58558559],[0.12659982 0.13621803]
route_1,1440.0,3.0,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.3322676295501878e-16,0.011413187777739961,"[0.010979694196454618, 0.011851547522925516]",0.0,0.0,2.39628989192735,"[2.330672254328977, 2.4625081408655087]",0.0,0.0,0.13068040736784758,"[0.1302957740393619, 0.1310614420492414]",0.0,0.0,[890.81081081],[0.1420936]
route_2,1440.0,3.0,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.3322676295501878e-16,0.024896596636942082,"[0.02341150418028856, 0.02643936409234246]",0.0,0.0,2.0943951023931957,"[2.070799474155135, 2.121890192209284]",0.0,0.0,0.14981874748460394,"[0.1485343302896766, 0.1511696623409587]",0.0,0.0,[504.5045045 960.       ],[0.16334372 0.17471534]
route_3,1440.0,3.0,1.1102230246251565e-16,1.1102230246251565e-16,1.9872992140790302e-14,1.9872992140790302e-14,0.0281124975698525,"[0.026031149977735854, 0.030273116826219915]",0.0,0.0,2.182447749340657,"[2.1339053609837317, 2.2225365190853528]",0.0,0.0,0.16222258515795035,"[0.16029049561271821, 0.16387627961539256]",0.0,0.0,[939.81981982],[0.19033421]
route_4,1440.0,3.0,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.3322676295501878e-16,0.023574500580732453,"[0.022420618324815674, 0.024909619772650552]",0.0,0.0,-2.213895123250465,"[-5.3059837024003205, -0.9100729593913259]",0.005625896666027197,0.005625896666027197,0.13909113591475672,"[0.1382101772691313, 0.14015351347586055]",0.0,0.0,[507.38738739 971.53153153],[0.16120075 0.16266564]
route_5,1440.0,3.0,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.3322676295501878e-16,0.006236786793923033,"[0.005528087772804249, 0.006993463024864321]",0.0,0.0,2.207605648468503,"[2.172839946975837, 2.2485851403141366]",0.0,0.0,0.059231120418249975,"[0.0586333715746256, 0.05986860318881987]",0.0,0.0,[469.90990991 934.05405405],[0.06118193 0.06546791]
