test,period,p,q,amplitude,p(amplitude),q(amplitude),CI(amplitude),acrophase,p(acrophase),q(acrophase),CI(acrophase),acrophase[h]
route_0,1440.0,2.1511878121419595e-264,3.2267817182129395e-264,0.009836651959645485,0.0,0.0,"[0.009336848562825384, 0.010336455356465586]",2.6123901855756624,0.0,0.0,"[2.5634997599818576, 2.661280611169467]",-574.7157282995335
route_1,1440.0,0.0,0.0,0.009846624366243898,0.0,0.0,"[0.009482612335743367, 0.01021063639674443]",2.6353943850512067,0.0,0.0,"[2.599861392703274, 2.6709273773991393]",-579.9879024636365
route_2,1440.0,1.6106515082351194e-276,3.2213030164702388e-276,0.017430503437639886,0.0,0.0,"[0.016568783162234993, 0.01829222371304478]",2.695978746196686,0.0,0.0,"[2.648542719282941, 2.743414773110431]",-593.8728152561658
route_3,1440.0,0.0,0.0,0.025734800191254324,0.0,0.0,"[0.024765699334696262, 0.026703901047812385]",2.6190598000110015,0.0,0.0,"[2.5828362000264384, 2.6552833999955645]",-576.2442913320313
route_4,1440.0,1.589422062963386e-241,1.9073064755560632e-241,0.018872064706879188,3.1204386426832446e-292,3.7445263712198935e-292,"[0.01785964174028615, 0.019884487673472225]",2.894946434631676,0.0,0.0,"[2.8435275731600727, 2.9463652961032794]",-639.4728504833612
route_5,1440.0,7.991037774271167e-122,7.991037774271167e-122,0.004226447532431932,5.706149173097849e-135,5.706149173097849e-135,"[0.0038914199147626212, 0.004561475150101244]",2.73739295330361,0.0,0.0,"[2.661382013512536, 2.813403893094684]",-603.3642523725956
