test,period,p,q,amplitude,p(amplitude),q(amplitude),CI(amplitude),acrophase,p(acrophase),q(acrophase),CI(acrophase),acrophase[h]
0.0,24.0,0.0005580956723495261,0.0013178174081452801,0.9437450783393495,3.614821796039641e-06,8.535588656528079e-06,"[0.5444459014518404, 1.3430442552268587]",-1.8636519797156552,4.903466729668733e-19,1.1764555493447055e-18,"[-2.2734024766196668, -1.4539014828116437]",7.118626194593837
1.0,24.0,5.407296520541604e-05,0.00018710368583188942,0.983909833911102,1.7782162971278498e-08,6.147583792997977e-08,"[0.6415225829770286, 1.3262970848451754]",-1.9436653318103154,2.0419230598067556e-29,7.91443046436727e-29,"[-2.2819550038801433, -1.6053756597404876]",7.424254686575055
2.0,24.0,4.188313553512031e-07,8.228513857587487e-06,1.4209203617323263,4.2668569425123104e-15,8.382823069768783e-14,"[1.0660059816588772, 1.7758347418057754]",-1.8948008210594738,4.722859632114672e-53,8.89427426010296e-52,"[-2.1370331411641392, -1.6525685009548081]",7.237606004308731
3.0,24.0,0.0008833718963218321,0.0019913703704279354,0.9561509279593144,9.206204521910439e-06,2.0748714270701913e-05,"[0.5336004760231846, 1.3787013798954444]",-2.095599367768795,2.6995788525909264e-21,6.999167364767764e-21,"[-2.529144337095092, -1.6620543984424978]",8.004599954895706
4.0,24.0,8.788089061179607e-06,4.984735712523884e-05,0.8400384940056955,1.2756040739942138e-10,7.219038336130243e-10,"[0.5839837643222004, 1.0960932236891905]",-2.150111745910513,8.86999982023218e-45,9.296230111468982e-44,"[-2.450264064642631, -1.8499594271783946]",8.212821901478481
5.0,24.0,2.261485471594594e-06,2.1006767667348938e-05,1.2084954557878576,1.7942293965941959e-12,1.667176605471859e-11,"[0.8725040537260766, 1.5444868578496385]",-1.890551414958435,5.419839301245081e-43,4.940601003869718e-42,"[-2.1601242254408484, -1.6209786044760217]",7.2213744686402865
6.0,24.0,3.595778765544564e-05,0.00013775310094623703,0.9833577762032618,6.224201064411472e-09,2.3856654137261294e-08,"[0.6516640972321212, 1.3150514551744026]",-1.8260915106714668,5.155853051816744e-28,1.8426922987193512e-27,"[-2.1522637364131887, -1.4999192849297451]",6.975155771076252
7.0,24.0,2.3938940069216093e-06,2.1669504650242475e-05,1.1228935390579946,2.16686255808917e-12,1.9609615910309228e-11,"[0.809532228452364, 1.4362548496636252]",-1.8931184258086358,8.703461038286965e-43,7.874710503201555e-42,"[-2.163732974422854, -1.6225038771944176]",7.231179727819006
8.0,24.0,0.0001747671738885363,0.0004771148618305659,0.8961423757213244,2.9167334593162266e-07,7.964864716865719e-07,"[0.5536793980694825, 1.2386053533731662]",-1.7280145108292686,3.8253469429005576e-20,9.492176036974088e-20,"[-2.0964359172994125, -1.359593104359125]",6.600529227192038
9.0,24.0,0.00026270258688931223,0.0006791690457324515,0.8970171516460446,7.338821354916052e-07,1.895356754885344e-06,"[0.5419971886635833, 1.2520371146285059]",-2.0845442650024335,6.259007271495036e-26,1.999044162087204e-25,"[-2.472529958136789, -1.6965585718680778]",7.962372572855979
10.0,24.0,6.491620260353555e-05,0.00021440120926134048,0.9664465488222476,2.7984494972341022e-08,9.23275980611713e-08,"[0.6253704320599621, 1.307522665584533]",-1.8918809035582225,2.3368947672662255e-27,8.0195427840296e-27,"[-2.234091137951965, -1.54967066916448]",7.226452741018859
11.0,24.0,0.0003057016008923663,0.000773928103524978,0.7534593125756327,1.0249323745652414e-06,2.5934523647905907e-06,"[0.4512664473866491, 1.0556521777646162]",-2.2209500913992484,5.602993099154263e-28,1.9982143720236317e-27,"[-2.617923111706842, -1.8239770710916545]",8.48340444975809
12.0,24.0,0.00010944481578359522,0.0003250805869506064,0.8567400705242748,9.892317004775815e-08,2.937148754387119e-07,"[0.5416195831758139, 1.1718605578727357]",-1.8607802526838295,1.3146854234518304e-24,3.9139190933367985e-24,"[-2.216944626415041, -1.504615878952618]",7.10765700533802
13.0,24.0,4.793393648137808e-06,3.331388689298907e-05,0.9778473850094754,2.0168493805806555e-11,1.4005898476254553e-10,"[0.692000501980391, 1.2636942680385599]",-1.9704983037868278,5.9570896464941e-42,5.157653373587966e-41,"[-2.2550852114196664, -1.6859113961539893]",7.526749089644853
14.0,24.0,4.181389872913974e-07,8.228513857587487e-06,1.2704083779289046,4.239859602601321e-15,8.346180320081342e-14,"[0.9531207512463604, 1.5876960046114488]",-1.8952062293368455,4.403470581383396e-53,8.38756301215885e-52,"[-2.1374185354420714, -1.6529939232316195]",7.2391545498602685
15.0,24.0,0.0001395853002008363,0.0003967745884048786,0.8801730728564765,1.7557941943252374e-07,4.990887419912557e-07,"[0.5499136789436477, 1.2104324667693054]",-1.9635989292931164,5.671971599109787e-26,1.8132901531680904e-25,"[-2.328752357922741, -1.5984455006634917]",7.5003954203268615
16.0,24.0,3.4657204716434883e-06,2.7033701026860283e-05,0.8833146482365258,7.180377132974805e-12,5.605290501931932e-11,"[0.6307234291900661, 1.1359058672829856]",-1.816005588938964,6.092079720898636e-38,4.0371634996014815e-37,"[-2.0924210204622766, -1.5395901574156512]",6.936630387891473
17.0,24.0,0.0013934383267369896,0.0030391239405386902,0.7511164687751092,2.2122850180109906e-05,4.827154741459722e-05,"[0.4040978839119323, 1.0981350536382861]",-1.4333691548463037,2.7863378989515623e-10,5.627828517373384e-10,"[-1.8785755990625217, -0.9881627106300857]",5.475066870461798
18.0,24.0,2.3481813335259284e-05,0.00010160888505088396,1.0786289337275818,2.0164106713919998e-09,8.725273350895715e-09,"[0.7260764290004688, 1.4311814384546948]",-1.9054325880396519,5.195921876357241e-32,2.338398684229181e-31,"[-2.222570053190606, -1.588295122888698]",7.278216362757448
19.0,24.0,3.858845480823769e-05,0.0001455088630067439,0.9368277698198093,7.51913135237337e-09,2.8338273561796584e-08,"[0.6190944300721974, 1.2545611095674212]",-1.943016670834961,7.318692639917184e-31,3.081554795754604e-30,"[-2.272713509146404, -1.6133198325235178]",7.4217769841602115
20.0,24.0,0.0016326770446809255,0.003521736507077061,0.9399208636497038,2.9967310880330867e-05,6.464044624747814e-05,"[0.4985368175177969, 1.3813049097816108]",-1.850243868017416,1.4817672471637689e-15,3.2254402419759883e-15,"[-2.3047694006571304, -1.3957183353777018]",7.067410980490564
21.0,24.0,2.1556763624679646e-07,6.004669533336949e-06,1.2009471966303098,3.0738736686485173e-16,8.562322196792527e-15,"[0.9128566048523408, 1.4890377884082788]",-1.988631726209623,2.0747529716459556e-62,7.949245102091783e-61,"[-2.2224077025537055, -1.7548557498655402]",7.596013661175123
22.0,24.0,2.081329490003501e-06,1.98979874761329e-05,1.3370559274425575,1.3534037070780431e-12,1.2951231646679839e-11,"[0.9673735628911145, 1.7067382919940006]",-1.8143771300301328,2.1229911333455936e-40,1.6677070961080862e-39,"[-2.081624262285209, -1.5471299977750568]",6.930410133052372
23.0,24.0,0.00016523619204434888,0.00045548260517196,0.9454212854265348,2.609040158475724e-07,7.183480612543293e-07,"[0.5855960877710327, 1.305246483082037]",-2.1940068090305687,2.7055003134338898e-30,1.1038352971986494e-29,"[-2.5699672943558163, -1.8180463237053208]",8.380488692027786
24.0,24.0,5.911512061247999e-06,3.8237464820491586e-05,1.214208345248598,3.783993402513307e-11,2.4507729290889293e-10,"[0.8543025098945982, 1.574114180602598]",-1.642890251201198,1.5574766468506928e-29,6.076771934649602e-29,"[-1.9282267880663961, -1.357553714336]",6.275378506467751
25.0,24.0,1.3786828313035532e-07,4.888946210296288e-06,1.3590264262480922,4.7026789789469944e-17,1.6676166592010619e-15,"[1.0416957226213632, 1.6763571298748212]",-1.8804340390440863,1.230405287431397e-59,3.785862422865837e-58,"[-2.1067306169904594, -1.654137461097713]",7.182728939330987
26.0,24.0,2.337389937396689e-06,2.1404669756379934e-05,1.17291595599102,1.990167830528906e-12,1.824168497276724e-11,"[0.8461473483779902, 1.49968456360405]",-1.8023159002763016,2.4088977134758577e-39,1.7570369901355636e-38,"[-2.071483513307057, -1.5331482872455462]",6.8843396290102294
27.0,24.0,4.232336303439055e-07,8.265948280993603e-06,1.1203353704917043,4.4957061310098624e-15,8.763559709570882e-14,"[0.8402664002957122, 1.4004043406876963]",-2.025265107946354,1.9441030322233543e-59,5.92714339092486e-58,"[-2.2694109008189316, -1.7811193150737767]",7.735942872028879
28.0,24.0,2.4047902788049e-05,0.00010338737226160361,0.9997582901237649,2.136378458611081e-09,9.200596290314732e-09,"[0.6724719874416176, 1.3270445928059122]",-1.7659464463458523,6.227898014962066e-28,2.2155453628466973e-27,"[-2.0818677126516585, -1.4500251800400463]",6.7454185481162146
29.0,24.0,7.355254321911373e-06,4.4194092604477706e-05,1.1652882854348632,7.447114456660842e-11,4.4673751989567145e-10,"[0.8145287725456547, 1.5160477983240717]",-1.9781191392563455,6.313532633076532e-40,4.79387443665644e-39,"[-2.2712844731268103, -1.6849538053858808]",7.555858536895984
30.0,24.0,0.0008822823962118117,0.0019898114483802697,0.923552339467253,9.125342865656702e-06,2.057574490565209e-05,"[0.5155829307764849, 1.3315217481580213]",-1.8787786039919503,7.83870010831341e-18,1.8082353191034392e-17,"[-2.3068614470009856, -1.4506957609829152]",7.176405643214626
31.0,24.0,1.4749899296670686e-05,7.188060086096826e-05,1.1431208453164032,5.570930898224191e-10,2.717527267426435e-09,"[0.7818770355580196, 1.504364655074787]",-1.8443729390403822,3.035972693320045e-32,1.387816555270794e-31,"[-2.150173361884907, -1.5385725161958574]",7.044985683676891
32.0,24.0,5.375505812494032e-07,9.397737434430125e-06,1.3441841171612878,1.1048899402801157e-14,1.931625769720482e-13,"[1.0032107238437393, 1.6851575104788363]",-1.8863871046927496,4.322700933713205e-51,7.168658264864353e-50,"[-2.1322947531574417, -1.6404794562280578]",7.205467975119835
33.0,24.0,1.5077784144130142e-07,5.128498008207531e-06,1.3091098254745182,6.958654111111459e-17,2.3668891534392717e-15,"[1.0017439132176824, 1.616475737731354]",-1.9972383953929143,1.4915902468372714e-65,7.38411013285778e-64,"[-2.226161378083347, -1.7683154127024812]",7.628888715832983
34.0,24.0,0.001293497076189625,0.0028335094768666483,0.917844783674976,1.92025513492528e-05,4.206473460953516e-05,"[0.49693775719069205, 1.33875181015926]",-1.7663422303662912,5.171517926733047e-15,1.1186497786573756e-14,"[-2.208898012261292, -1.3237864484712905]",6.746930331714206
35.0,24.0,6.044049813741398e-07,1.0006219098249497e-05,1.3375337328020107,1.6910921215229202e-14,2.809123125453356e-13,"[0.995841932193266, 1.6792255334107553]",-1.6473582964401743,2.25425071423195e-39,1.6490495349173007e-38,"[-1.8932895164594359, -1.4014270764209127]",6.292445182125542
36.0,24.0,2.0249982787447342e-05,9.056342928196485e-05,1.1570463345462036,1.3677243706981443e-09,6.097745745421954e-09,"[0.7827796130935207, 1.5313130559988866]",-2.2071387335080175,1.1057707785655421e-41,9.363004052206115e-41,"[-2.526972370273659, -1.887305096742376]",8.430648948657275
