auc,precision,recall,f1,accuracy,model,mcc
0.9895999999999999,0.9796238244514106,1.0,0.9897070467141725,0.9896,ARS,0.9794118893003195
0.9424,1.0,0.8848,0.9388794567062818,0.9424,JTK,0.8907301987381173
0.8143,1.0,0.6286,0.7719513692742233,0.8143,LS,0.6770256390349985
0.9998,0.9996001599360256,1.0,0.9998000399920016,0.9998,meta2d,0.9996000799680095
0.9001999999999999,0.9002,0.9002,0.9001999999999999,0.9002,Cosinor,0.8004
0.9984000000000001,0.9968102073365231,1.0,0.9984025559105432,0.9984,Cosinor1,0.996805103655196
0.9022,0.8364001338240215,1.0,0.9109127345600292,0.9022,Cosinor1(amp),0.8202440293278841
0.9763,0.9547450830628222,1.0,0.976848686138517,0.9763,Rain,0.9536719384178421
