auc,precision,recall,f1,accuracy,model,mcc
0.9998,0.9996001599360256,1.0,0.9998000399920016,0.9998,ARS,0.9996000799680095
0.9975999999999999,0.9989971921379863,0.9962,0.9975966352894051,0.9976,JTK,0.995203901206939
0.992,1.0,0.984,0.9919354838709677,0.992,LS,0.9841259761879441
0.9999,0.9998000399920016,1.0,0.9999000099990001,0.9999,meta2d,0.9998000199960005
0.8998999999999999,0.8995004995004995,0.9004,0.8999500249875062,0.8999,Cosinor,0.7998003999002999
0.9024,0.8366800535475234,1.0,0.9110787172011662,0.9024,Rain,0.8205852223230972
