CycID,ARS_pvalue,JTK_pvalue,LS_pvalue,meta2d_pvalue,Cosinor_pvalue,Cosinor1_pvalue,Cosinor1(amp)_pvalue,Rain_pvalue
0,0.0001290774160087,0.0060934795025608,0.0343528417215786,4.60066720642249e-06,1.1620260309541663e-11,0.0002374076178046,5.800334414937222e-07,4.21405487978579e-07
1,0.000167851430187,0.0118437429175653,0.0374200515149441,1.13164983678304e-05,4.842715117803209e-11,0.0002136352157445,4.581693032166889e-07,1.90760182403829e-06
2,0.000120129850105,0.0023688742750913,0.032376182759068,1.75676790981072e-06,1.8142154445399685e-12,0.0001523368203305,2.126733088180248e-07,1.99989045142377e-07
3,0.000587612054993,0.0118437429175653,0.0722546789380137,6.06803382632304e-05,6.361577931102147e-13,0.0007842972899321,7.180029435828546e-06,4.14263022080637e-07
4,0.0008903455704177,0.0589789416030357,0.0877923073102123,0.0004092659934611,1.1963763313360688e-11,0.0010217365527201,1.2131608746766551e-05,3.40057293791946e-06
5,3.46185747722716e-05,0.0038324499306206,0.0257929325171249,7.20280195154466e-07,1.9604318168831014e-12,9.622711716841108e-05,7.239368148008545e-08,1.10783565951466e-07
6,0.0001525516434854,0.0018498592938576,0.0362734198105804,1.93085835054063e-06,3.1308178272126945e-11,0.0001885830187003,3.460499438137087e-07,5.92124269961123e-08
7,0.0002426991155595,0.0331873774907249,0.0431486540494073,4.39524220879894e-05,6.793454687681333e-12,0.0002695371648624,7.671878829834764e-07,8.64935070446363e-07
8,0.000343809994824,0.0118437429175653,0.0505895699230426,2.77903761650711e-05,1.9437673692834775e-11,0.0004559768932783,2.3640119792684617e-06,2.23510584786254e-06
9,0.0002401244232859,0.0048427681444993,0.0595220269483806,1.06164243132145e-05,5.19351228689402e-12,0.000502253925209,2.8994650400551407e-06,1.24795379629963e-06
10,0.0004635083254257,0.0180863929339791,0.0569540255368902,5.79994187341892e-05,3.2442826203293857e-10,0.0005037976215851,2.919662383918081e-06,5.18038047872422e-06
11,0.0001711095011893,0.0060934795025608,0.0374841997344455,6.39155601778185e-06,3.470410625538989e-10,0.0002035035209488,4.112894724260852e-07,1.34226846663249e-05
12,0.0001649046448803,0.0146640209743332,0.0381528202347271,1.36910717183358e-05,7.72715225139109e-13,0.000210033845722,4.408223660501666e-07,1.22605987004876e-06
13,0.0005217607641325,0.0146640209743332,0.0606003883534101,5.65351649205459e-05,1.983901931623677e-11,0.0005209443144811,3.1196131655902976e-06,1.36143506158551e-06
14,4.64475889925264e-05,0.0038324499306206,0.0220127634128916,8.13921968823017e-07,2.697819745378638e-11,6.505597521240389e-05,2.7943729784784266e-08,2.13792846573004e-07
15,0.0001231607182866,0.0076353759692052,0.0301532150926823,4.80294685811788e-06,1.3855583347321956e-13,0.0001320323025348,1.5333972776378558e-07,4.46106655816519e-07
16,0.0001054197701082,0.0014378634142753,0.0275225558114975,8.61243027117098e-07,9.74993419333714e-10,0.0001125570736735,1.0502774159434773e-07,9.61434726277997e-08
17,5.92531349530301e-05,0.0023688742750913,0.0213708974508855,6.39504446398043e-07,3.2278624217951797e-12,6.597297822275853e-05,2.8900684531626637e-08,1.13830809899798e-07
18,0.0005154334792309,0.0331873774907249,0.0638733591717099,0.0001190304963294,1.1186829240728002e-11,0.0005850005691752,3.965997141637186e-06,2.09319436545857e-06
19,0.0010365595282957,0.0095285387147614,0.0870487572688721,9.67239187370517e-05,4.2318482051939554e-11,0.0010056018447541,1.1753316998297436e-05,3.40057293791946e-06
20,8.2310510691963e-05,0.0048427681444993,0.0261706531869819,1.96392190776606e-06,4.6767367756217475e-11,9.813930894067394e-05,7.590187001351337e-08,1.22109414256147e-07
21,0.0002654402027173,0.0076353759692052,0.0423012397045699,1.28309848531627e-05,1.751931932858497e-13,0.0002727735506024,7.863224207488113e-07,1.33874447722575e-06
22,0.0004559835244932,0.0331873774907249,0.0593308247184025,0.0001004259527963,4.4862491499486623e-10,0.0005497752660611,3.49083409249887e-06,5.26969738352981e-06
23,0.0009763794091945,0.040338613070862,0.108802664263127,0.000384600109076,1.2250422898318902e-11,0.0016327236538057,2.993557203593993e-05,2.07493531737498e-06
24,0.0001201910189571,0.0118437429175653,0.0284006356666874,6.58693105881625e-06,2.109312724485335e-12,0.0001509812905005,2.083161985849152e-07,6.00198815835299e-08
25,1.261170897493e-05,0.0014378634142753,0.0151182467062283,7.27598907790394e-08,6.045228762019406e-10,2.798986823648891e-05,3.2124635701068166e-09,3.08026024254263e-07
26,6.33264355980323e-05,0.0023688742750913,0.0240077121465403,7.54274825931489e-07,1.8153256675645933e-12,9.423915950154347e-05,6.88184494196987e-08,3.00460126866336e-08
27,0.0015993264616518,0.040338613070862,0.122612252461838,0.0006466452059632,1.3965639755753043e-10,0.0021449259507054,4.9660738142180126e-05,1.30202815055301e-05
28,0.0007331663112586,0.0180863929339791,0.0988179105839679,0.0001392669506284,3.8246739109126786e-11,0.0014405047602051,2.3557567164593107e-05,3.51313158901987e-06
29,0.0003577753710701,0.0076353759692052,0.0556701828631692,2.12795676149957e-05,4.494518313080675e-09,0.0004486446955855,2.286755652338753e-06,9.24584245797607e-08
30,9.87627324766649e-06,0.0011123235787784,0.0138203710107514,4.23859148890315e-08,4.5742187815278606e-11,2.2791593960782745e-05,1.8429034898139807e-09,1.6908203473750202e-09
31,0.0003135117476213,0.0076353759692052,0.0484200555685512,1.67483895648912e-05,6.52367049269742e-13,0.0003562308513184,1.4008541350289208e-06,9.78603203532962e-08
32,0.0004423264941632,0.0180863929339791,0.062519577999077,6.03966979386694e-05,4.6111547913341155e-10,0.0006045679373844,4.240297171354443e-06,6.56536219998039e-07
33,0.0015451462407446,0.040338613070862,0.118755031334498,0.0006113695277898,3.487043986893923e-11,0.0018200705091743,3.664433910252005e-05,1.23799397921434e-05
34,3.57054987376593e-06,0.0003789681674376,0.0084895269937436,3.9453674771650104e-09,1.1840051161726706e-10,1.0199904075122632e-05,1.9304027159579935e-10,1.35062635321255e-08
35,8.31831088613511e-05,0.0048427681444993,0.0256137242456299,1.94469842940137e-06,8.296696663023796e-13,0.0001036472840603,8.67022120993021e-08,1.2698477225505e-06
36,0.000703734783211,0.0222237719556643,0.0817875599157226,0.0001363969034104,1.7319479184152445e-13,0.0009525374698004,1.0572769428975067e-05,1.97453522137297e-06
