test,period,n_components,p,q,p_reject,q_reject,RSS,R2,R2_adj,log-likelihood,amplitude,acrophase,mesor,peaks,heights,troughs,heights2,ME,resid_SE
0.0,24.0,3.0,0.05084605717859614,0.10852947103222227,0.7127572369195335,0.9999307216506012,26.234427415984687,0.4688511584432672,0.2918015445910229,-36.07592266557141,1.4434265044719221,1.50318447288881,-0.20569810944363143,[ 5.09309309 18.25825826],[0.97960067 1.23769647],[ 0.38438438 10.09009009],[-1.34534106 -1.64911583],2.536351730762621,1.2072564722447865
1.0,24.0,3.0,0.0020886979095670055,0.009875640234359365,0.8601626942763756,0.9999307216506012,8.380357611090087,0.6489424698082197,0.5319232930776263,-21.811147868487964,1.3736843030202501,1.440289725069194,0.13838792203973038,[18.4984985],[1.51207223],[ 0.0960961  13.02102102],[-1.23529638 -1.13896309],1.4335239738089787,0.6823308748974637
10.0,24.0,3.0,0.0009855470370891961,0.00625744150532823,0.5623958603440269,0.9999307216506012,16.420992259828164,0.6798842044501062,0.5731789392668083,-30.219522171157564,1.8203586647737438,2.0063424554457328,0.2628394436855159,[ 6.39039039 16.33633634],[0.35988193 2.08314659],[ 2.11411411 10.47447447],[-1.55751922 -1.43989412],2.0066581014775084,0.9551321101126437
100.0,24.0,3.0,0.0005150648450183981,0.0043028666325571185,0.3759440380875202,0.9999307216506012,11.704114823973663,0.7041336003991412,0.605511467198855,-25.98677144839518,2.008731483695513,1.2390265320464247,-0.016624723987819667,[ 5.95795796 10.37837838 19.26726727],[0.40271384 0.32162017 1.99202415],[ 0.62462462 14.41441441],[-2.02535621 -0.39258037],1.6941153265946753,0.8063675348945233
1000.0,24.0,3.0,0.012813634209958846,0.03542613826364071,0.10888159281782683,0.9999307216506012,24.192729631675956,0.5583810861739644,0.411174781565286,-35.06316751403722,1.8758281652499575,1.490605523324887,0.3565731556731164,[18.30630631],[2.23240132],[ 0.24024024  5.52552553 13.11711712],[-1.51925501 -0.96070076 -0.04153704],2.435656952884543,1.1593276219831514
1001.0,24.0,3.0,0.001151353212080486,0.006879323284431036,0.41228321773517496,0.9999307216506012,13.521667993292,0.673744188353373,0.5649922511378307,-27.79118346038924,1.7951923833091974,1.4528686746331179,0.1309963955263167,[18.45045045],[1.92607846],[0.52852853 7.25525526],[-1.66415122 -0.78244445],1.8209114161509057,0.8667201263413186
1002.0,24.0,3.0,0.08334204064311657,0.16470759020378767,0.08218495660946601,0.9999307216506012,13.499744050019421,0.43042927358547045,0.24057236478062727,-27.770899594349736,1.0509497572921276,1.7799213632951183,0.04257499949702925,[17.2012012],[1.09352476],[ 5.76576577 22.91891892],[-1.00836322 -0.83736649],1.8194346104091164,0.8660171941460716
1003.0,24.0,3.0,0.0035797444990344207,0.014010741679195384,0.64112181485737,0.9999307216506012,17.425475233477034,0.6245999321564333,0.4994665762085777,-30.96168088623949,1.7805454429158467,1.6792897667837332,-0.34414528904714814,[ 7.4954955  17.58558559],[0.17272813 1.43640015],[1.58558559],[-2.12469033],2.0671214815327343,0.9839115597529031
1004.0,24.0,3.0,0.041736965501574796,0.09150836549347686,0.32324698507047867,0.9999307216506012,14.320968889305073,0.4831284294152698,0.3108379058870264,-28.509075758156143,1.194245792671262,1.6541318676558872,0.2553340809802652,[17.68168168],[1.44957987],[ 1.05705706 10.81081081],[-0.67936448 -0.93890726],1.8739581389441082,0.8919693844180812
1005.0,24.0,3.0,0.0010075725923568424,0.006356924872913832,0.8465790400542942,0.9999307216506012,11.0532680964575,0.6790195296216164,0.5720260394954886,-25.27159226391799,1.7329195823937962,1.6792897667837332,0.28268978682051205,[17.58558559],[2.01554446],[ 2.73873874 11.77177177],[-0.85697313 -1.4502298 ],1.6463381292687818,0.7836264733935387
1006.0,24.0,3.0,0.00016699304228218192,0.0023143065968033805,0.19977685472388185,0.9999307216506012,13.56134893007457,0.7415141279037283,0.6553521705383044,-27.827812471559916,1.8326564831564058,1.7170266154755032,0.5648913559244393,[17.44144144],[2.39754784],[0.43243243 8.98498498],[-1.23695605 -1.26775162],1.8235812989607518,0.8679909411353506
1007.0,24.0,3.0,0.000550206200283565,0.0044878156629980836,0.05287046169630094,0.9999307216506012,12.064457557988533,0.7017640477485583,0.6023520636647444,-26.365812245495167,1.796622596257938,1.4151318259413488,0.9387509071886379,[18.59459459],[2.73527725],[ 0.38438438  5.81381381 13.30930931],[-0.53637893 -0.85785445 -0.48628139],1.7199965848143268,0.81868653470695
1008.0,24.0,3.0,0.008971573066929417,0.0269416608616499,0.774755717089209,0.9999307216506012,16.546951029197047,0.5782509185412315,0.43766789138830864,-30.3150387318638,1.5364571267091582,2.0943951023931957,0.2547281151742964,[16.],[1.79114616],[ 3.93993994 10.13813814 21.18918919],[-1.28170581 -1.27982102  0.07071388],2.0143395294196234,0.9587883276185697
1009.0,24.0,3.0,0.000832019456113553,0.005683193006240116,0.3390557403242902,0.9999307216506012,9.603477172655229,0.6864219641602982,0.581895952213731,-23.514080998991044,1.4855854389927163,2.245342497160272,-0.1698297115741556,[ 6.24624625 15.42342342],[-0.07001594  1.31575573],[1.92192192 9.94594595],[-1.65538791 -1.14137441],1.534574364151381,0.7304289901092078
101.0,24.0,3.0,0.0013010923239064054,0.007392570022195485,0.5974585128277914,0.9999307216506012,14.486177737021515,0.6688218006292777,0.5584290675057035,-28.65245221013892,2.0307273878297396,1.6792897667837332,0.46806797883585816,[ 9.22522523 17.58558559],[0.84270976 2.49879537],[ 4.94894895 12.97297297 22.72672673],[-0.66780385 -0.63528627 -1.56264845],1.884736274784809,0.8970995775591196
1010.0,24.0,3.0,0.0036743245951539327,0.014271418947713095,0.5638435032242519,0.9999307216506012,10.730950445265076,0.6233719136621069,0.49782921821614257,-24.901667157135137,1.4281978619840208,1.7170266154755032,0.1702336672748157,[ 8.5045045  17.44144144],[0.89404632 1.59834603],[ 3.6036036  12.68468468],[-1.25796419 -1.02120299],1.6221566052085066,0.7721165155763977
1011.0,24.0,3.0,0.0019084424976063552,0.009323119187134124,0.2518072174690138,0.9999307216506012,14.486021252091964,0.6528372190961624,0.5371162921282167,-28.652317179890083,1.5746774468937623,1.515763422452733,0.43320001533700214,[18.21021021],[2.00776037],[1.15315315 9.60960961],[-0.84982808 -1.14147743],1.8847260949559739,0.8970947321490377
1012.0,24.0,3.0,0.014709062806479656,0.03948741693014673,0.8173039899315674,0.9999307216506012,16.835764748508673,0.5503723357662347,0.40049644768831294,-30.531333990366118,1.5011103473835612,1.0503422885875784,-0.622896608450469,[ 6.34234234 19.98798799],[0.66822691 0.87821374],[ 1.53753754 10.81081081],[-2.12400696 -1.26225109],2.0318428213877087,0.9671195705837192
1013.0,24.0,3.0,0.030041153158185563,0.06974960101738,0.2706911204251925,0.9999307216506012,11.075341384390619,0.5057244077054318,0.3409658769405758,-25.29652977216184,1.1804593979928155,1.6792897667837332,-0.041801837259818786,[ 5.42942943 17.58558559],[0.07206692 1.13865756],[10.52252252 23.87987988],[-0.49002668 -1.22223489],1.6479811714269248,0.7844085310456896
1014.0,24.0,3.0,0.0159284895791173,0.04197230455630382,0.10831540868341982,0.9999307216506012,12.360067313967809,0.5456633226767502,0.3942177635690003,-26.668401745871996,1.2091189558251365,2.1447109006488887,-0.039872721107261366,[15.80780781],[1.16924623],[1.82582583 8.31231231],[-1.24899168 -0.46032354],1.7409411978115843,0.8286557827780755
1015.0,24.0,3.0,0.015009839383322121,0.04009038296827489,0.8902608832375495,0.9999307216506012,19.767228505916353,0.5491815327823137,0.3989087103764184,-32.53783352554479,1.7380182239402902,1.3396581285578097,-0.11632846497279448,[ 6.67867868 18.88288288],[0.38781732 1.62168976],[ 1.2012012  11.77177177],[-1.85434669 -0.69923673],2.2016413633788017,1.0479405333509137
1016.0,24.0,3.0,0.0014647076728001585,0.00789968905895399,0.2226180427236948,0.9999307216506012,18.703786674603297,0.6639716430862757,0.551962190781701,-31.846590510877938,1.9958832646533797,1.8805529598065025,0.8323879563058918,[16.81681682],[2.82827122],[ 9.99399399 22.91891892],[-1.16349531 -0.64726414],2.1416004768093675,1.0193621827889159
1017.0,24.0,3.0,0.016964475305031756,0.04412087205469897,0.7336368088387091,0.9999307216506012,16.97645109927928,0.541892321543948,0.38918976205859734,-30.635354947824233,1.5299180348826833,1.528342372016657,0.3032778414061008,[18.16216216],[1.83319588],[ 0.67267267 12.2042042 ],[-1.22660948 -0.67978272],2.0403146034503843,0.971151982020416
1018.0,24.0,3.0,6.1006213626035866e-05,0.0014990181720867983,0.04473655940494181,0.9999307216506012,8.006921483546092,0.7705852913359154,0.6941137217812205,-21.241344932588174,1.7381078974587845,1.7170266154755032,0.34569449408110975,[17.44144144],[2.08380239],[ 1.72972973 11.81981982],[-1.3924134  -0.37931297],1.4012204582198102,0.6669549994625696
1019.0,24.0,3.0,5.0658542061210454e-05,0.001392933041328508,0.4499725842060853,0.9999307216506012,8.665500194776566,0.7755541274844602,0.7007388366459469,-22.22938611157103,1.6386280382778946,1.3145002294299628,-0.08523862261813075,[ 6.00600601 18.97897898],[1.03013731 1.55338942],[ 1.34534535 10.52252252],[-1.72386666 -1.36429396],1.4577078844225653,0.6938419686698023
102.0,24.0,3.0,0.0060021190854109285,0.020080692825061655,0.7711424166895382,0.9999307216506012,15.55878549944552,0.599338633859111,0.46578484514548135,-29.545333806378167,1.6099343901283554,1.6289739685280402,0.18793437892340448,[17.77777778],[1.79776349],[ 2.59459459 12.01201201],[-1.42196609 -1.03500203],1.9532666335394537,0.9297187597286707
