test,period,p,q,amplitude,p(amplitude),q(amplitude),CI(amplitude),acrophase,p(acrophase),q(acrophase),CI(acrophase),acrophase[h]
0.0,24.0,4.891952104906675e-05,0.00011040289110599583,1.0487036624448705,1.371463367419592e-08,3.095155421845164e-08,"[0.6866369849760247, 1.4107703399137161]",2.9213168732566333,9.751830597089342e-58,2.1904381395079383e-57,"[2.563837830987627, 3.2787959155256394]",12.841391502802724
1.0,24.0,5.152785400611587e-07,6.941865178786689e-06,0.9996276335277888,9.394078227923402e-15,1.2643443106222612e-13,"[0.7467318637984579, 1.2525234032571197]",2.8530025358569273,1.2935750850247604e-101,1.31728623729609e-100,"[2.5917227062451125, 3.114282365468742]",13.102333050351783
2.0,24.0,1.0334220967888158e-06,9.268359612455747e-06,1.015787724382879,1.1966957157539743e-13,1.0742331380197256e-12,"[0.7473681827785459, 1.2842072659872121]",3.07089653703059,1.4714400459939773e-106,1.864943024073482e-105,"[2.7963878365263284, 3.3454052375348518]",12.270039273787152
3.0,24.0,1.6955140749223213e-05,4.6048725554652936e-05,0.9721688712086579,8.190475435590572e-10,2.224463725038178e-09,"[0.6619007472450873, 1.2824369951722285]",2.972569062611125,2.2820876874959117e-69,6.468502515577981e-69,"[2.641620387455058, 3.3035177377671925]",12.645622560081545
4.0,24.0,0.00010211107636135903,0.00021465435434382812,0.9398119808299367,8.390595005907855e-08,1.7633517369285584e-07,"[0.5960608583410327, 1.2835631033188406]",2.8528858949515503,1.4157965211262252e-49,2.93368529035687e-49,"[2.4751366616745734, 3.2306351282285273]",13.102778585791562
5.0,24.0,9.314264270622901e-06,2.9904103624031716e-05,0.9515056725714517,1.4772295747095673e-10,4.74808650074432e-10,"[0.6604629639953316, 1.242548381147572]",3.011797840439502,3.581167593085397e-77,1.2821939108791252e-76,"[2.694332169961038, 3.3292635109179662]",12.495779666413387
6.0,24.0,4.43543005148836e-06,1.8992930019926058e-05,0.9867914268782078,1.5605808871356757e-11,6.683429923493258e-11,"[0.6999281578724363, 1.2736546958839792]",2.986517938358237,6.219734726286473e-84,2.874184254291346e-83,"[2.6849651394374074, 3.2880707372790665]",12.592341779464084
7.0,24.0,1.3094650659138564e-07,5.064508843449028e-06,1.1326010236497197,3.707719696911617e-17,1.442692489070668e-15,"[0.8690160916741845, 1.396185955625255]",3.1136155622937163,1.703069109967507e-140,1.3516421507678626e-138,"[2.8717748977765494, 3.355456226810883]",12.106864616954493
8.0,24.0,8.992904200853063e-06,2.9264250572252075e-05,0.935785927121759,1.3360343373865388e-10,4.348712232066317e-10,"[0.6502335188957011, 1.2213383353478169]",2.9417026287841916,2.6425357786137793e-74,8.655538089137829e-74,"[2.625546026233726, 3.2578592313346575]",12.763523652541753
9.0,24.0,1.4342900066208361e-08,4.073217316219082e-06,1.0790347830302869,1.0517005871411953e-21,3.286564334816235e-19,"[0.8580843717243498, 1.299985194336224]",3.0676754153647208,8.978841117469e-176,4.275638627366191e-173,"[2.8549649863400557, 3.280385844389386]",12.282343052237316
