test,period,p,q,amplitude,p(amplitude),q(amplitude),CI(amplitude),acrophase,p(acrophase),q(acrophase),CI(acrophase),acrophase[h]
0.0,24.0,7.752658927951869e-07,4.52131545785356e-06,0.9101377778271729,4.420640646582802e-14,2.579136899989966e-13,"[0.673804680262344, 1.1464708753920017]",2.283182403114104,2.7870289016662793e-67,2.0629377510483193e-66,"[2.0249641699402052, 2.5414006362880026]",15.27888562953499
1.0,24.0,2.544586596904723e-08,1.1781819325195403e-06,0.9772121792385945,2.064890079781813e-20,9.604139905961922e-19,"[0.7703523738341341, 1.184071984643055]",2.2607815296048015,1.0764802845779735e-98,6.151315911874133e-97,"[2.0506365552956316, 2.4709265039139714]",15.364450663500953
2.0,24.0,8.216301981137316e-05,0.00016937336592738231,0.9199347453477091,5.0513860605669016e-08,1.0413081963650591e-07,"[0.5890710742741914, 1.250798416421227]",2.242568317742043,6.463824686328903e-35,1.3565214451896965e-34,"[1.8860116057949645, 2.599125029689121]",15.434020008241864
3.0,24.0,4.6015488281354694e-08,1.4115180454403283e-06,0.9955272969985784,3.5932635073987826e-19,1.1022280697542278e-17,"[0.7774874610053945, 1.2135671329917623]",2.258479936964923,3.617347096209767e-92,1.3299070206653556e-90,"[2.0410902301215583, 2.4758696438082874]",15.373242099795847
4.0,24.0,2.630467788349594e-08,1.184790764725337e-06,0.9177831773208722,2.4321428426247156e-20,1.1045253587773423e-18,"[0.7231356940740051, 1.1124306605677392]",2.2525947325202624,9.462655666281192e-98,5.087449282946878e-96,"[2.0421818362084556, 2.4630076288320693]",15.395721924879226
5.0,24.0,1.6981670571007578e-05,4.033650966985173e-05,0.9048248082738604,8.42536402885048e-10,2.001274116116504e-09,"[0.6158381810167823, 1.1938114355309384]",2.239610778576604,1.0108208563310803e-43,2.5410277936930125e-43,"[1.9230525571460453, 2.556169000007163]",15.445316975703484
6.0,24.0,1.4970459435105614e-05,3.62656478563605e-05,0.9261601657060275,5.932528053859572e-10,1.43714342390009e-09,"[0.6330112465111344, 1.2193090849009207]",2.3260450310820455,3.0366246640238973e-47,8.599899926434147e-47,"[2.010257049971797, 2.641833012192294]",15.115162450774827
7.0,24.0,5.553311808315819e-09,8.86799250628734e-07,0.9786655752953894,6.403305297433883e-24,1.0672175495723138e-21,"[0.788476913820871, 1.168854236769908]",2.2137109222025204,8.715611936922112e-113,1.676079218638868e-110,"[2.021466254600922, 2.405955589804119]",15.544247139718816
8.0,24.0,1.6725286115812503e-05,3.984108174324084e-05,0.8421172199135519,8.063186007525251e-10,1.9207208212304075e-09,"[0.5734639422187329, 1.110770497608371]",2.18678534992313,3.600901525497421e-42,8.643546628654394e-42,"[1.8718166051708844, 2.5017540946753756]",15.647095249891052
9.0,24.0,8.353889233032793e-08,1.7083618063461745e-06,1.0284313398573455,5.4853080968699486e-18,1.121739897110419e-16,"[0.795209587030543, 1.2616530926841478]",2.239281905844618,6.485067238520675e-85,1.5551719996452459e-83,"[2.01451963397633, 2.464044177712906]",15.446573177006133
