CycID,ARS_qvalue,JTK_qvalue,LS_qvalue,meta2d_qvalue,Cosinor_qvalue,Cosinor1_qvalue,Cosinor1(amp)_qvalue,Rain_qvalue
0,4.0110101554709866e-05,3.6902368704971604e-05,0.021238772870415874,1.7348948066904836e-10,1.0904586980066268e-06,4.52131545785356e-06,2.579136899989966e-13,6.436100496555291e-08
1,3.7318900956497495e-05,2.3840461433936273e-05,0.021238772870415874,4.6295877988836884e-11,2.706334601974008e-08,1.1781819325195405e-06,9.604139905961923e-19,9.16142357925672e-09
2,0.000914617751780066,0.000850276346056989,0.049464395938756914,1.7706160723914583e-06,1.76800104179466e-07,0.0001693733659273,1.0413081963650593e-07,2.8821404633794265e-06
3,3.69014069585354e-05,8.601954451063023e-06,0.021238772870415874,1.1294668903853244e-11,1.719379475105333e-06,1.4115180454403285e-06,1.1022280697542278e-17,8.010462402483634e-08
4,3.874535857445926e-05,1.5976364765768992e-05,0.021238772870415874,3.6914308225775275e-11,8.229321741665579e-07,1.184790764725337e-06,1.1045253587773425e-18,9.16142357925672e-09
5,0.0002656043322310452,7.245646470010602e-05,0.024819011803133267,1.90929520935478e-08,2.26918195740481e-08,4.033650966985173e-05,2.001274116116504e-09,8.010462402483634e-08
6,0.00017225951205393207,0.0005109340416609442,0.026842335632332227,1.0476967781928466e-07,2.751379603800045e-06,3.62656478563605e-05,1.4371434239000902e-09,4.317422916667187e-07
7,3.8491717425809164e-05,8.601954451063023e-06,0.021238772870415874,1.2457155488549223e-11,1.916860080082571e-07,8.86799250628734e-07,1.0672175495723138e-21,2.4494108223420226e-09
8,0.00029047409752027184,0.000850276346056989,0.024501620832777384,2.6537581732837983e-07,2.8175035247092136e-07,3.984108174324084e-05,1.9207208212304075e-09,4.317422916667187e-07
9,4.0710920351615626e-05,1.3165115696979775e-05,0.021238772870415874,4.2102734939794846e-11,5.728941299040324e-08,1.7083618063461745e-06,1.121739897110419e-16,4.6034672129285e-08
10,4.221931497287404e-05,1.3165115696979775e-05,0.021238772870415874,3.993992197448987e-11,6.653611158979768e-08,1.2468121939993118e-06,3.2839972517345967e-18,9.16142357925672e-09
11,3.69014069585354e-05,3.984400975092878e-06,0.021238772870415874,2.002366526556089e-12,6.843274190569775e-07,1.166941639445511e-06,7.449794491925415e-19,3.276264587224548e-09
12,5.670139130626377e-05,0.0001882782144852813,0.021238772870415874,2.9174307818579367e-09,2.593783332110442e-07,2.699748327830474e-06,9.065742749430224e-15,1.1490785703374161e-06
13,5.4318624343513884e-05,9.137493847808892e-05,0.021238772870415874,1.1407557109962843e-09,1.7008066050903292e-08,2.1797500440404563e-06,1.222545045023937e-15,8.010462402483634e-08
14,0.00015103424492135436,5.8376451759622784e-05,0.024124453235658018,7.51489143720061e-09,8.446691902849099e-07,2.370352106206661e-05,3.459345161280879e-10,2.4951449654967024e-07
15,0.00010943451771088493,0.00030998996178906044,0.02128467586870907,2.1430760635179278e-08,8.106319941753382e-09,1.1852546485587447e-05,2.5083531765874088e-11,4.6034672129285e-08
16,0.00025082937407962014,0.00014837633633971354,0.025267029075763992,4.108654449802084e-08,8.98318397729333e-09,2.777909662133706e-05,5.968572658526771e-10,4.30769453475139e-07
17,9.758353017598145e-05,0.00024238072667106918,0.021238772870415874,9.104290108085675e-09,3.279316710388524e-07,3.3447466000459443e-06,3.943350549009992e-14,9.042991108883864e-06
18,4.480038827519113e-05,3.6902368704971604e-05,0.021238772870415874,2.9345099107537824e-10,1.2882458861131044e-08,3.4591551861842345e-06,4.9554119162659525e-14,3.276264587224548e-09
19,4.147331849986352e-05,1.0767911112278135e-05,0.021238772870415874,3.2933205573788707e-11,8.761653681550357e-07,1.4378352515564948e-06,2.0356624509762865e-17,1.0523498486398782e-09
