CycID,ARS_pvalue,JTK_pvalue,LS_pvalue,meta2d_pvalue,Cosinor_pvalue,Cosinor1_pvalue,Cosinor1(amp)_pvalue,Rain_pvalue
0,1.51873562981297e-06,5.9781837302054e-06,0.0036131628405214,1.68631775210315e-11,4.706365687168202e-07,7.752658927951869e-07,4.4206406465828024e-14,1.19196581196204e-08
1,8.60565777083266e-07,2.83939895678181e-06,0.0017118181771964,2.43516318221282e-12,4.0675460777350744e-09,2.544586596904723e-08,2.064890079781813e-20,6.21192467829935e-10
2,0.0004441383802644,0.0003789681674376,0.024153464536895,8.41396757600421e-07,5.5904192941547144e-08,8.216301981137316e-05,5.0513860605669016e-08,1.25661324203343e-06
3,5.39442979841098e-07,3.78485995846773e-07,0.0018663947924171,2.54130050336698e-13,7.702820048471892e-07,4.601548828135469e-08,3.5932635073987826e-19,1.66319569148605e-08
4,1.25313797494364e-06,1.30367136488675e-06,0.0017339124498627,1.68698388591793e-12,3.448908741932044e-07,2.630467788349594e-08,2.432142842624716e-20,6.329130804305e-10
5,0.0001110490826883,1.72229016592152e-05,0.0098680910037813,6.23907459029738e-09,3.0554333507737397e-09,1.6981670571007578e-05,8.42536402885048e-10,1.72479553191146e-08
6,6.26163326316043e-05,0.0002142857370726,0.0113194129361545,4.24002886134645e-08,1.2747141704405609e-06,1.4970459435105614e-05,5.932528053859572e-10,1.43554311979184e-07
7,9.80697598906843e-07,3.78485995846773e-07,0.0012461676256615,3.05200309469456e-13,6.208152525388756e-08,5.553311808315819e-09,6.4033052974338835e-24,5.3397155927056096e-11
8,0.0001239452974119,0.0003789681674376,0.0096387521035701,1.14987341648387e-07,9.95705745632236e-08,1.6725286115812503e-05,8.06318600752525e-10,1.43554311979184e-07
9,1.82373983348416e-06,8.71530659140061e-07,0.0022785161030415,2.1261881144596397e-12,1.243753156021654e-08,8.353889233032794e-08,5.485308096869949e-18,7.742362256914761e-09
10,2.19955508962144e-06,8.71530659140061e-07,0.0016700509322921,1.8931523015908198e-12,1.5363119554301363e-08,3.4465704641804524e-08,9.063832414787484e-20,6.44633693031065e-10
11,2.22818469119979e-07,3.90471295559102e-08,0.0016276996587397,1.12132525487141e-14,2.798214816523981e-07,2.3940478031064273e-08,1.5272078708447102e-20,9.657645428005429e-11
12,8.56191008724583e-06,6.3920453817753e-05,0.0031113100508287,6.73051281374626e-10,9.018584645748008e-08,2.853153918356936e-07,9.555292857899457e-16,4.48715181716761e-07
13,7.46881084723316e-06,2.41503962397589e-05,0.0026124479039303,2.0365809039191202e-10,1.9194347222750707e-09,1.6045665713071965e-07,8.997931531376177e-17,1.69399561169875e-08
14,5.12308158773234e-05,1.21948407725852e-05,0.0092955335688387,2.0996606675538504e-09,3.550989275957761e-07,8.807711375368243e-06,1.2851467274158462e-10,7.40808540255971e-08
15,3.11888375476022e-05,0.0001184471643996,0.0058816447706233,7.104297150561931e-09,4.5800707670906604e-10,3.4593626625602333e-06,7.324391275635234e-12,7.2602365081956e-09
16,0.0001030156239345,4.65159814425002e-05,0.0102028263407935,1.4988371432878e-08,5.637631472765746e-10,1.077828948907878e-05,2.3164030487742398e-10,1.40581581996394e-07
17,2.58010853785295e-05,8.7281299674252e-05,0.0032737409060495,2.6183938350854402e-09,1.1964187796031922e-07,4.3749285528600953e-07,5.152416598062262e-15,4.2592488122843e-06
18,3.33314888767422e-06,5.9781837302054e-06,0.0035889149048653,3.4996672226839097e-11,1.1229359664355343e-09,4.676777811721085e-07,6.704672322707834e-15,9.83649071370924e-11
