"","pVal","phase","peak.shape","period"
"0",0.000457232140355272,16,14,24
"1",0.00288302095337659,14,18,24
"2",4.7897116682367e-05,20,10,24
"3",0.00498496770081466,16,18,24
"4",0.0159560821860304,16,18,24
"5",0.000109062724194579,14,12,24
"6",0.0104268983600387,14,18,24
"7",4.21325393529735e-06,16,12,24
"8",0.000777071267162656,14,18,24
"9",0.00279702680132175,14,16,24
"10",0.00384489384339965,16,12,24
"11",6.21419928236607e-05,16,10,24
"12",0.0146813421610201,18,14,24
"13",0.017778637905251,16,14,24
"14",0.00159735801746088,18,12,24
"15",0.024157612584134,18,12,24
"16",2.6313994943379e-06,14,18,24
"17",0.00376991977295129,14,18,24
"18",0.00115784709291062,20,10,24
"19",0.000550061965017131,18,14,24
"20",0.000882639946841769,14,18,24
"21",0.00532688846234261,20,10,24
"22",3.52665028174943e-06,18,10,24
"23",0.0215348801388343,14,18,24
"24",0.0951358414540139,14,18,24
"25",0.000208868282658132,14,18,24
"26",0.00401163895111483,20,8,24
"27",6.70353166430145e-05,14,14,24
"28",0.00440531721208175,14,16,24
"29",0.000319602290851217,18,10,24
"30",2.5186774059878e-05,14,18,24
"31",0.0173849850683615,14,18,24
"32",0.00063007345634383,18,12,24
"33",0.0019022903027855,12,16,24
"34",0.000152462048894149,18,12,24
"35",0.00163728327902618,20,10,24
"36",0.00853093174403133,18,6,24
"37",0.000941767638212073,16,14,24
"38",0.00226980697281712,12,14,24
"39",0.110455724691233,12,18,24
"40",0.00774063479684161,14,18,24
"41",0.000471677390494536,16,12,24
"42",2.82835141183274e-05,16,16,24
"43",0.0729025146292135,12,18,24
"44",1.75210349087408e-06,16,14,24
"45",0.0139089284575317,14,18,24
"46",0.00236006126457543,12,18,24
"47",7.96237807611573e-05,16,18,24
"48",0.557962759111228,16,14,24
"49",0.00710971661899927,14,18,24
"50",0.0089504857642296,14,18,24
"51",0.00402707688725619,14,18,24
"52",0.0716065237613732,14,18,24
