test,period,p,q,amplitude,p(amplitude),q(amplitude),CI(amplitude),acrophase,p(acrophase),q(acrophase),CI(acrophase),acrophase[h]
0.0,24.0,0.0006080003733898939,0.005019104201568538,1.4259256149574404,4.358417420005731e-06,3.596053976902418e-05,"[0.8175107367468523, 2.0343404931680285]",2.3830781035199946,8.841084344150288e-28,6.928749486011199e-27,"[1.9555145953410233, 2.8106416116989656]",14.8973121612176
1.0,24.0,0.004960308893193612,0.01882470168194919,1.037149267021419,0.00022333268680162203,0.0008475623787537837,"[0.48641797034146306, 1.587880563701375]",2.6254880583604536,2.0694607265918116e-21,9.64783555520658e-21,"[2.083902228385051, 3.1670738883358562]",13.971374339596588
2.0,24.0,3.8676139000699785e-05,0.0013862415412437198,1.629433768477771,7.599213318671724e-09,2.7237323722837717e-07,"[1.0766264870230142, 2.1822410499325278]",2.0369619081614516,2.171987368504995e-33,2.725203724598488e-32,"[1.7053878537565716, 2.3685359625663316]",16.219378642228936
3.0,24.0,0.006787091716908752,0.023559013361933733,1.121091114603053,0.000381125072267589,0.0013228916080096807,"[0.5026251714194977, 1.7395570577866084]",2.1136750302254264,2.0829676336116523e-14,6.035837825591574e-14,"[1.571816274800403, 2.6555337856504497]",15.92635610039309
4.0,24.0,0.03485961302407516,0.08321702798776597,0.8840782444486982,0.005099173278909539,0.012172769823130912,"[0.26538974925940895, 1.5027667396379876]",1.9584885215994383,1.7210590998900918e-08,3.7701185101644944e-08,"[1.277641720212678, 2.6393353229861987]",16.519124899169068
5.0,24.0,0.0006124754621772174,0.005027273347947912,1.3874667163491063,4.374900181000721e-06,3.603706903624976e-05,"[0.7953600103877879, 1.9795734223104247]",2.8468522552824327,9.446409322949627e-37,1.5929863951011176e-35,"[2.406229733666478, 3.2874747768983874]",13.125825391667771
6.0,24.0,0.008547470571288483,0.027742520517002545,0.9823678221142388,0.0005602707818897428,0.0018172908916306934,"[0.4243038607080639, 1.5404317835204138]",2.5541018936537094,3.8778032359314475e-18,1.4303958819370886e-17,"[1.9775338387120933, 3.1306699485953255]",14.244049403151402
7.0,24.0,5.376254457560566e-05,0.0015898879741245498,1.1840991957741793,1.7637560856875054e-08,5.229637122795318e-07,"[0.7721517186360664, 1.5960466729122924]",2.0781150481215462,6.676608630779112e-33,8.08306129634275e-32,"[1.737209369875212, 2.4190207263678807]",16.062185226667296
8.0,24.0,0.006759193660710079,0.02351841913956186,1.1075872713109998,0.0003789097641438569,0.0013179470057177632,"[0.49683449881814123, 1.7183400438038583]",2.189414512195957,3.2588304823530676e-15,9.90525982478136e-15,"[1.6448889343270707, 2.733940090064843]",15.637052589765185
9.0,24.0,0.009497530744121402,0.029929377946727117,0.960853191297154,0.0006672097848743006,0.00210144814133638,"[0.4074009523894614, 1.5143054302048466]",2.4390268709742493,1.626535655825485e-16,5.366333407540366e-16,"[1.8593610255279929, 3.0186927164205057]",14.683603611611755
10.0,24.0,0.003947578871046553,0.016086303467997363,0.9869627616243667,0.00015043874500406243,0.0006127851120328408,"[0.476610290405195, 1.4973152328435384]",2.4985158643818886,7.357242156788548e-21,3.275708885480209e-20,"[1.9758065227657937, 3.0212252059979834]",14.456372394962468
11.0,24.0,0.00030364259113291195,0.003460770348776907,1.3759037621656358,1.0104192048551006e-06,1.1508191399260826e-05,"[0.8243816091783036, 1.927425915152968]",2.4700158032804573,4.921402427328078e-33,6.016384385486648e-32,"[2.0656776709467892, 2.8743539356141254]",14.5652346094276
12.0,24.0,0.016137462541248048,0.04491361686960214,0.7133048868345345,0.0015628280121599016,0.0043496465687723395,"[0.2712690451170079, 1.1553407285520612]",2.108522252835032,1.1074530974194949e-11,2.7672491189892428e-11,"[1.5000488729727997, 2.716995632697264]",15.946038260209093
