CycID,ARS_pvalue,JTK_pvalue,LS_pvalue,meta2d_pvalue,Cosinor_pvalue,Cosinor1_pvalue,Cosinor1_pvalue(p),Rain_pvalue
0,9.43467526326458e-13,6.29374330294742e-08,0.0003842233159999,0.0,7.87148124459236e-13,1.9152658528260045e-57,7.871037772819527e-13,4.1490535735308294e-11
1,1.56537005580049e-11,2.39225518739737e-08,0.000548881644542,0.0,2.7730151508365e-11,1.0240110183955751e-40,2.7730102982240237e-11,2.3605429067758197e-11
2,8.42274028300949e-10,6.29374330294742e-08,0.0008776118934794,0.0,1.664890447727885e-12,6.525155719856256e-29,8.753945610089503e-10,6.27561622656599e-09
3,1.54232271398769e-09,1.00231102168983e-07,0.0009971230348427,1.11022302462516e-16,9.158895863947691e-12,5.7357680240730354e-27,1.7411234612228244e-09,1.2170657490762701e-09
4,4.41646719195887e-13,1.00231102168983e-07,0.0004423609323286,0.0,1.2845452479481876e-09,1.707754541931124e-49,3.7130239423922455e-12,5.646652038995851e-09
5,4.44089209850063e-16,1.67273951736893e-09,0.0002460107707223,0.0,1.5942802633617248e-12,1.6972452613734737e-108,9.287318215905931e-16,1.2102023259358599e-11
6,1.18283161043564e-12,1.47572970069241e-10,0.0004329043966015,0.0,8.01579580489431e-10,2.3101092410226927e-43,1.454190473643019e-11,8.6074686432136e-11
7,3.9772152238271004e-10,3.90471295559102e-08,0.0008722310833351,0.0,7.794059841970125e-10,6.336685280565989e-30,6.2178384118957e-10,5.33647415549635e-10
8,6.93048951561082e-11,2.39225518739737e-08,0.0006714181158523,0.0,1.056932319443149e-13,7.929472975844886e-35,1.3576916199515562e-10,3.5560591585425895e-11
9,2.12967421475696e-11,6.29374330294742e-08,0.0005820533835989,0.0,1.0371632441774634e-09,1.0190167699928977e-39,3.574621210806437e-11,6.44633693031065e-10
10,1.47004630690617e-12,1.00231102168983e-07,0.0004226658591162,0.0,1.6177895689750699e-09,1.8270999342840655e-53,1.6648695754035913e-12,3.5515612284775e-09
11,1.03135278095579e-11,2.39225518739737e-08,0.0005271735940258,0.0,2.2870594307278225e-14,9.082961921961816e-42,2.135649343171105e-11,4.43199463945948e-09
12,2.1568391517234902e-10,1.30367136488675e-06,0.0008506056767945,2.2204460492503099e-16,1.0420581064707335e-09,6.548274816990445e-30,6.242039256385579e-10,1.62508472628286e-07
13,1.07424180662008e-10,2.93573684251023e-09,0.0005899165321593,0.0,3.034272499924384e-09,1.9740939587280817e-30,5.260414254480885e-10,8.76686621068052e-11
14,1.2628156298433202e-09,1.57793508389465e-07,0.0008650972082862,2.2204460492503099e-16,3.5421887645270544e-10,3.4541821404949744e-26,2.3232080011792474e-09,2.59735438429017e-08
15,7.531296031260131e-09,3.78485995846773e-07,0.0021191005985723,4.9960036108132005e-15,3.932409953222305e-12,1.0804176549051209e-17,9.84197499666558e-08,8.161978856366721e-09
16,2.1359825019828802e-10,1.57793508389465e-07,0.0006397847690429,0.0,1.5167045397390666e-10,1.8436353391915623e-34,1.5103239733183258e-10,3.4224135474419504e-09
17,6.39355235421135e-12,8.626412365462691e-09,0.0005278479434431,0.0,5.901945598907332e-13,7.412332954039839e-40,3.44999684203834e-11,8.008115456525129e-11
18,1.5547563236850698e-12,2.39225518739737e-08,0.0003623327218272,0.0,5.802262115217616e-09,7.708269057472491e-43,1.6474984855470552e-11,2.61972367633457e-10
19,8.99624819084011e-12,8.626412365462691e-09,0.0004888342947741,0.0,5.30683053057146e-09,9.385064812303409e-44,1.3256225440994226e-11,4.49237409618808e-10
20,4.239275597228699e-12,9.37203460964733e-10,0.0004448350056671,0.0,5.601792807397032e-08,4.957385769876342e-45,9.855632371484937e-12,5.438599214792749e-11
21,5.39316369341236e-10,1.21948407725852e-05,0.0008929248222072,4.88498130835069e-15,2.05657713081564e-12,6.76196387557e-29,8.771832657180212e-10,1.39456616738532e-06
22,5.3391735477248397e-11,5.07073116813419e-09,0.0006112044013318,0.0,5.746070286249959e-12,1.128286069485706e-37,6.123332377029046e-11,8.76686621068052e-11
23,1.1465606242211399e-11,1.00231102168983e-07,0.0005226211107728,0.0,3.379885260557103e-11,3.789304824361763e-43,1.5283776489137836e-11,6.14981379174832e-10
