test,period,n_components,p,q,p_reject,q_reject,amplitude,CI(amplitude),p(amplitude),q(amplitude),acrophase,CI(acrophase),p(acrophase),q(acrophase),mesor,CI(mesor),p(mesor),q(mesor),peaks,heights
0.0,24.0,2.0,5.014433313021982e-12,1.907522961135321e-10,0.05149658377805655,0.6483149764085683,1.3795913401467577,"[1.2106356691690503, 1.560706969315302]",0.0,0.0,2.0943951023931957,"[2.0042810252057417, 2.1911200424927952]",0.0,0.0,0.1461740081552001,"[0.011136482837659722, 0.28074217802804935]",0.0338771606942907,0.9999621853475367,[16.],[1.52576535]
1.0,24.0,2.0,1.668742921623334e-11,3.221511431705278e-10,0.45099355138586816,0.6819207171811064,1.1530702183438515,"[1.026785046799733, 1.2843615472799785]",0.0,0.0,2.0692372032653488,"[1.9526334605675202, 2.1995970847293784]",0.0,0.0,-0.11080406322085201,"[-0.2245530104875088, 0.005371777467129427]",0.06168594543356343,0.9999621853475367,[16.0960961],[1.04226128]
10.0,24.0,2.0,9.89312076704607e-10,4.24597457813136e-09,0.705713213391606,0.8321108517764485,1.204771383295713,"[1.0135033895341479, 1.4189473018483139]",0.0,0.0,1.9686056067539646,"[1.619708868130194, 2.3587977969176]",0.0,0.0,-0.15214251457923855,"[-0.30829934248982904, 0.016899482051602466]",0.07898729334096233,0.9999621853475367,[16.48048048],[1.05262887]
100.0,24.0,2.0,5.246043377482579e-09,1.556689429520053e-08,0.5681209533419642,0.7431274733053816,0.9983129735341496,"[0.822312775765307, 1.1877366706551375]",0.0,0.0,2.0063424554457328,"[1.8177149014842964, 2.208648365402918]",0.0,0.0,0.016334635239687367,"[-0.14230325894935408, 0.17937997319924842]",0.8211097757120438,0.9999621853475367,[16.33633634],[1.01464761]
1000.0,24.0,2.0,1.9078927326887651e-10,1.334591261946241e-09,0.8395882186975818,0.9161809457634023,1.063726734724141,"[0.9149208080986193, 1.2330739111107347]",0.0,0.0,2.0063424554457328,"[1.8175439856370788, 2.199008468936517]",0.0,0.0,-0.032914601445758196,"[-0.15183320604400638, 0.08545219363637357]",0.5831483888138864,0.9999621853475367,[16.33633634],[1.03078905]
1001.0,24.0,2.0,6.556521991996078e-10,3.1582475876667044e-09,0.8557701697851564,0.9244573509616036,1.3108686664728917,"[1.1507081893819786, 1.486132167007254]",0.0,0.0,2.081816152829272,"[1.8722131828192392, 2.318666385292259]",0.0,0.0,-0.03720077271627442,"[-0.18916123193258957, 0.12703979095439769]",0.6999293136056002,0.9999621853475367,[16.04804805],[1.27366789]
1002.0,24.0,2.0,8.428258091441876e-12,2.2965280903111377e-10,0.5544065555276848,0.7343133185797149,1.2501431848516464,"[1.0791717856432912, 1.4281964539746947]",0.0,0.0,1.9434477076261176,"[1.761002262904114, 2.1371198345822755]",0.0,0.0,-0.10934352185954133,"[-0.24429975400380283, 0.029747313188717928]",0.12477495561881335,0.9999621853475367,[16.57657658],[1.14079966]
1003.0,24.0,2.0,1.6164041882760216e-08,4.079768269247909e-08,0.3239977131359184,0.6483149764085683,1.064330666311456,"[0.864848550974878, 1.2823571242017509]",0.0,0.0,2.169868799776734,"[1.9539418021797084, 2.411719654426418]",0.0,0.0,-0.003473815595132601,"[-0.1754253869510495, 0.16130290912972237]",0.9344234789015096,0.9999621853475367,[15.71171171],[1.06085685]
1004.0,24.0,2.0,8.984494592745307e-09,2.4594838742801276e-08,0.5825671583311716,0.7519644765903156,1.2216263341029443,"[0.9863734063125643, 1.4696431532202028]",0.0,0.0,2.0440793041375027,"[1.8853429368054713, 2.2295832531458943]",0.0,0.0,-0.13775012313787727,"[-0.3279118505910322, 0.05639922261721442]",0.1659399569252662,0.9999621853475367,[16.19219219],[1.08384315]
1005.0,24.0,2.0,6.119682538496818e-11,6.623033050321232e-10,0.4435560982259744,0.6788158827372424,1.1542061770071206,"[1.000332880778411, 1.3231094640979648]",0.0,0.0,2.0189214050096567,"[1.8075472973750395, 2.2326789202891093]",0.0,0.0,-0.009931874228531479,"[-0.16880139986204143, 0.1559202427190953]",0.9379684810795066,0.9999621853475367,[16.28828829],[1.14425849]
1006.0,24.0,2.0,8.651460992048499e-09,2.3839793309585282e-08,0.7215987729691331,0.8420055693922207,1.2003599734209072,"[0.972009514939522, 1.458842135370845]",0.0,0.0,2.0189214050096567,"[1.7308364942854064, 2.3370293325037883]",0.0,0.0,-0.11522934242238025,"[-0.3072198756188349, 0.0759979386722945]",0.23668683302222582,0.9999621853475367,[16.28828829],[1.08510824]
1007.0,24.0,2.0,2.2859392156959757e-10,1.501931153545319e-09,0.07429625077234103,0.6483149764085683,1.3234866001783496,"[1.1521907782404268, 1.5060393108017296]",0.0,0.0,1.9937635058818106,"[1.8319329415031995, 2.1468132799260977]",0.0,0.0,0.05970272296426904,"[-0.11233313882240001, 0.22732030518581745]",0.5066269943136033,0.9999621853475367,[16.38438438],[1.38314556]
1008.0,24.0,2.0,1.011394301642099e-09,4.309306781602467e-09,0.12938605719498042,0.6483149764085683,1.0800787922417512,"[0.904240737723728, 1.272087478621124]",0.0,0.0,2.081816152829272,"[1.8498831234181685, 2.3053017732943015]",0.0,0.0,-0.07451767975028045,"[-0.2618087308644235, 0.11487283377902913]",0.44417108713617637,0.9999621853475367,[16.04804805],[1.00555161]
1009.0,24.0,2.0,2.2340923555574932e-08,5.4317830186177805e-08,0.18186325980932183,0.6483149764085683,1.1405238239773627,"[0.8985768028003827, 1.4124491597312432]",0.0,0.0,1.9057108589343494,"[1.6488910708285316, 2.1769898725030554]",0.0,0.0,-0.16030258666887365,"[-0.375902843485045, 0.053386218761891674]",0.14072343565891,0.9999621853475367,[16.72072072],[0.98022124]
101.0,24.0,2.0,1.5602216663079815e-07,3.2826039686681705e-07,0.3866554498425797,0.6566439502920431,1.1602422217372967,"[0.9145369692168401, 1.4465487847869487]",0.0,0.0,2.132131951084965,"[1.7057175076745559, 2.642898858226581]",0.0,0.0,-0.05682185415466612,"[-0.26139383845722997, 0.1698094567673965]",0.6769227903753641,0.9999621853475367,[15.85585586],[1.10339405]
1010.0,24.0,2.0,3.416044669357632e-09,1.0996712248736372e-08,0.5921270660591627,0.7583594596044603,1.3216914368703359,"[1.093970355888497, 1.5585458085018948]",0.0,0.0,1.9937635058818106,"[1.8137146779718254, 2.1689556266909893]",0.0,0.0,-0.06818400727050777,"[-0.25067902652577384, 0.12473760239042588]",0.5104899359571919,0.9999621853475367,[16.38438438],[1.25350743]
1011.0,24.0,2.0,1.7657050921382478e-07,3.695489937501565e-07,0.017032414247240335,0.6483149764085683,1.1061490846439233,"[0.8514675308983403, 1.3906019159518301]",8.881784197001252e-16,1.8129790155136257e-15,2.0315003545735806,"[1.6912085051532277, 2.401353839895989]",0.0,0.0,-0.0809103290989972,"[-0.28608568457575173, 0.13762976384549463]",0.49190078679844573,0.9999621853475367,[16.24024024],[1.02523876]
