test,period,n_components,p,q,p_reject,q_reject,amplitude,CI(amplitude),p(amplitude),q(amplitude),acrophase,CI(acrophase),p(acrophase),q(acrophase),mesor,CI(mesor),p(mesor),q(mesor),peaks,heights
0.0,24.0,1.0,7.87148124459236e-13,2.2489946413121026e-11,0.5655049336462973,0.9999853834946206,1.0481387138536378,"[0.9105391367161927, 1.1894552336254103]",0.0,0.0,-0.012578949563923025,"[-0.12222107936547966, 0.10849013905816784]",0.9070496603699072,0.9628977286304747,0.028019501579408468,"[-0.061509056295865686, 0.12205535123028037]",0.5176165739727157,0.9998781201799113,[0.04804805],[1.07615305]
1.0,24.0,1.0,2.7730151508364997e-11,1.8340047293892193e-10,0.7720297075731107,0.9999853834946206,1.1079394078942932,"[0.959039803264851, 1.2647489504057357]",0.0,0.0,0.08176317216550011,"[-0.09188244197037321, 0.24685381821774754]",0.36952454038636473,0.7506084509168489,-0.007661431206404723,"[-0.121026854834246, 0.11380857314256637]",0.9519145745454218,0.9998781201799113,[23.68768769],[1.1002743]
10.0,24.0,1.0,1.6648904477278847e-12,3.299355091129632e-11,0.03867500805179236,0.9999853834946206,1.1018297841336038,"[0.9382326073955038, 1.2737097087561575]",0.0,0.0,0.04402632347373103,"[-0.05915376712280852, 0.1563941218999666]",0.3762215688030084,0.7541381819335163,-0.05296903497454086,"[-0.15214180638287172, 0.04078441298614429]",0.25762513513441343,0.9998781201799113,[23.83183183],[1.04884346]
100.0,24.0,1.0,9.158895863947691e-12,9.138585534701188e-11,0.1467723469612573,0.9999853834946206,1.0418907609699444,"[0.887255151908146, 1.1948458540380107]",0.0,0.0,-0.08805264694746207,"[-0.21762939962915276, 0.04318446764742781]",0.18964946893448742,0.7250325765727494,-0.03005829448755204,"[-0.13361665546817156, 0.08014119541436181]",0.6235931718745389,0.9998781201799113,[0.33633634],[1.01183247]
1000.0,24.0,1.0,1.2845452479481878e-09,3.4558656119133383e-09,0.3659151524345503,0.9999853834946206,0.8646663880546543,"[0.7297695657929011, 1.0158752874432493]",0.0,0.0,-0.037736848691769076,"[-0.23301750133783655, 0.1505344199525755]",0.6731132310517336,0.8612207007769956,0.04687882539128829,"[-0.06320009912362035, 0.15429291994743471]",0.4113351783863657,0.9998781201799113,[0.14414414],[0.91153787]
1001.0,24.0,1.0,1.5942802633617248e-12,3.217856089115172e-11,0.331453782872954,0.9999853834946206,1.0294450748786979,"[0.9009785925931995, 1.1558044914628949]",0.0,0.0,0.10692107129334705,"[-0.02724506405052396, 0.23488771241206607]",0.12039949764370483,0.7250325765727494,-0.06847743742482737,"[-0.15753188166494717, 0.025014400336475395]",0.15460203209132573,0.9998781201799113,[23.59159159],[0.96095945]
1002.0,24.0,1.0,8.01579580489431e-10,2.3308507719960195e-09,0.9094375402041655,0.9999853834946206,0.9988389608269931,"[0.8284275119764075, 1.1822425937613232]",0.0,0.0,-0.06289474781961513,"[-0.2329961767286589, 0.10173630510139786]",0.4417776220355192,0.7742334771039593,0.07786114598762028,"[-0.04464739926371006, 0.20041271328938726]",0.21257743583398114,0.9998781201799113,[0.24024024],[1.07670011]
1003.0,24.0,1.0,7.794059841970125e-10,2.2743098459206667e-09,0.5246567681095966,0.9999853834946206,1.014738394989251,"[0.8668611209077157, 1.1752629389625635]",0.0,0.0,-0.06289474781961513,"[-0.2563108873908102, 0.12999638429004845]",0.5212500823132404,0.8008143836430179,-0.015756964930538464,"[-0.13817771887820907, 0.10493824215140542]",0.7885259659922605,0.9998781201799113,[0.24024024],[0.99897935]
1004.0,24.0,1.0,1.056932319443149e-13,9.285501660501309e-12,0.4264917026099605,0.9999853834946206,1.2038068211121544,"[1.070566460530476, 1.3431797716590703]",0.0,0.0,-0.037736848691769076,"[-0.15456615564104276, 0.07654656529298315]",0.5078336768601743,0.7973247611566497,0.08323430133176557,"[-0.007451782484146421, 0.17615344806830957]",0.07168077818080398,0.9998781201799113,[0.14414414],[1.28704112]
1005.0,24.0,1.0,1.0371632441774636e-09,2.871437553093753e-09,0.5627641453978582,0.9999853834946206,1.0303146264387144,"[0.881420388529249, 1.200089230366527]",0.0,0.0,-0.0503157982556921,"[-0.2475920793633727, 0.15794224869798593]",0.664521773049449,0.8578412532291707,0.02208643938861643,"[-0.10924864343301988, 0.15437724773506184]",0.7369997650916567,0.9998781201799113,[0.19219219],[1.05240107]
