"","pVal","phase","peak.shape","period"
"0",1.33776664330686e-05,6,12,24
"1",3.7587238277584e-05,6,6,24
"2",1.8793619138792e-05,6,12,24
"3",1.24798213978672e-06,6,8,24
"4",5.18038047872422e-06,6,8,24
"5",6.57821459951757e-05,4,18,24
"6",1.15900460988885e-07,6,8,24
"7",8.83990685128391e-06,6,8,24
"8",0.000196738931979553,2,18,24
"9",0.00013141989070793,6,10,24
"10",5.68741291151124e-05,6,8,24
"11",5.06665763888075e-07,4,18,24
"12",4.23248203532115e-06,6,6,24
"13",8.94845644421659e-06,6,6,24
"14",0.000257823595959148,6,6,24
"15",3.1738680753915e-06,6,8,24
"16",2.58348329760274e-06,6,6,24
"17",8.54130808372642e-06,6,6,24
"18",3.59034024435515e-05,4,16,24
"19",1.77406573401751e-09,6,6,24
"20",2.17679989237967e-07,6,8,24
"21",8.77796292832004e-08,4,18,24
"22",7.78044105220108e-06,6,8,24
"23",9.3161181898209e-06,4,10,24
"24",0.000308776274823631,4,16,24
"25",2.56136685354691e-05,6,6,24
"26",2.04869091886782e-06,4,16,24
"27",1.55692974830738e-08,6,6,24
"28",4.85937607228708e-07,6,8,24
"29",2.5186774059878e-05,6,6,24
"30",1.56533220830841e-05,4,16,24
"31",1.8793619138792e-05,4,8,24
"32",0.000233586322200439,6,12,24
"33",0.000185396319260544,6,6,24
"34",3.06586307940004e-07,4,16,24
"35",6.36143526722606e-05,6,8,24
"36",7.78044105220108e-06,4,8,24
"37",6.9144983071029e-06,6,6,24
"38",1.53293153970002e-07,4,18,24
"39",2.00069866764522e-06,6,8,24
"40",0.00153495015211781,6,6,24
"41",1.34140476830631e-06,4,16,24
"42",4.17054937055234e-06,4,18,24
"43",1.0904205069164e-05,4,18,24
"44",2.87628957135533e-05,6,8,24
"45",0.000387879563461824,6,6,24
"46",1.6672373683288e-05,6,6,24
"47",9.81570359071622e-07,4,16,24
"48",6.58026946432996e-07,6,6,24
"49",2.64674574866514e-05,6,6,24
"50",1.84807080941092e-05,4,18,24
"51",1.76820062084161e-05,6,8,24
"52",5.34608064855546e-07,6,6,24
"53",1.25290794258613e-05,4,10,24
"54",1.91936647955526e-05,6,8,24
"55",3.12301790498166e-06,4,16,24
"56",0.000232921035803706,4,18,24
"57",2.17679989237967e-07,6,8,24
"58",6.54710281534996e-05,6,8,24
"59",1.59726948372765e-06,6,6,24
"60",5.31603656570408e-06,6,16,24
"61",2.02117368327723e-07,4,12,24
"62",4.31351564077459e-06,6,14,24
"63",2.19148033777032e-06,6,8,24
"64",6.34872305298173e-06,4,14,24
"65",1.2003976316706e-07,4,8,24
"66",3.0817939195699e-05,6,6,24
"67",7.50689271056636e-06,4,18,24
"68",8.95096617838387e-05,6,6,24
