"CycID","PhaseShift","PhaseShiftHeight","PeakIndex","PeakSPD","Period","p","N","Nindependent","Nyquist","BH.Q"
"0","17.8969099911004","1.20067937763592","72","7.11378225309507","21.7582417582418","0.0193497615863795","25","24","0.260416666666667","0.373168614136633"
"1","15.3775217374896","0.452571085034589","66","4.96555911281781","22.176","0.154615380785955","25","24","0.260416666666667","0.590811542934486"
"2","17.4064952644638","0.71052438230181","61","7.7803588045303","22.5365853658537","0.00998064851931169","25","24","0.260416666666667","0.373168614136633"
"3","17.1854967541118","-0.204051516031876","66","4.80323709354507","22.176","0.179373770105347","25","24","0.260416666666667","0.63310032092025"
"4","18.2177271301786","0.541178534649423","22","3.50887045716941","25.8100558659218","0.517756682819248","25","24","0.260416666666667","1"
"5","12.623876029932","0.883711508194709","32","5.96545228569447","24.8833034111311","0.0597978301177982","25","24","0.260416666666667","0.404456836633686"
"6","13.211387607766","0.354429135413697","24","4.46773601588651","25.6192236598891","0.241907673595547","25","24","0.260416666666667","0.742959685490009"
"7","15.5680421712868","0.750393263325235","28","7.30899080483316","25.2459016393443","0.0159447131401909","25","24","0.260416666666667","0.373168614136633"
"8","15.8044502406946","0.70529131104811","37","4.39067530903829","24.4444444444444","0.258644342676844","25","24","0.260416666666667","0.770462742558368"
"9","13.3008305655923","0.459640907088183","43","4.13460222200999","23.9378238341969","0.321129884516716","25","24","0.260416666666667","0.884655329247151"
"10","15.5582110040602","0.130387412209634","61","4.97532357590147","22.5365853658537","0.153229707971592","25","24","0.260416666666667","0.588724031882245"
"11","14.5524968656128","0.933041141467573","41","6.24349918772708","24.104347826087","0.045605749761975","25","24","0.260416666666667","0.384148741981217"
"12","17.3943315548572","0.7667044788228","62","3.95656306583264","22.4635332252836","0.370945646932132","25","24","0.260416666666667","0.964999081509188"
"13","16.8672372960066","0.921953123486412","61","4.56961035788228","22.5365853658537","0.221187796226593","25","24","0.260416666666667","0.702406466264189"
"14","14.9466525113061","0.628187584611574","53","4.41056898327213","23.1385642737897","0.254234282337932","25","24","0.260416666666667","0.762550336946407"
"15","17.8805367378833","0.208973334675481","68","3.30786320001288","22.0349761526232","0.591284376960178","25","24","0.260416666666667","1"
"16","14.337489420526","0.339395735867129","47","7.58871281437311","23.6115843270869","0.0120767297837804","25","24","0.260416666666667","0.373168614136633"
"17","16.866989118267","0.0251393627175144","100","4.67001440502039","20","0.202275439781054","25","24","0.260416666666667","0.675106647110841"
"18","16.719348691593","0.7623969148751","60","5.5969180033728","22.6101141924959","0.0853265738805544","25","24","0.260416666666667","0.454087245432521"
"19","14.2178275507423","0.93688391066052","41","5.71098514161704","24.104347826087","0.0764751524715256","25","24","0.260416666666667","0.436253008964778"
"20","16.3031017659525","0.3227631359815","56","5.134843544267","22.9090909090909","0.132143588267293","25","24","0.260416666666667","0.543296294905421"
"21","15.9534714623302","0.852499436770302","50","3.49382119833627","23.3726812816189","0.523142404111791","25","24","0.260416666666667","1"
"22","14.326905870156","0.962176640937233","21","6.2988165636089","25.9065420560748","0.0432030762841595","25","24","0.260416666666667","0.384015627961029"
"23","16.8649867911904","0.820234900514745","38","2.97168046442741","24.3585237258348","0.716858447835046","25","24","0.260416666666667","1"
"24","18.0350615489146","0.81474573484303","54","3.7523741870696","23.0615640599002","0.434360416699923","25","24","0.260416666666667","1"
"25","16.1524992430131","0.755904975286294","36","5.95350273006602","24.5309734513274","0.0604953875553353","25","24","0.260416666666667","0.406828430096404"
"26","17.2376100808968","0.626397268629893","43","5.54171434637131","23.9378238341969","0.0899539620567683","25","24","0.260416666666667","0.464275051889352"
"27","12.6409170407449","0.471114402955836","25","6.28780770530725","25.524861878453","0.0436711584598273","25","24","0.260416666666667","0.384015627961029"
"28","12.8515134175432","0.124969119185054","39","3.77338686733889","24.2732049036778","0.427539384162313","25","24","0.260416666666667","1"
"29","15.9682461275884","1.04645765030962","45","7.08459623017787","23.7735849056604","0.0199173194032036","25","24","0.260416666666667","0.373168614136633"
"30","14.9023598856379","0.338163677481117","41","6.16189094045321","24.104347826087","0.0493903106416232","25","24","0.260416666666667","0.387353454856422"
"31","15.4072971039705","0.0603318007066541","30","1.92288153270077","25.0632911392405","0.97747165471965","25","24","0.260416666666667","1"
"32","17.6036630367538","1.02128082795232","47","5.22595279207566","23.6115843270869","0.121336811352895","25","24","0.260416666666667","0.521539348074738"
"33","12.4222265255652","0.686675833601928","38","4.68870054412269","24.3585237258348","0.198915469686254","25","24","0.260416666666667","0.669201078797159"
"34","14.0650167740478","1.00461894887885","6","5.38651254589539","27.4455445544554","0.104275253849858","25","24","0.260416666666667","0.494591499613594"
"35","18.0593588020934","0.4564582522707","79","5.59569629861176","21.2903225806452","0.0854264793961477","25","24","0.260416666666667","0.454087245432521"
"36","15.3056939095743","0.91691658421047","57","3.96557948252153","22.833607907743","0.368297598375512","25","24","0.260416666666667","0.962090721656913"
"37","16.7993397316362","0.493929287705467","47","5.29129316012614","23.6115843270869","0.11409994680521","25","24","0.260416666666667","0.510057875749709"
"38","37.6649130342284","0.508038571208293","33","3.79374893720487","24.7942754919499","0.420992020534645","25","24","0.260416666666667","1"
"39","42.12490345432","0.646933382580193","28","2.12267993866326","25.2459016393443","0.953117159117499","25","24","0.260416666666667","1"
