test,period,p,q,amplitude,p(amplitude),q(amplitude),CI(amplitude),acrophase,p(acrophase),q(acrophase),CI(acrophase),acrophase[h]
0.0,24.0,0.002487995915655087,0.01556943626817952,1.1549773076019492,6.599719761438349e-05,0.0004124824850898968,"[0.5876693205313435, 1.7222852946725549]",-2.327453602267271,1.3060593199545334e-20,2.0407176874289584e-19,"[-2.8175548622628708, -1.837352342271671]",8.890217894828984
1.0,24.0,0.00252971436758622,0.01574184422891238,0.9599504936642053,6.73863908057282e-05,0.00041984516815928296,"[0.487851980891485, 1.4320490064369256]",-1.8260126105735122,5.24308515853077e-14,2.3261247375912914e-13,"[-2.301570997125672, -1.3504542240213524]",6.974854394901854
2.0,24.0,0.06540171133830473,0.09275522810708373,0.7259430985842777,0.012852070202358996,0.01822730137903701,"[0.15403292624352038, 1.2978532709250352]",-1.7134559342303817,9.727333408380826e-06,1.9859806877053545e-05,"[-2.4727143599077612, -0.9541975085530021]",6.544919560869762
3.0,24.0,0.006313880154505321,0.023384741312982668,0.8488569673022707,0.00033714652079152137,0.0012473049233870566,"[0.38476948362861163, 1.3129444509759298]",-2.0754400728156197,3.094386276017882e-14,1.4292777256433637e-13,"[-2.611076385041239, -1.5398037605900003]",7.927597120310618
4.0,24.0,0.014402117163993953,0.035492086833107055,0.9977921315126286,0.0013001829704069655,0.003205579315599027,"[0.38968469671377437, 1.6058995663114828]",-1.8771095658448376,4.672959961256828e-10,1.247453273159858e-09,"[-2.467677421223232, -1.2865417104664432]",7.1700303871029
5.0,24.0,2.3360292283680142e-05,0.007117977662176652,1.484017261952061,1.9832940951400473e-09,6.610980317133491e-07,"[0.9991800776492071, 1.9688544462549151]",-1.8564703495157424,1.2649022311947598e-30,1.5239785918009154e-28,"[-2.1727719726188406, -1.5401687264126445]",7.091194387895257
6.0,24.0,0.03725239325343714,0.06344072420544472,0.9189274499262363,0.005620843032436514,0.009574478352930035,"[0.2685162736003681, 1.5693386262521045]",-1.7875711647320287,2.961399852151693e-07,6.380952062382445e-07,"[-2.4710772609434506, -1.1040650685206068]",6.828018887895339
7.0,24.0,0.005632089362894154,0.02216485384846184,0.9278699030679772,0.00027665134886366765,0.0010896075181711998,"[0.4277396021080936, 1.4280002040278608]",-1.9005670714179104,1.0464192360175898e-12,3.86846297973231e-12,"[-2.42343448563755, -1.3776996571982705]",7.259631458252345
8.0,24.0,0.015873364802896472,0.03742835369699711,0.976229674901396,0.0015250438241622365,0.0035934114612682293,"[0.37261759709470443, 1.5798417527080875]",-2.2704945044785934,4.3386337005344985e-13,1.6954410709396241e-12,"[-2.8847610602853244, -1.6562279486718623]",8.67265016761804
9.0,24.0,0.08107470173425729,0.10818615123332972,0.6205798468688496,0.017521520307812618,0.023383852005622072,"[0.10857203658387404, 1.1325876571538251]",-1.7914936987238175,1.0505687296485981e-05,2.144017815609384e-05,"[-2.5883318567746936, -0.9946555406729414]",6.8430018640770784
10.0,24.0,0.003626011228843073,0.018340977384132894,1.0182087513166689,0.00012926017580670813,0.0006534553868842549,"[0.4968598958135575, 1.5395576068197803]",-2.085038847445019,3.91113809613016e-16,2.520063206269433e-15,"[-2.5869992241911106, -1.5830784706989272]",7.964261738628073
11.0,24.0,0.0036199918081784113,0.018336133234948065,1.3491618904167706,0.0001288510733726319,0.0006530310096814126,"[0.6584973874572094, 2.0398263933763316]",-2.0736473827204964,5.296542452477247e-16,3.3103390327982792e-15,"[-2.575131388836531, -1.5721633766044618]",7.92074954854892
12.0,24.0,0.002325349282857992,0.015232658088168764,1.0789930184242236,5.800307871970696e-05,0.00037984989338380457,"[0.55302996322037, 1.604956073628077]",-1.9842831539376853,2.6353152422585365e-16,1.7337600278016689e-15,"[-2.459206936137593, -1.5093593717377778]",7.579403338635814
13.0,24.0,0.008831561541255825,0.027258694794806172,0.9452380345654668,0.000591551797804512,0.0018259690129546413,"[0.4059701492835388, 1.4845059198473949]",-2.18513091157432,2.8617168293484417e-14,1.329176418647674e-13,"[-2.748326348298665, -1.621935474849975]",8.346585261118856
14.0,24.0,0.1271491548888757,0.15236567392315842,0.6980824266938702,0.03326281858501935,0.03984525465383248,"[0.05539436308340895, 1.3407704903043314]",-2.0591188805758387,7.496761821144816e-06,1.5352778663003923e-05,"[-2.9601531207080636, -1.1580846404436138]",7.865254758179876
15.0,24.0,0.048641249695846794,0.07583606126574181,0.6720803231689981,0.008384856937618555,0.013062559491538487,"[0.17239518883408256, 1.1717654575039136]",-2.2435004637287594,2.4418881094415888e-09,6.089496532273288e-09,"[-2.980627179455881, -1.506373748001638]",8.569540527153396
16.0,24.0,0.006198395834171308,0.02309567087933764,1.2073240333054307,0.00032745579659637636,0.0012186669021078391,"[0.5486524560718394, 1.8659956105390219]",-2.2142160379741576,8.920590025807732e-16,5.3289068254526474e-15,"[-2.753932007344403, -1.6745000686039122]",8.457682260406537
17.0,24.0,0.021591567397061813,0.04485161486718283,0.8340463413102742,0.0024538984194991016,0.005096362241950367,"[0.29435749755100427, 1.373735185069544]",-1.83992764185321,8.398145254917122e-09,1.985846596102417e-08,"[-2.465973708977357, -1.2138815747290632]",7.028005899176468
