CycID,ARS_pvalue,JTK_pvalue,LS_pvalue,meta2d_pvalue,Cosinor_pvalue,Cosinor1_pvalue,Cosinor1_pvalue(p),Rain_pvalue
0,0.0004848577214928,0.0076353759692052,0.0342237490234076,1.81168742999782e-05,3.571212016106884e-07,2.859305175633837e-07,0.0001718608526011,1.54402716760339e-06
1,0.0004681755015065,0.0060934795025608,0.0467386771735683,1.89513055661727e-05,2.3338321808452639e-07,1.602180547351717e-06,0.0003762147588225,1.34815908283772e-06
2,0.0454508102310076,0.785087019633595,0.436320335017457,0.21525153628338,1.4452330382330736e-05,0.0017838555945828,0.0175736580459405,0.0095221392737288
3,0.0558208382446858,0.378841653414575,0.593917305822079,0.187861597007264,7.243651612620639e-05,0.0039025672171631,0.0291295355948453,0.000617326310858
4,0.0016605103046012,0.0272070512720596,0.0775451126523303,0.0003239196984917,4.208903950764231e-05,1.152074189438684e-05,0.0009905536116053,9.24898112658726e-05
5,0.0082581208265704,0.121140507684302,0.196803872372181,0.0090443656282901,6.521526550407053e-05,0.0003259176659125,0.0061842988009988,0.0005859580717474
6,0.0317455839204974,0.236585399143175,0.389509093295891,0.0697828830818008,0.0022838714875391,0.0011851028292721,0.0135445406740317,0.0002057422893316
7,0.0060098584250059,0.0589789416030357,0.21160466304687,0.0041705140185996,7.562251174175749e-05,0.0002711729733315,0.005545516824252,0.0012202179549102
8,0.0063052626757931,0.0850786733599917,0.110838999683598,0.0034527084872378,3.72647786373026e-06,4.8427350391394185e-05,0.002101903671346,0.0001335901406117
9,0.0123304544620214,0.201043276693793,0.297063675780289,0.0252091832280603,1.8505313780226015e-05,0.0005508891552689,0.008456771403894,0.0021778622030833
10,0.0511213856476301,0.378841653414575,0.415013539892831,0.140314000861166,0.0040208904734039,0.0031469110721339,0.0252927110689313,0.0046102909018948
11,0.0003964883058102,0.0222237719556643,0.0458074207888498,5.00916306287458e-05,8.236309186560042e-06,1.0272354238362694e-06,0.0003062347924172,7.14120316963087e-06
12,0.0007804406613176,0.0030197661591326,0.0517491270301554,1.75178007647547e-05,2.5909631107268183e-08,2.332513267021808e-06,0.0004497805086968,6.07818860152252e-05
