test,period,p,q,amplitude,p(amplitude),q(amplitude),CI(amplitude),acrophase,p(acrophase),q(acrophase),CI(acrophase),acrophase[h]
0.0,24.0,0.16165632000831712,0.2688894211715188,0.6242599481671212,0.04662614788874463,0.07752934467699472,"[0.009323506040170959, 1.2391963902940715]",0.9819565862825144,0.047391905155881625,0.127226591022501,"[0.011299911418090947, 1.9526132611469378]",20.24920212939587
1.0,24.0,0.0002852526014462111,0.004415674944987787,1.1735322515116944,8.829335578722294e-07,1.3646577401425495e-05,"[0.7056635556168449, 1.6414009474065439]",0.7475906856702883,0.00024776960787715145,0.0024219903018294375,"[0.34774648288310883, 1.1474348884574677]",21.14441392718674
2.0,24.0,0.006732842452423874,0.024680507523547925,1.0968673101733994,0.00037554495710346035,0.0013766310744261743,"[0.49242459035506136, 1.7013100299917374]",0.4733490126645199,0.09973566864888286,0.22481510581959213,"[-0.09024157827792267, 1.0369396036069625]",22.191939955842564
3.0,24.0,0.00011230348959599711,0.0029475981521259083,1.1699764884708497,1.0673650017335707e-07,2.8014829441826e-06,"[0.7385239807394388, 1.6014289962022605]",0.8068239118146465,1.745113667835984e-05,0.0003421791505560753,"[0.4386607713715538, 1.1749870522577393]",20.918159669519028
4.0,24.0,0.006937549451558544,0.025192355918048952,1.1619681385257399,0.00039629018471337067,0.0014379179416305176,"[0.5190920205873123, 1.8048442564641674]",0.7926106052128903,0.004963168308437808,0.02281205897869772,"[0.23965262112944574, 1.345568589296335]",20.972450501599432
5.0,24.0,0.06311725519049798,0.12957761279100385,0.847719404931422,0.012258861187910416,0.025167031796161806,"[0.1843412408559033, 1.5110975690069406]",0.6196380105247759,0.1253646321227318,0.26770154200882296,"[-0.1727648702681015, 1.4120408913176532]",21.633157144736497
6.0,24.0,0.0012883552467967438,0.009322396865388884,0.9267985059106666,1.9158538588247946e-05,0.0001387294611748584,"[0.5018363054820661, 1.3517607063392671]",1.1667939682366253,3.0265858223686925e-07,1.5363379808978134e-05,"[0.7202944308674805, 1.6132935056057702]",19.543175337247995
7.0,24.0,0.002005918339087711,0.011655539448505002,1.2386951275152063,4.392682859836757e-05,0.0002556858474875877,"[0.6444900905019911, 1.8329001645284215]",0.15787622172212323,0.5340194685589081,0.750976611670522,"[-0.33969681250419087, 0.6554492559484373]",23.39695725399005
8.0,24.0,0.00019239465786113693,0.0037286299020356617,1.0693221880217683,3.6906294785626735e-07,7.162516199932725e-06,"[0.657102286605387, 1.4815420894381495]",0.834236229036251,2.0680664620018256e-05,0.00039020121924562747,"[0.4501830044799373, 1.2182894535925648]",20.813452330620915
9.0,24.0,4.164723115084131e-05,0.002021537290347112,1.68267478115427,9.268596896503828e-09,4.5212667787823545e-07,"[1.108473336213557, 2.256876226094983]",0.6740272264053297,0.0001237441505549264,0.0014473000064903672,"[0.3298722186233071, 1.0181822341873523]",21.42540564333772
10.0,24.0,0.042367170001474296,0.09478114094289551,0.749050317560614,0.006839441123372031,0.015291430015309686,"[0.20622253332383744, 1.2918781017973906]",0.6789792624951101,0.06853350602357319,0.17026075960119413,"[-0.05162051861965844, 1.4095790436098787]",21.40649025880833
11.0,24.0,0.007934704171353085,0.02762780003953024,0.9371089109017933,0.0004959554205139413,0.001725758690796577,"[0.4097658483361559, 1.4644519734674306]",0.8149227052128145,0.004444355349267684,0.020973833644491194,"[0.2534645341962565, 1.3763808762293726]",20.887224557461465
