CycID,ARS_pvalue,JTK_pvalue,LS_pvalue,meta2d_pvalue,Cosinor_pvalue,Cosinor1_pvalue,Cosinor1_pvalue(p),Rain_pvalue
0,4.80738812658199e-05,4.13688528375217e-06,0.0034304596341594,2.87486812133864e-10,8.797164655627299e-07,3.81138723194056e-15,4.085223603881893e-07,8.47535558647806e-08
1,0.0007679479763726,0.000499885700757,0.0250941463164146,1.82847358398686e-06,3.968670571374844e-05,7.150247580778802e-08,9.56834831613032e-05,1.34226846663249e-05
2,3.45076414096646e-05,8.7281299674252e-05,0.0079052811934692,7.729327289318631e-09,0.0086263196015881,3.088168396458238e-08,6.778640747218101e-05,5.69420538915095e-06
3,0.019972303529289,0.90097784494172,0.348725799276948,0.118785736002019,0.0023264246811395,0.0012301045777335,0.0139139615032194,0.0696519072983886
4,0.0021681426950057,0.0095285387147614,0.0422893667623825,9.80774981654831e-05,1.1719802987752992e-05,8.24406679345514e-07,0.0002774311411148,3.24051229088407e-05
5,3.99552346752596e-06,1.72229016592152e-05,0.0033754235925516,1.05275232975544e-10,1.592249693882497e-05,2.7696110681791236e-14,6.898382041619515e-07,7.01818617084604e-08
6,2.6815105890643e-05,0.000499885700757,0.0097914521381725,3.70942836447341e-08,0.0002689302710735,9.70323515679351e-10,1.8026511413781945e-05,7.96503930610551e-05
7,0.0004196532185272,0.0014378634142753,0.027030775589666,2.93099382364659e-06,7.788610310710542e-05,1.1773244929660584e-07,0.0001179634891315,1.07102575909893e-05
8,4.01789463696511e-05,4.65159814425002e-05,0.0064380662650112,4.1179927245949e-09,7.781432268649802e-06,1.195432617135996e-11,4.076984476952595e-06,3.43986621392621e-06
9,0.000688043984985,0.0018498592938576,0.0513996484322158,1.00988842365313e-05,3.412621058251908e-05,2.053592305113131e-05,0.0013368612036102,4.96077279924516e-05
10,0.0227904135476855,0.170328572533671,0.268683869094457,0.0327857603606063,0.0001311491253397,0.0004105001238004,0.0071252936569587,0.004067903736966
11,2.72727718909627e-05,8.57102259918609e-06,0.0026389521871339,2.61747623575559e-10,5.979386888288474e-06,9.650230957174327e-17,1.6384391432005886e-07,8.26541804866625e-08
12,0.002463518348335,0.0060934795025608,0.0583086599600816,9.8235965580673e-05,0.0007178255967957,3.380872817251003e-06,0.0005399220629665,7.61697452041852e-05
13,0.0119663413477606,0.0589789416030357,0.145433159400014,0.0053742621480241,3.4142287316241138e-06,7.43687389999644e-05,0.0026707087251053,0.002328078306699
14,0.0004018615050958,0.0030197661591326,0.0130425134724578,2.8532087986699e-06,0.0001912232570596,1.4631072648372504e-09,2.094221671536828e-05,1.58387549991236e-05
15,6.54830007087437e-05,0.0011123235787784,0.0111519900441389,1.95752520970593e-07,8.582622285424613e-06,1.881648353842492e-09,2.2942556125058945e-05,4.11405267197133e-05
16,1.57615403839628e-06,5.9781837302054e-06,0.0021278033657405,1.0625056390267699e-11,0.0005327628544066,6.409082848002266e-16,2.59718577798418e-07,1.99989045142377e-07
17,0.000802570248646,0.0038324499306206,0.036581348829786,1.63153109765668e-05,2.850951962285464e-07,5.957341021606632e-07,0.0002389203715131,0.0002540784553686
18,0.005044068052781,0.0118437429175653,0.0815289820654572,0.0004288402689065,4.926175404906808e-05,1.413483466673181e-05,0.001105091154624,0.0002218295579082
19,0.0038198331909213,0.0076353759692052,0.0608730719594204,0.0001809322879517,0.0002807210922255,5.481125785912111e-06,0.0006857855234703,0.0002124084230421
20,0.0004147105025997,6.3920453817753e-05,0.0162107606452767,1.09645730717034e-07,0.0001628224427869,7.907161287085735e-09,3.951171502392702e-05,3.06087352696613e-06
21,0.0001493256184093,0.0003789681674376,0.010868625482904,1.51995795172333e-07,1.3844077307090252e-05,1.434752884823612e-09,2.0795224296083517e-05,1.82744605508834e-06
22,0.020387387453644,0.0331873774907249,0.292840522989058,0.0090900507518993,9.902398908967491e-06,0.0006258449511934,0.0091849294075461,0.0031949138735979
23,0.0001742318582638,1.72229016592152e-05,0.0123167806399166,1.15880418594116e-08,0.0001050057089101,4.571760825103753e-09,3.2037155023758985e-05,8.40960322429718e-07
24,0.0167485474064117,0.101683413189193,0.20363400826817,0.0141152116662876,1.3134296817929323e-06,0.0002646819120727,0.0055001466018987,0.0020322749778288
25,0.0028397894349252,0.0030197661591326,0.0303901431543467,3.41599739507314e-05,6.858545553545259e-05,5.555368817017454e-07,0.0002328817693178,0.0004106562845481
26,3.29747648389889e-05,3.36299215085765e-05,0.0030082894988174,1.2563391438291701e-09,0.0001490836211264,2.115611585499933e-14,6.404134468786805e-07,1.94898890887447e-07
27,0.0001248994389028,0.0018498592938576,0.0070875786198618,3.69855407411634e-07,0.0059465462578196,2.3540154910003893e-10,1.0937729446806444e-05,3.64098604852785e-05
28,0.0002362751733182,0.0095285387147614,0.0196631273842556,7.14036867410783e-06,2.406063474014175e-07,6.656011211218695e-08,9.28210314969245e-05,0.0002514321094992
29,0.0038093368229121,0.0222237719556643,0.121115697445692,0.0008046231556655,2.2457559499811097e-06,8.721601177997893e-05,0.0029220067946674,0.0002663228263871
30,4.2035799133977e-05,0.0011123235787784,0.0098050438051626,1.16309036846118e-07,0.0085329453711708,4.918449907653923e-09,3.291718474393274e-05,3.24985032097166e-06
31,0.0007962487571888,0.000499885700757,0.0183805409517205,1.42809255321286e-06,2.6450927596455287e-05,1.1320272875397424e-08,4.5431345178178296e-05,4.04545115792535e-05
32,4.22572993485915e-06,4.65159814425002e-05,0.0036246347155803,2.99332114650497e-10,0.0222783804749777,1.5817620744908866e-13,1.114353680253051e-06,1.27067272414647e-06
33,5.2715671448933e-05,8.7281299674252e-05,0.0091156713819068,1.30177141288712e-08,0.0019522883871652,1.1315217001614289e-10,8.492828655540508e-06,9.38232612820151e-07
34,0.0012994951455354,0.0018498592938576,0.0362021392424132,1.30019111764801e-05,1.993808463440772e-05,7.890100698832028e-07,0.0002726697378112,8.83660076782889e-05
35,0.0015131913271648,0.0030197661591326,0.0385599263283871,2.42235855987261e-05,0.0002216446281216,5.572107519115564e-07,0.0002333218845855,0.0001235307407152
36,3.37049227527864e-05,0.000159780931005,0.0076704672023586,1.2836753549017e-08,0.0001686624837907,2.5427865995043327e-10,1.116691984881056e-05,3.722671368172e-06
37,0.0027098981644978,0.0060934795025608,0.044225967969687,8.39511166116358e-05,1.569693647840431e-06,3.020701271866439e-06,0.0005101989697493,0.0003629983856941
38,1.17550114173692e-05,0.0006559349147549,0.0085850154080601,1.9800109440915e-08,9.656379164257878e-05,1.220694356970907e-10,8.719949024313549e-06,5.25228975998432e-07
39,0.041842196153676,0.201043276693793,0.352196892773258,0.0704161391285154,0.0001294210513832,0.0009042188856355,0.0114864283138954,0.0046942968666794
40,0.0021068243173263,0.0095285387147614,0.0325123457900761,7.61433598585048e-05,8.307130834117604e-05,3.129576816986962e-07,0.0001802347089062,0.0001040316434144
41,1.26689740278518e-05,1.72229016592152e-05,0.0024064949368003,2.25273022458339e-10,0.0005116679537697,1.8921573080393938e-17,1.118981257732091e-07,2.71297789817603e-07
42,0.0003812177382094,0.0018498592938576,0.0215286801865976,2.7488534732889e-06,0.0026679074222473,6.188074688268791e-08,8.99851820648731e-05,1.70826161674528e-05
43,0.0031788132864507,0.0095285387147614,0.0553000653144295,0.0001720913620545,7.778290710691582e-05,2.342157331259652e-06,0.0004539851914944,9.3161181898209e-06
44,0.0149113532843359,0.324752839622234,0.262942315455544,0.0380523979604959,1.7472669247342587e-05,0.0007696941600709,0.0104186310967051,0.0071697735990344
45,4.54674559446921e-07,8.626412365462691e-09,0.0010205674429794,3.3306690738754704e-15,1.017719682328e-05,2.3276824313706326e-24,4.709714252072487e-09,7.57520555437523e-10
46,0.0076397827546052,0.682303761313899,0.4625166620177,0.0607425349217849,0.0068625421694481,0.0019339948647363,0.018529299301412,0.107526872536392
47,0.0067947947102593,0.040338613070862,0.141227836564939,0.0024296557446434,0.0001745323151391,7.617152517615915e-05,0.002710422194058,0.0003782685240965
48,0.0001472053442386,0.0038324499306206,0.0407344480816902,3.9818141946979e-06,0.0002681710860397,1.104745259259922e-06,0.0003188917802699,4.24095684481738e-05
49,0.0071899090442397,0.0180863929339791,0.109768304780235,0.0010619589801458,1.957640670291472e-05,2.7356708556821303e-05,0.0015549514585585,0.0007718980619404
50,0.000511566290581,0.0048427681444993,0.0267697717057108,1.02217442020658e-05,6.101598591268242e-06,1.691610254040839e-07,0.0001378333757725,1.28068342677346e-05
51,0.0080836647383399,0.0146640209743332,0.103403764630909,0.0009347533977569,0.0001138512929549,3.694463147905274e-05,0.0018288719120016,0.0017341566168194
52,3.86495939541653e-06,0.0006559349147549,0.0032486296380447,2.90083312926015e-09,0.000511763857879,3.3249690572255306e-11,5.657117440812029e-06,9.46306070718129e-06
53,1.06155138901443e-07,1.44647756133219e-08,0.0011681589835951,1.5543122344752201e-15,1.477420047746314e-05,4.65264854945756e-14,7.944224798865127e-07,1.15900460988885e-07
54,2.62341735657312e-05,0.0002142857370726,0.0097140708549566,1.65922470207747e-08,0.0005572422636727,3.110417309641126e-08,6.78545789155355e-05,3.11652577291097e-06
55,0.0002770631851543,0.0008563069849221,0.0086290902447424,4.52735588352127e-07,0.0002277341647347,3.5481706594759384e-10,1.2605009266258168e-05,1.87413512537095e-06
56,0.0001309494047747,0.0002142857370726,0.0090549962174243,6.78800410325309e-08,6.882439611022306e-05,9.101834072885201e-11,7.911538186418251e-06,7.19909780332241e-07
57,0.001221290891044,0.0180863929339791,0.0572931659741935,0.0001351444228924,2.6851471550348727e-05,7.258096432664218e-06,0.0007885428309512,0.0012014453709885
58,0.0009573243761078,0.0180863929339791,0.0282593643124616,5.9251553228834e-05,3.143234438529596e-05,1.4762420874856117e-07,0.0001295788500324,0.0009505802315651
59,0.0002764313765972,0.0048427681444993,0.0161838398701164,3.77766729175999e-06,2.212531864498324e-06,8.553266205208082e-09,4.074475370209476e-05,0.0001822540087646
60,0.0238099521739599,0.201043276693793,0.242728374401486,0.0355436105506501,0.0001157237391676,0.0003065673209025,0.0059905319692149,0.0012645611913748
61,2.15683013637946e-06,4.65159814425002e-05,0.0025631665073516,1.15764176022992e-10,0.0001621240123421,4.765053645399892e-17,1.3826232340810842e-07,6.01225833232722e-07
62,0.0004059844720881,0.0038324499306206,0.0200817989878131,5.23690139342392e-06,1.846628233415082e-05,1.9271405155959294e-08,5.602690005032708e-05,0.0002948862759372
63,6.3947282913368e-07,8.57102259918609e-06,0.0020394276112721,6.1380900362451e-12,0.0033546360592625,2.442642830443672e-17,1.185188709339324e-07,7.98806745027146e-10
64,0.0001153850044457,0.0002857574559262,0.0110328007541608,9.41916586949532e-08,0.0014295399384726,7.084015946803576e-10,1.6078229291860043e-05,2.16765341339469e-05
65,0.0001297001742994,0.0011123235787784,0.0104428405039712,3.42943009101759e-07,0.0003644811125553,3.826607034262399e-10,1.289214817422404e-05,6.23305154582195e-06
