test,period,n_components,p,q,p_reject,q_reject,amplitude,CI(amplitude),p(amplitude),q(amplitude),acrophase,CI(acrophase),p(acrophase),q(acrophase),mesor,CI(mesor),p(mesor),q(mesor),peaks,heights
0.0,24.0,2.0,1.4503632883577922e-07,2.967191670126416e-07,0.5280451227136349,0.8210037308293949,1.190748475283614,"[0.9724442590668689, 1.4220077145071846]",0.0,0.0,-1.6352634433100022,"[-1.8335422530693493, -1.441625672567462]",0.0,0.0,0.11838923247638689,"[-0.08545296047842162, 0.32125807774022586]",0.255501930620575,0.8201885018949625,[6.24624625],[1.30913771]
1.0,24.0,2.0,3.404421744512831e-09,9.159057693066535e-09,0.38997261970031727,0.8210037308293949,1.4787085121894905,"[1.248297195182302, 1.728754827832071]",0.0,0.0,-1.6101055441821561,"[-1.7144991225789998, -1.5121249923652829]",0.0,0.0,0.1933625998610624,"[0.013327263513628146, 0.3733149621883184]",0.03531100996982017,0.30974570148965064,[6.15015015],[1.67206991]
10.0,24.0,2.0,4.0523906452705205e-10,1.646643902994929e-09,0.41143631777044865,0.8210037308293949,1.3630392457755296,"[1.1784651546018416, 1.572190193638653]",0.0,0.0,-1.597526594618233,"[-1.7141140458669193, -1.4831382073264108]",0.0,0.0,0.10627532673905504,"[-0.053930399195160836, 0.26026211053950715]",0.19780708845718253,0.7438017156486318,[6.1021021],[1.46931457]
100.0,24.0,2.0,1.6927348411854837e-11,2.0418996877991358e-10,0.804020912146109,0.9012676966103678,1.5294316612340628,"[1.3446278814058488, 1.7228488840051104]",0.0,0.0,-1.6226844937460791,"[-1.7219717497267668, -1.521618848680908]",0.0,0.0,0.15810977859924313,"[-0.007175590354047939, 0.320643936270804]",0.06088686952386779,0.40508969006919526,[6.1981982],[1.68754144]
1000.0,24.0,2.0,2.3342109356505603e-09,6.674154272889408e-09,0.4834676362939384,0.8210037308293949,1.4652056744824409,"[1.211181958992406, 1.7358553866110926]",0.0,0.0,-1.572368695490387,"[-1.7248930488772882, -1.422400009471104]",0.0,0.0,0.21307670837973358,"[0.00925448229190029, 0.4223045103955326]",0.04059823144505814,0.3366354182840642,[6.00600601],[1.67828238]
1001.0,24.0,2.0,4.1350138868523345e-09,1.0793562743023583e-08,0.40671602559246667,0.8210037308293949,1.4860330483960347,"[1.182107341576736, 1.789548691453966]",0.0,0.0,-1.484316048542925,"[-1.6129305971005121, -1.3634709331599715]",0.0,0.0,0.15569269639910766,"[-0.06534185880421947, 0.3708178679654409]",0.169631819784557,0.6933869408981688,[5.66966967],[1.64172574]
1002.0,24.0,2.0,8.57253046326889e-09,2.052809018982014e-08,0.6994722702729251,0.8569261618198238,1.3322098201614372,"[1.1745670166570075, 1.5104034774260895]",0.0,0.0,-1.509473947670772,"[-1.629612655095847, -1.3783945907309014]",0.0,0.0,0.07133732212624122,"[-0.11992882014037905, 0.2559198473995845]",0.47785469782220336,0.900303898173322,[5.76576577],[1.40354714]
1003.0,24.0,2.0,8.444038801513898e-10,2.895353937178195e-09,0.22834114711955966,0.8210037308293949,1.1721189266674064,"[0.9728616715451555, 1.385493555696565]",0.0,0.0,-1.597526594618233,"[-1.766675692872628, -1.4451253083591737]",0.0,0.0,0.1765721809064683,"[0.01289170432848033, 0.3307781174569787]",0.03412516058058834,0.3027964559058416,[6.1021021],[1.3486584]
1004.0,24.0,2.0,3.691036365438549e-11,3.267867785615257e-10,0.2282180441176045,0.8210037308293949,1.4525354004154933,"[1.2800843963124033, 1.6381912236965301]",0.0,0.0,-1.547210796362541,"[-1.6890352308571486, -1.4213602710138304]",0.0,0.0,0.23578305999382287,"[0.0929191239743643, 0.37960814512229707]",0.0012591644068029595,0.05246518361678998,[5.90990991],[1.68830623]
1005.0,24.0,2.0,6.085529746790996e-09,1.5130606033791637e-08,0.48720818676368083,0.8210037308293949,1.2369631443824503,"[1.0316792745407213, 1.46906179722074]",0.0,0.0,-1.484316048542925,"[-1.6242712341171233, -1.3563828162600542]",0.0,0.0,0.030851107561536084,"[-0.14636940501957676, 0.2042888179281427]",0.7459090977036358,0.9128648556906886,[5.66966967],[1.26776516]
1006.0,24.0,2.0,7.914779942552741e-13,4.411762484488184e-11,0.04325783975524933,0.8210037308293949,1.4221347544637615,"[1.2872844148657918, 1.5624643874241875]",0.0,0.0,-1.559789745926464,"[-1.6937798917803448, -1.4376764776193003]",0.0,0.0,0.158979220349023,"[0.024633253750053596, 0.28997148521946164]",0.020180745039456216,0.2322295171398874,[5.95795796],[1.58110428]
1007.0,24.0,2.0,3.856838515226002e-09,1.020157804069873e-08,0.63572103372519,0.8361449871434828,1.37735825921615,"[1.1300462348079172, 1.65355539845419]",0.0,0.0,-1.572368695490387,"[-1.7049481550691086, -1.4448410723632668]",0.0,0.0,0.20054513575508293,"[-0.006419168443306422, 0.4046968609377156]",0.05758146632422667,0.39656657248089994,[6.00600601],[1.57786255]
1008.0,24.0,2.0,1.042854691490902e-11,1.53586847053152e-10,0.8833009514873723,0.9398735549716383,1.363068613700054,"[1.2256061222769388, 1.5141483119304255]",0.0,0.0,-1.6352634433100022,"[-1.7491726698950782, -1.5166991999703554]",0.0,0.0,0.09945504509172554,"[-0.03732577080311221, 0.2364470172092506]",0.15381782831301716,0.6668374802008702,[6.24624625],[1.46252366]
1009.0,24.0,2.0,4.533595721056827e-12,9.964434649806048e-11,0.9576349144316509,0.979974191550067,1.252633421492406,"[1.0900985685115467, 1.4313187162828205]",0.0,0.0,-1.6730002920017721,"[-1.7572170255118527, -1.5770068353415179]",0.0,0.0,0.21420126164886555,"[0.07768605849953444, 0.3580268904284635]",0.0023494925635383357,0.07506366017694363,[6.39039039],[1.46680198]
101.0,24.0,2.0,1.4789058866426785e-11,1.9033537794629066e-10,0.3577749783596329,0.8210037308293949,1.2861775854841093,"[1.1095693651371372, 1.468399604660865]",0.0,0.0,-1.534631846798618,"[-1.6312565531519858, -1.4378959556623372]",0.0,0.0,-0.04582833482281168,"[-0.17381954752823758, 0.08422514079931546]",0.4958161245204462,0.9008858941471231,[5.86186186],[1.24034776]
