test,period,n_components,p,q,p_reject,q_reject,amplitude,CI(amplitude),p(amplitude),q(amplitude),acrophase,CI(acrophase),p(acrophase),q(acrophase),mesor,CI(mesor),p(mesor),q(mesor)
1016.0,24.0,1.0,9.047723720234657e-06,7.557985425283041e-05,0.03551791333235266,0.6231088413673236,0.8350049531049233,"[0.6079071983064214, 1.0875801991701066]",7.232658916223045e-12,3.8718730814898525e-11,-0.012578949563923025,"[-0.3443134353292011, 0.32689475968884396]",0.959395253030273,0.9866261343380017,-0.0675574431469268,"[-0.23944503266999223, 0.11175557352032404]",0.47572223552736137,0.9999672158510022
1017.0,24.0,1.0,2.250516445545525e-05,0.0001382947426594956,0.5873608459750578,0.8263030808786745,1.0650698930234737,"[0.7382360317669152, 1.4155638315461612]",6.461073898123004e-10,2.3806462410180565e-09,-0.012578949563923025,"[-0.34828666903661926, 0.3466406573571165]",0.996292349785691,0.9985174418562481,0.09631285178596438,"[-0.15246728638472723, 0.3420699796142474]",0.4520169528117406,0.9999672158510022
1018.0,24.0,1.0,2.214347914142323e-06,3.2247785157412466e-05,0.9259956316096879,0.9685082883597442,1.064908958940069,"[0.7581677295627773, 1.3905639228361475]",4.300027001136186e-11,1.9679757442270875e-10,0.03144737390980801,"[-0.25389906758591896, 0.28986915433520477]",0.8967440820512032,0.9671383849966584,-0.0924701822072338,"[-0.29510986805386114, 0.12301355310943533]",0.4194638520865679,0.9999672158510022
1019.0,24.0,1.0,4.061832106772023e-06,4.591462662221137e-05,0.9968074285164621,0.9991387522717629,1.3780516401010838,"[0.9528728309982748, 1.8192745137678434]",5.08638242635584e-10,1.909302712596036e-09,0.16981581911296217,"[-0.09222699373368332, 0.4371702518405088]",0.20132832357816421,0.6477767761555295,0.2332933699006834,"[-0.04639174735832957, 0.5183838874411946]",0.10132799356116884,0.9999672158510022
102.0,24.0,1.0,5.0269761940890945e-06,5.2166769250942644e-05,0.9751343225401344,0.9892475881308005,0.9318570822653696,"[0.7062608281038273, 1.1864332658559784]",2.531308496145357e-14,2.397072439531588e-13,-0.21384214258669232,"[-0.552321671437205, 0.12769127225306448]",0.2207227992563192,0.6610288359079465,-0.018989084367809106,"[-0.19901880541209507, 0.1649277316997753]",0.8541967035212366,0.9999672158510022
1020.0,24.0,1.0,1.0919245108098607e-07,6.65807628542598e-06,0.5444908735047478,0.8084897151624646,1.1329799471745952,"[0.8819113605583297, 1.4019557852393547]",0.0,0.0,0.25786846606042424,"[0.00871610317315788, 0.5015612613038457]",0.04244317587261137,0.42034509874310433,-0.11470814603616097,"[-0.2953956180850099, 0.06548938491747726]",0.21154291669240344,0.9999672158510022
1021.0,24.0,1.0,3.1936001988919216e-05,0.00017589132727511962,0.15397331488128052,0.6551527643218182,0.8818962685656659,"[0.6406083769647919, 1.1707374489005349]",3.36828342994977e-11,1.577650318477644e-10,-0.5157369321208467,"[-0.8813519305215345, -0.16659986328405324]",0.004098508134006806,0.1811902637160191,-0.05424989719088236,"[-0.26183470328453523, 0.14626226687972013]",0.5785177705147895,0.9999672158510022
1022.0,24.0,1.0,6.93560304665386e-06,6.34934670123942e-05,0.3416190440315654,0.7300321555731953,1.0130422933006782,"[0.711566083130132, 1.3355537370596529]",1.8798784751083986e-10,7.707578823732671e-10,0.19497371824080822,"[-0.12209467718031652, 0.4936626033278225]",0.23663852799637208,0.6705747976160021,-0.2696983845809917,"[-0.476584735915124, -0.06292540682518749]",0.010632913136641386,0.9999672158510022
1023.0,24.0,1.0,4.503827559454443e-06,4.912302137458773e-05,0.915696193856927,0.9640898497146368,1.1623346052339383,"[0.8298751862392839, 1.5040447367464704]",1.879385536085465e-11,9.267187061565409e-11,0.14465791998511524,"[-0.16126027398922366, 0.46203490083432625]",0.3438981288699672,0.7332713870460649,-0.028881288520953063,"[-0.26821999849782235, 0.22474231716268814]",0.8626294998979782,0.9999672158510022
1024.0,24.0,1.0,8.69359990665064e-05,0.00036324233593247796,0.7377474024578107,0.8868932908729441,1.0335418694338616,"[0.7070640682684821, 1.4060354875961585]",4.111801343853472e-09,1.315776430033111e-08,-0.27673689040630833,"[-0.6606946742021962, 0.128097670142378]",0.18547899338098195,0.6306762515764147,-0.16948048233401747,"[-0.43205710207555387, 0.10375783145956058]",0.22951361016319605,0.9999672158510022
1025.0,24.0,1.0,1.6614428617556243e-05,0.00011241156033529259,0.2446306837052522,0.6918497630537462,0.8835262193226328,"[0.6202350477463406, 1.1827311398244666]",4.746916193454354e-10,1.7939970496804056e-09,0.018868424345884094,"[-0.31118553338896393, 0.3500839134148339]",0.9081254391004046,0.970341849134796,0.1691538326755334,"[-0.03576707546675606, 0.3668722202568282]",0.10690684557870478,0.9999672158510022
1026.0,24.0,1.0,1.0204704717464708e-05,8.166509373922222e-05,0.527881426212462,0.8010540435730352,1.123179857498657,"[0.8714581227188645, 1.4123097679881256]",4.440892098500626e-16,6.150820081025798e-15,0.04402632347373103,"[-0.3495422138775705, 0.4234563290150543]",0.8511974137376321,0.9497310118672829,0.019795049556575073,"[-0.22655285032078928, 0.271626789839571]",0.8591142240994103,0.9999672158510022
1027.0,24.0,1.0,1.7658889650551401e-06,2.834870446467872e-05,0.8988365864112663,0.9571778132599684,1.0665326578358956,"[0.8472257464769536, 1.3303509226505408]",0.0,0.0,-0.02515789912784605,"[-0.33264253625466184, 0.28163803342669874]",0.8706017480102761,0.9562662746671508,-0.09450587761761575,"[-0.29565360722721923, 0.11474014642344553]",0.3872144483370519,0.9999672158510022
1028.0,24.0,1.0,7.692638986278588e-05,0.00033191308728370146,0.23815268793884992,0.6885937370047572,1.0846148349313292,"[0.728287402313129, 1.4960890237399203]",1.716711817145722e-08,4.910502909455726e-08,0.05660527303765406,"[-0.32744087713348935, 0.44792518969204553]",0.7604835388390525,0.9166762743081333,-0.12473095049401905,"[-0.3995983153641301, 0.1424255122782177]",0.3520427894790912,0.9999672158510022
1029.0,24.0,1.0,5.736874150730209e-05,0.00026753649078486904,0.8064042917315898,0.9192586066781052,0.873599218386927,"[0.559900188857582, 1.2130133407147987]",1.2349190670057908e-07,3.1176951956722815e-07,0.32076321388003937,"[-0.020953357158173647, 0.6622443525138522]",0.0657752531171083,0.4756964892732305,0.1902258344544353,"[-0.021984572394752322, 0.4023280163053045]",0.07888436198776572,0.9999672158510022
103.0,24.0,1.0,0.003630610854222449,0.008150739027663959,0.8137388833844518,0.922916215988427,0.6737931616289092,"[0.32842924980574884, 1.0663293597094268]",0.0002194145928700042,0.0004420116697622969,0.03144737390980801,"[-0.4710106839535809, 0.5115904404781547]",0.9354251624718153,0.9779839324158376,0.12147661629431494,"[-0.12129556414187863, 0.36842704823004857]",0.3222825055515788,0.9999672158510022
1030.0,24.0,1.0,2.793757881702774e-07,1.0476592056385403e-05,0.8160587329834678,0.922916215988427,1.1070817640869766,"[0.8745245172233024, 1.356905973002983]",0.0,0.0,0.06918422260157708,"[-0.20621272607740715, 0.32207452429993944]",0.6670168025857415,0.884392693103858,0.00626830581700899,"[-0.18362461701551108, 0.20859786187980423]",0.9005924508459802,0.9999672158510022
1031.0,24.0,1.0,0.00011451142049434537,0.00044609045771073385,0.6791885885791168,0.8641076190574004,1.0747223802107748,"[0.629472246238132, 1.5419244260054126]",3.4260850629852513e-06,7.488710520186341e-06,-0.07547369738353815,"[-0.3971535043037576, 0.23016208888749323]",0.6015242040127444,0.8609191412805846,-0.02384832152788441,"[-0.30918154694261174, 0.24634085936251054]",0.8243744603715766,0.9999672158510022
1032.0,24.0,1.0,5.2119447856213696e-05,0.00024954595735331354,0.8806191172430824,0.9493863340386126,1.194953590706283,"[0.804753275175603, 1.6359032749777622]",1.1046027870165176e-08,3.285742224933348e-08,-0.10063159651138509,"[-0.44341088112109783, 0.24943414827573196]",0.5828535578614218,0.8520718129554681,0.06312349897102298,"[-0.23484144304201826, 0.3546003577481367]",0.690202128454656,0.9999672158510022
1033.0,24.0,1.0,3.66893426170245e-05,0.0001935091910180617,0.5074821972851639,0.7935779249083518,0.9393042002282161,"[0.6404095744023979, 1.2703121793116068]",3.654085034554555e-09,1.1833176925370967e-08,-0.2515789912784623,"[-0.589619142981402, 0.07189525458545654]",0.12490481688085664,0.5653860160835771,0.038695692882895094,"[-0.192241269077208, 0.2645195648705067]",0.7562276795106027,0.9999672158510022
1034.0,24.0,1.0,4.501731719153135e-05,0.00022352193243064224,0.46823149569877076,0.7796927659282372,1.1082722685777626,"[0.7631129335507575, 1.4878340394326846]",1.5624748161968682e-09,5.385986956900614e-09,0.32076321388003937,"[-0.03542288569520585, 0.6936481411404458]",0.07675645074772386,0.4964564508005864,-0.08042884793219951,"[-0.35058243419562285, 0.18726760126854916]",0.5514078166169427,0.9999672158510022
1035.0,24.0,1.0,0.0016612954938095559,0.004029605439801291,0.4262763147197315,0.7634799666622056,0.755694666330028,"[0.4610829280426894, 1.0831696926210317]",1.2889499276802496e-06,2.9267709529524286e-06,-0.0503157982556921,"[-0.5814445729275287, 0.49155693924491917]",0.869457499502404,0.9557430051702316,0.12573452123166418,"[-0.11871187915645176, 0.3656723558669538]",0.31731581353121263,0.9999672158510022
1036.0,24.0,1.0,0.0009056989795350745,0.0023844641848224865,0.012672011562174568,0.6231088413673236,0.8488543713764622,"[0.4958851250389773, 1.2573640857356365]",6.984575837920559e-06,1.4953063236824147e-05,-0.3018947895341544,"[-0.7872067513178909, 0.184829574138833]",0.2242428170903954,0.6610288359079465,0.013899421177116733,"[-0.263381839402741, 0.3035074553664799]",0.889558018094686,0.9999672158510022
1037.0,24.0,1.0,7.494869367352663e-07,1.7470557965857024e-05,0.2613496569404198,0.6986713338275347,1.0151811500549766,"[0.7202278924940172, 1.3010199367871254]",1.4816814442042414e-11,7.419536525809923e-11,-0.0503157982556921,"[-0.30021643050106417, 0.19277702340323552]",0.668991419258802,0.8846752436641127,0.16661866456824814,"[-0.022563270975789806, 0.3456630322955615]",0.08540531950880315,0.9999672158510022
1038.0,24.0,1.0,6.6651838376285966e-06,6.19057322380365e-05,0.09213157170115682,0.6304325753010378,1.197408306022723,"[0.865511522248595, 1.5632171871145404]",1.4650503032953566e-11,7.343610542833867e-11,-0.2012631930227693,"[-0.500376290601114, 0.09402109742890374]",0.18004974058585743,0.6295693034050214,0.10085756178284289,"[-0.1616843516930371, 0.3455612895358312]",0.4770325100855737,0.9999672158510022
1039.0,24.0,1.0,0.00019689796069877197,0.0006815436507399515,0.7401498844269929,0.8881683445840826,0.9452968475892258,"[0.6196027106649759, 1.301630251758267]",4.139842224581969e-08,1.112860813059669e-07,0.08176317216550011,"[-0.33899894351961984, 0.5038410734829135]",0.7012126209981673,0.8952375293140539,0.129823413175416,"[-0.13639593329771732, 0.4005948172185679]",0.33454243622525315,0.9999672158510022
104.0,24.0,1.0,4.8561208892516916e-05,0.00023665306477834756,0.7455456491381091,0.890168409904934,0.881185825855255,"[0.6149814964097461, 1.1975382421989358]",1.4662726588454689e-09,5.078880009856144e-09,0.19497371824080822,"[-0.1789003101897818, 0.5612074614621568]",0.3109900719315073,0.7164772863162217,0.055282800167514856,"[-0.16769747721253925, 0.2779072271487745]",0.6275419729976033,0.9999672158510022
1040.0,24.0,1.0,5.26931898114924e-07,1.4516030251099836e-05,0.13589119558493468,0.6473229807935805,1.2554027103621417,"[0.964340228589949, 1.563998705509378]",4.440892098500626e-16,6.150820081025798e-15,-0.18868424345884627,"[-0.4530380843972958, 0.08460824384886773]",0.17901961955019252,0.6285801248251142,-0.13115033728866932,"[-0.3568535289734639, 0.09465729152932781]",0.2547469342898625,0.9999672158510022
1041.0,24.0,1.0,1.3515929658702852e-05,9.827384628237652e-05,0.13034795942108035,0.6473229807935805,1.0612302142702648,"[0.7834510234070913, 1.3740675397854303]",1.475264355121908e-12,9.32531197927881e-12,-0.08805264694746207,"[-0.43081466425732784, 0.2596019716953799]",0.6266263487122927,0.8692804200650533,0.15953768903491794,"[-0.08446005899288064, 0.40407129076230774]",0.1995020914093142,0.9999672158510022
1042.0,24.0,1.0,3.279892521068639e-05,0.00017909860872235015,0.8305706958675985,0.9290867903748574,1.0534667889749443,"[0.7086512736272335, 1.4392909146033328]",1.063959209623988e-08,3.175049864589639e-08,0.08176317216550011,"[-0.23927921724496148, 0.39372458951386424]",0.6321936866323306,0.8708565983344762,-0.008649293486464371,"[-0.2519967410601029, 0.2448835403351965]",0.9775940727013606,0.9999672158510022
1043.0,24.0,1.0,0.0011586248436147306,0.0029441593518924206,0.820436613102786,0.9246395950232419,0.9396315705376346,"[0.5647639630970731, 1.3630283672357137]",2.459242765651126e-06,5.4395991277397176e-06,-0.07547369738353815,"[-0.57803680575753, 0.44746403594346607]",0.8027490923961724,0.932307932837291,0.16921627955292273,"[-0.14165722505169162, 0.4702363269788259]",0.2922503488837187,0.9999672158510022
1044.0,24.0,1.0,1.98517646732288e-06,3.0157475177010677e-05,0.8800216116116795,0.9491514775606825,0.932094162477197,"[0.703310421282218, 1.1847709285614392]",3.375077994860476e-14,3.0992451743438715e-13,-0.08805264694746207,"[-0.38921738582464926, 0.21852159554670636]",0.5816443029322831,0.8517269042792256,0.04892390827585036,"[-0.13463135468095883, 0.23079159036263702]",0.6056986195991079,0.9999672158510022
1045.0,24.0,1.0,0.00041333092366291346,0.0012372707752831174,0.6681765355738212,0.8593910425386768,0.7747731963633606,"[0.5513012656974854, 1.0391511342880735]",2.425066814026877e-10,9.692513245511101e-10,-0.10063159651138509,"[-0.6157887037746789, 0.4243660128176635]",0.7180740883113761,0.9009712525864192,-0.05891903985753966,"[-0.2918988005802982, 0.17478606807418207]",0.622514578230204,0.9999672158510022
1046.0,24.0,1.0,0.0005601997648316814,0.0015910246090078994,0.9645556814262468,0.9852649313475901,0.9851850254529937,"[0.5148838671944556, 1.483416673379468]",5.547970101482669e-05,0.00011371121339378292,0.19497371824080822,"[-0.1704066911629027, 0.550306511359814]",0.30120700722644567,0.7105340065368702,-0.3053442436370284,"[-0.6123302458236128, -0.008749804928780303]",0.04372943435853993,0.9999672158510022
1047.0,24.0,1.0,3.368664668990107e-05,0.00018241866438574586,0.5646356165765802,0.81618331392972,1.069030346964283,"[0.7338155556533692, 1.4206069128760694]",1.081323253160349e-09,3.8426554838676225e-09,-0.27673689040630833,"[-0.6328709277249762, 0.04999991152407163]",0.09425182102540619,0.5255047323539237,-0.047551770014505834,"[-0.3055087781594926, 0.21690592694009891]",0.7393409823411226,0.9999672158510022
1048.0,24.0,1.0,7.588919984313769e-06,6.739715794239581e-05,0.046686453489794166,0.6231088413673236,0.7180861624709394,"[0.5186177272293326, 0.9236410251774054]",5.1028070657821445e-12,2.849138506857702e-11,-0.22642109215061534,"[-0.5431739828740527, 0.09297999684222008]",0.1652296250228591,0.6194364532094973,0.07887791819132328,"[-0.07744279593268695, 0.23545001190106835]",0.32194459814799603,0.9999672158510022
1049.0,24.0,1.0,9.922270006501588e-05,0.0004004144473971585,0.8973799406476908,0.9569436290110244,0.8838243315075429,"[0.5822928539231161, 1.2313580216193944]",5.2908448289201715e-08,1.4056442159724153e-07,-0.11321054607530812,"[-0.4692450959590657, 0.2668239118563298]",0.5895581711427611,0.8567914127928514,0.13066409962056025,"[-0.10467481861313035, 0.3612627833067722]",0.28011515843474166,0.9999672158510022
105.0,24.0,1.0,0.009555788520906439,0.01997029993919841,0.029235972261439924,0.6231088413673236,0.7988965993451298,"[0.3969315297275701, 1.276638223256313]",0.00019975792826221195,0.0004028189720956079,-0.012578949563923025,"[-0.6394395945172814, 0.5982075787816189]",0.9478883370750875,0.9828788231803063,-0.19643830831068665,"[-0.512379750570862, 0.10832878546146238]",0.20176139529532922,0.9999672158510022
1050.0,24.0,1.0,0.00013320682259310157,0.0005000256103344653,0.6837584604582748,0.8663943999724719,1.1418602300584895,"[0.7370499882113011, 1.5980860779460206]",1.268426901290809e-07,3.1934212016384917e-07,0.06918422260157708,"[-0.30646749327902334, 0.42734349530885296]",0.7465776584302048,0.9096839995494149,0.07407053652458973,"[-0.2383844145117212, 0.3709190496106487]",0.669583539709961,0.9999672158510022
1051.0,24.0,1.0,0.0018746182969752168,0.004490201389767911,0.6295481138979037,0.8435183632150111,0.7810918067478227,"[0.48918986917959273, 1.1328550417938987]",8.924499954598986e-07,2.051609184965284e-06,-0.08805264694746207,"[-0.6234306044756198, 0.46978507380827417]",0.7827610535039355,0.9253351436929397,-0.06802030984938112,"[-0.3247975938822141, 0.18804007478233833]",0.600884970575029,0.9999672158510022
1052.0,24.0,1.0,0.0011480394080007894,0.0029192390439077543,0.09532449433893186,0.6317362003209042,0.9338275186689062,"[0.5597627120189117, 1.3718976826232125]",3.4660410528353225e-06,7.5743904126646034e-06,-0.08805264694746207,"[-0.5971893912327302, 0.41756786868333884]",0.7283989752418942,0.9048434475054586,0.0910659383658654,"[-0.20108060300463776, 0.3991836724388856]",0.5173759069708863,0.9999672158510022
1053.0,24.0,1.0,3.2009866875459814e-05,0.00017623343847748108,0.794986478986405,0.9134914676168371,0.9185138209193371,"[0.6113403674165494, 1.2486782448965537]",1.3528753894931356e-08,3.956932990620461e-08,0.2327105669325773,"[-0.11144483850733405, 0.5562405996404756]",0.19142337195281134,0.6355357634555489,0.08304129546954453,"[-0.13760268291144512, 0.3067914706091397]",0.4551792040385383,0.9999672158510022
1054.0,24.0,1.0,9.49650284354231e-06,7.786146086533733e-05,0.7513382091192898,0.892290339795681,1.0447951368459198,"[0.7936440763675412, 1.326531846131175]",1.4654943925052066e-14,1.471379912153822e-13,-0.1509473947670772,"[-0.5195821541890692, 0.1985832279884726]",0.3806374364208671,0.7544565845638027,-0.17953113688256717,"[-0.4106578182006616, 0.045376989615297986]",0.11630814107883891,0.9999672158510022
1055.0,24.0,1.0,7.2508193327269765e-06,6.519308684443244e-05,0.76897766798499,0.901433209229264,1.0572551689416168,"[0.7447044493342214, 1.3969509417878774]",1.815649852687784e-10,7.477964796901912e-10,-0.22642109215061534,"[-0.4978079941082678, 0.06099328076736321]",0.12535546631064465,0.5660357559599468,0.08932009007629105,"[-0.12303967616070263, 0.30490574256595593]",0.40451008928423615,0.9999672158510022
1056.0,24.0,1.0,1.8023635917074898e-06,2.8669622349535892e-05,0.26393095956909707,0.7007175924453797,0.9003213001514896,"[0.6636878181484941, 1.1464508952614987]",3.89910326248355e-13,2.7712176705640015e-12,-0.1509473947670772,"[-0.4445250181893885, 0.15214541947664473]",0.3364907005993667,0.729278678072807,-0.03534530662532498,"[-0.21277423704614662, 0.14644273902488825]",0.7171608569113235,0.9999672158510022
1057.0,24.0,1.0,1.4702954377554533e-05,0.00010420236979131491,0.7569064562023909,0.8956059669508452,1.1279188336645496,"[0.779079633447589, 1.4873778986428579]",5.070763808845413e-10,1.904869950730809e-09,-0.10063159651138509,"[-0.4191403554652199, 0.20172105635880422]",0.49212059707943334,0.8110095535257635,0.009858522668772629,"[-0.2391699310993392, 0.2574493532434346]",0.9424337674372594,0.9999672158510022
