CycID,ARS_pvalue,JTK_pvalue,LS_pvalue,meta2d_pvalue,Cosinor_pvalue,Cosinor1_pvalue,Cosinor1_pvalue(p),Rain_pvalue
0,0.0029584727059661,0.0008563069849221,0.059094824472447,2.09874150456368e-05,6.731843630092271e-06,2.6681011345188692e-05,0.0015282542589374,4.51967240331897e-06
1,0.005498242013163,0.0095285387147614,0.154657280133554,0.0006598829818311,5.033458302383664e-07,8.145505869319534e-05,0.0027979249579371,2.99769149840602e-05
2,0.0186873367649001,0.378841653414575,0.440333710800641,0.0730137438292318,0.000716605581791,0.0017135063679087,0.0171114206940337,0.00233584445847
3,0.0105082247114995,0.0222237719556643,0.205127359440621,0.0028939164182537,1.1822512283599096e-05,0.0001969346427683,0.004604624174162,0.0002538206170349
4,0.0096278456776871,0.0222237719556643,0.147605074928387,0.0020546955332617,5.45860634693085e-07,7.69155500635407e-05,0.0027087910427695,0.0001332969641773
5,0.0094077026441921,0.143867005356704,0.266186216586674,0.0145407202083556,1.488989419207165e-06,0.0004821894776453,0.0078083072957935,0.0007288335432492
6,0.0040169302036909,0.0038324499306206,0.124340788552684,0.0001930282750182,1.829308503564775e-06,8.833942974147644e-05,0.002923476405784,6.08017054308053e-05
7,0.0055790937298487,0.0030197661591326,0.077363768899264,0.0001386274912399,4.088326743811877e-08,1.4757753782311749e-05,0.0011234054630123,9.41347960886806e-05
8,0.0062249114195485,0.0118437429175653,0.12101309122181,0.0007157160825355,1.8799083746245948e-05,3.844880922428185e-05,0.0018564660245475,0.0001483629304551
9,0.0274933503250389,0.201043276693793,0.381653615452078,0.055147495892699,5.768799460126317e-06,0.0011122226102907,0.0130196043115494,0.0032296652549175
10,0.0097516099766739,0.0850786733599917,0.163596958728966,0.0067257783346044,1.7678731148995652e-06,9.920354724566006e-05,0.0031196548903813,0.0022292730668257
11,0.0031770803578059,0.0272070512720596,0.165215827938177,0.0010623866323052,4.697142732545956e-07,0.0004472157766758,0.0074597817655947,0.0003720674007506
12,0.0094584383897689,0.0095285387147614,0.23503985802489,0.0014759458432754,1.3282145423509917e-06,0.000281733961603,0.005672680313474,5.13183393025361e-05
13,0.0137298920803055,0.0272070512720596,0.229580698754894,0.0046486834457367,9.175169044861596e-06,0.0003467998076183,0.006411101277099,1.32544478533891e-05
14,0.0102061591947588,0.0272070512720596,0.191023914042659,0.003145501683262,7.481396879782665e-07,0.0004309594478683,0.0073006807594674,0.000483009005228
15,0.0139296644263438,0.0709541395803234,0.249594088329084,0.0108084100415423,7.123061775970996e-07,0.0025996022567374,0.0223739802694128,0.0004988453660551
16,0.0131038358309559,0.0222237719556643,0.219159050210367,0.00365777276539,1.5739845138362798e-07,0.0002330850234567,0.0050858287690146,0.000714095184972
17,0.0204984657847925,0.0589789416030357,0.289925168745431,0.0142329262179079,4.6900864225318806e-05,0.0006775314940481,0.0095854780867019,0.0001030283448627
18,0.0026955267967002,0.0018498592938576,0.0505017975665946,3.31474370410811e-05,9.770334344905152e-06,9.12665089726906e-06,0.0008787911469687,3.01082659692157e-05
19,0.0120471173897608,0.0180863929339791,0.222181121410862,0.0029189643038132,1.0765294395032043e-05,0.0002364230528349,0.0051191664423719,8.13992294943337e-05
20,0.063999141048759,0.378841653414575,0.699586607446346,0.227066483613324,1.0869974153004949e-06,0.0065512416866189,0.0411481819686433,0.0009096018216812
