"","pVal","phase","peak.shape","period"
"0",4.42907781237657e-05,2,12,24
"1",1.32486428326689e-06,2,14,24
"2",5.15849887141317e-07,24,18,24
"3",2.29341417232859e-07,24,16,24
"4",0.000192810852865588,2,10,24
"5",2.24096813706558e-06,24,16,24
"6",2.5567556343747e-06,2,10,24
"7",4.94704468577898e-07,4,12,24
"8",2.38393162392408e-08,24,12,24
"9",1.82049302426393e-05,4,10,24
"10",2.7390282597969e-08,2,12,24
"11",8.71083476559828e-05,2,8,24
"12",5.97536583554426e-06,2,12,24
"13",0.000427291194532023,2,12,24
"14",5.91928600524827e-09,2,12,24
"15",0.00037367636689111,6,6,24
"16",5.18087409372356e-06,4,10,24
"17",5.87214830994549e-05,2,12,24
"18",8.7886625791413e-06,2,10,24
"19",5.81358374143648e-08,22,16,24
"20",4.71381391648974e-07,2,10,24
"21",9.24227117003355e-09,24,16,24
"22",2.45094418003472e-05,4,6,24
"23",2.45211974009752e-06,4,6,24
"24",5.0858393973056e-05,2,10,24
"25",3.58832279877831e-06,2,12,24
"26",5.23944735266915e-10,2,12,24
"27",5.08848115395521e-06,24,14,24
"28",8.84113528243595e-05,2,14,24
"29",4.40702410614676e-07,4,10,24
"30",3.5294987396721e-08,24,14,24
"31",6.23305080637739e-05,22,18,24
"32",8.76280931068162e-07,6,6,24
"33",5.84190309048677e-05,4,10,24
"34",1.8764652256403e-07,4,12,24
"35",6.19265186592769e-06,2,6,24
"36",2.14492927615138e-06,4,10,24
"37",2.24371142789977e-05,4,12,24
"38",1.33776664330686e-05,24,12,24
"39",8.99487273499949e-06,24,14,24
"40",2.50709583982736e-06,2,12,24
"41",4.11405267197133e-05,24,14,24
"42",1.91596042792364e-07,2,12,24
"43",1.91107941340762e-08,2,12,24
"44",1.75898113963884e-06,2,12,24
"45",0.0251364392862217,2,14,24
"46",8.5853532709283e-07,2,10,24
"47",7.38933510685957e-06,2,14,24
"48",2.69128189980283e-05,2,10,24
"49",4.30174275251643e-07,24,16,24
"50",1.18386034376539e-06,2,12,24
"51",0.000588762218484578,24,16,24
"52",1.03617481874471e-05,2,12,24
"53",1.49981644416912e-06,4,12,24
"54",4.2109570598755e-09,2,10,24
"55",3.31710939501442e-11,2,12,24
"56",1.19507316710885e-05,2,10,24
"57",1.20500070704691e-06,2,12,24
"58",5.92124269961123e-08,4,8,24
"59",3.81520364807658e-06,24,16,24
"60",4.57838704009521e-06,2,14,24
"61",4.14786790901057e-05,2,14,24
"62",4.49944933250737e-06,2,10,24
"63",1.24798213978672e-06,4,8,24
"64",4.49944933250737e-06,2,14,24
"65",7.2288069121451e-07,24,18,24
"66",1.14263553627513e-07,2,16,24
"67",2.10471923884275e-05,2,14,24
"68",5.17871368836639e-08,2,12,24
"69",1.67829211469712e-05,24,16,24
"70",2.5893568441832e-08,2,14,24
"71",5.68561189416541e-06,24,14,24
"72",2.64972856653378e-06,2,10,24
"73",5.19334252794604e-07,4,10,24
"74",0.000640877043271855,24,16,24
"75",3.76996875265226e-07,4,8,24
"76",6.99459628336268e-05,2,12,24
"77",1.21680177014719e-05,2,14,24
"78",1.31605389286599e-06,4,8,24
"79",1.40990842122413e-07,24,14,24
"80",6.50092804907475e-07,2,12,24
"81",0.000888957745586176,2,16,24
"82",9.94771725891555e-08,2,8,24
"83",2.63196276748383e-07,2,10,24
"84",0.00397525499976477,4,10,24
"85",2.02046736035584e-07,2,12,24
"86",1.36623754639378e-05,24,18,24
"87",3.1738680753915e-06,2,8,24
"88",2.35690695824487e-07,2,12,24
"89",7.40529576413836e-07,4,12,24
"90",1.19507316710885e-05,2,14,24
"91",0.000106740242897713,24,16,24
"92",2.09798422691522e-05,22,16,24
"93",0.000556188957781631,24,12,24
"94",0.000219950091105552,2,12,24
"95",1.32228950472954e-08,4,10,24
"96",2.58753232494495e-05,24,12,24
"97",7.84420038293385e-06,4,12,24
"98",1.91330998302614e-06,24,16,24
"99",5.69154049498991e-08,24,14,24
"100",3.82661996605228e-06,24,16,24
"101",0.000170928615460428,2,12,24
"102",2.76230476905195e-07,24,14,24
"103",1.26025897622388e-05,2,10,24
"104",1.33874447722575e-06,24,16,24
"105",1.13830809899798e-07,24,16,24
"106",6.71134233316245e-06,2,10,24
"107",3.62869134711854e-06,4,8,24
"108",0.0253173689155622,4,8,24
"109",1.69399561169875e-08,24,14,24
"110",0.000529306250111488,24,16,24
"111",0.00110421945034199,4,8,24
"112",7.19909780332241e-07,24,16,24
"113",0.000107681876516702,24,14,24
"114",0.000229627231993652,24,18,24
"115",1.03409383637138e-05,4,8,24
"116",1.5079875010609e-06,2,10,24
"117",1.38311466511388e-05,4,12,24
"118",9.313744587575e-05,4,8,24
"119",1.23853037318554e-05,2,10,24
"120",8.43355616892538e-05,2,16,24
"121",9.69936759113728e-06,24,16,24
"122",3.16230256237361e-05,2,14,24
"123",3.39404238261242e-06,4,8,24
"124",0.00208693174388536,4,12,24
"125",2.21567131902931e-07,4,8,24
"126",1.07102575909893e-05,24,16,24
"127",4.58448405140733e-05,2,12,24
"128",3.94286966787326e-09,2,12,24
"129",2.22755551188079e-06,2,12,24
"130",0.000196246491362502,22,16,24
"131",0.000367156324102624,4,8,24
"132",3.13778651680023e-06,4,12,24
"133",0.00463749165724075,2,14,24
"134",9.0635278553111e-06,2,14,24
"135",0.00114421749818321,24,16,24
"136",3.09619848347665e-06,24,14,24
"137",0.00202039203472144,2,10,24
"138",5.05932142941848e-08,24,18,24
"139",3.63905949599424e-08,24,16,24
"140",3.00362848583524e-05,2,18,24
"141",2.7891879647724e-06,2,14,24
"142",3.92835624386811e-07,24,16,24
"143",0.000233614377692216,4,10,24
"144",5.26279898867579e-06,6,10,24
"145",2.5429196986528e-05,4,8,24
"146",0.0105864870119551,2,14,24
"147",1.40990842122413e-07,4,10,24
"148",2.63196276748383e-07,2,14,24
"149",3.65784414838745e-08,4,10,24
"150",1.50051363149592e-05,22,18,24
"151",7.91937749956182e-06,24,14,24
"152",2.53197390866124e-05,24,14,24
"153",1.81434567355927e-06,24,14,24
"154",1.29212722520602e-08,2,12,24
"155",2.15330366148476e-06,2,12,24
"156",1.92846579244435e-07,2,10,24
"157",2.7126914730667e-05,2,10,24
"158",4.86175081188624e-07,4,8,24
"159",0.000107681876516702,4,10,24
"160",2.17679989237967e-07,24,16,24
"161",4.75036770454634e-06,2,10,24
"162",3.32591783454747e-06,2,8,24
"163",7.1713652791786e-08,2,14,24
"164",0.000289294569219312,4,8,24
"165",9.18722992279648e-05,2,14,24
"166",9.81222332026504e-05,4,12,24
"167",0.000122987748499704,22,18,24
"168",5.15609647895731e-05,4,10,24
"169",7.48544514535305e-05,2,12,24
"170",1.3637312833241e-07,2,14,24
"171",0.000147651909473515,2,14,24
"172",0.0036206195017485,6,6,24
"173",4.6281082089172e-07,2,10,24
"174",7.82639871917112e-06,2,14,24
"175",8.24674872169129e-05,4,8,24
"176",8.82138913433296e-10,2,10,24
"177",1.22605987004876e-06,24,16,24
"178",1.00034933382261e-05,4,6,24
"179",6.3012948811194e-06,2,12,24
