"CycID","filter_type","ar_method","period_number","period","amplitude","phase","mean","R_square","R2_adjust","coef_var","pvalue","fdr_BH"
"0","1","yule-walker","2","27.3424657534247,21.0105263157895","0.670537373035854,0.410498879505899","23.7153312373163,2.96080610393035","0.0223332199772924","0.893764746660148","0.872517695992178","32.3677049489807","1.81957582334746e-09","3.95559961597274e-09"
"1","0","yule-walker","1","24.95","1.05802243516801","23.5996787567575","-0.0245239918891064","0.897465694964008","0.888144394506191","-32.3545086146696","1.31692434734987e-11","6.93118077552563e-11"
"2","0","yule-walker","1","24.3414634146341","0.961434521557367","24.0437343128909","0.0103706561743854","0.849782306387573","0.836126152422807","72.2883422481237","8.7888485378329e-10","2.0439182646123e-09"
"3","0","burg","1","23.2093023255814","1.01577173676794","1.12748257862689","0.00979338880972016","0.908428129884812","0.900103414419795","79.3428920263138","3.79651865500819e-12","3.1000598913319e-11"
"4","1","burg","1","24.0481927710843","0.979894059533805","23.7941380077486","-0.0170948370379941","0.893544814197893","0.883867070034065","-44.3286852463746","1.98991934041715e-11","9.44727388106578e-11"
"5","0","burg","1","23.7619047619048","1.07169543988928","0.649896614813998","-0.0849290802251364","0.871850788212516","0.860200859868199","-9.80244348673037","1.53064783070533e-10","4.78327447095416e-10"
"6","1","burg","1","24.95","1.0716697576793","23.9817808865806","-0.0127139113665241","0.909809935990616","0.90161083926249","-62.8034723990697","3.21176418793812e-12","3.1000598913319e-11"
"7","0","burg","1","24.0481927710843","1.076822543766","0.103565390282541","0.0953643475494399","0.957193119357643","0.953301584753792","8.30346915211996","8.88178419700125e-16","8.88178419700125e-14"
"8","0","yule-walker","1","24.0481927710843","1.00584475104165","23.5238988038566","0.0179943232595981","0.801565617237554","0.783526127895513","45.5947666672156","1.87839174214943e-08","3.83345253499884e-08"
"9","0","burg","1","23.7619047619048","1.00988447730815","0.172724804736872","0.14366438985907","0.866085778374845","0.853911758227104","5.51778868552301","2.48366882615869e-10","7.30490831223144e-10"
"10","1","burg","2","24.641975308642,20.7916666666667","1.2603716131109,0.384088420496974","23.5679770306495,11.2424963102241","0.138912599769979","0.890870473151696","0.869044567782035","5.61972224707253","2.37377539846761e-09","5.0505859541864e-09"
"11","1","burg","1","24.0481927710843","0.992146674034178","23.9984342298575","0.0119967476115214","0.948273347265049","0.943570924289145","61.1792585906408","7.105427357601e-15","3.5527136788005e-13"
"12","0","burg","1","24.0481927710843","0.9862964059747","0.29659507240991","-0.0080943836759724","0.853076490847916","0.839719808197727","-94.892820594353","6.88658907677109e-10","1.67965587238319e-09"
"13","0","burg","1","23.4823529411765","1.04440489230748","0.324656520960933","0.0097272297660267","0.874663738643369","0.863269533065494","83.1723949918376","1.19906862217078e-10","3.8679632973251e-10"
"14","1","burg","1","24.0481927710843","1.06164749863705","0.204839901870269","0.0767005432705992","0.849234177461077","0.835528193593902","10.8295848058546","9.1481211494937e-10","2.07911844306675e-09"
"15","0","burg","1","23.7619047619048","1.08335029062954","0.105989888493625","0.183212724478419","0.903992523909762","0.895264571537922","4.51427787249865","6.38789021678576e-12","3.9924313854911e-11"
"16","1","burg","1","24.0481927710843","1.02086434543161","0.242520138429343","0.176505968108877","0.832751986797319","0.817547621960712","4.56183422949168","2.86398438298363e-09","5.9666341312159e-09"
"17","1","yule-walker","1","26.2631578947368","0.964342858166021","23.6202072632538","0.015070365143724","0.922837077465059","0.915822266325519","45.8666534434481","5.77426995107544e-13","1.15485399021509e-11"
"18","0","burg","1","23.7619047619048","1.07176547729433","0.339738563991892","0.146741046157053","0.924643547116302","0.917792960490511","5.4911470754088","4.44977388269763e-13","1.11244347067441e-11"
"19","1","burg","1","23.7619047619048","1.01949584564484","23.4491928270676","0.0166051542076053","0.879218831699242","0.868238725490083","47.3574359590272","7.97979460287479e-11","2.76063463276983e-10"
"20","1","burg","1","24.641975308642","1.01332257790581","24.4935550310317","0.020990601464145","0.855467561386364","0.842328248785124","37.2871052798855","5.74934766461865e-10","1.55387774719423e-09"
"21","0","yule-walker","1","24.641975308642","1.04275519737128","24.638752917446","0.00660840832869511","0.908007217979608","0.899644237795936","118.387754246887","3.99291710806438e-12","3.1000598913319e-11"
"22","1","yule-walker","2","27.3424657534247,20.5773195876289","0.731416023104599,0.48427207160974","23.4216206284307,4.72516430845288","-0.0494051662645291","0.842184096545503","0.810620915854604","-16.349232907604","9.02907848487899e-08","1.8058156969758e-07"
"23","1","burg","1","24.0481927710843","1.0036853795769","23.7864262062732","0.0843863279609429","0.917527356967547","0.910029843964596","8.97080249398017","1.20059517882964e-12","2.00099196471607e-11"
"24","1","burg","1","23.7619047619048","1.01314642268799","23.3901697355568","0.0755505791642771","0.85457505473914","0.841354605169971","10.4739582769382","6.1521654437513e-10","1.61899090625034e-09"
"25","1","burg","1","23.7619047619048","1.04891874016543","0.482926695900067","0.0200583603536408","0.892874725095489","0.883136063740534","40.0029289312696","2.13211670541114e-11","9.44727388106578e-11"
"26","1","burg","1","23.4823529411765","0.870968664061395","0.791408931184847","0.0934570818035555","0.852705522237604","0.839315115168295","7.36545679276525","7.08029190832349e-10","1.68578378769607e-09"
