CycID,ARS_pvalue,JTK_pvalue,LS_pvalue,meta2d_pvalue,Cosinor_pvalue,Cosinor1_pvalue,Cosinor1(p)_pvalue,Rain_pvalue
0,0.265279416218657,1.0,0.999507787396397,0.850741780076294,0.0269336882330618,0.1050647641009761,0.2890776311331579,0.467907356640544
1,0.0250304343191445,0.682303761313899,0.547322560434001,0.155068558109998,0.000273701632074,0.0032490162044941,0.0259390345279012,0.0572119253584267
2,0.0356237008492573,0.440691976380001,0.657197697519344,0.165432391744287,0.0027119804677581,0.0065809783036854,0.0414291126691906,0.0544505063463807
3,0.0044739451128508,0.0331873774907249,0.28863858213265,0.0026415030338361,9.952113818112451e-05,0.0005712376145608,0.0086655796552922,0.003530559787367
4,0.0475670411111613,0.236585399143175,0.72851490402075,0.14217855730838,0.0021274223897511,0.0248048238831459,0.1032345171490078,0.0024807391792694
5,0.0063401917931897,0.0331873774907249,0.272569835974563,0.0033526338231186,9.437325838390632e-05,0.0012956844817066,0.0143670433303559,0.0059602314985939
6,0.000141878244636,0.0146640209743332,0.0308004775395778,9.91529310012673e-06,0.0008932885823935,2.677554894448595e-07,0.0001684605155758,0.000128997062107
7,0.0276770910955941,0.236585399143175,0.641627836523988,0.0901010886644407,0.0221680962297087,0.0048274565736357,0.0336800583979103,0.0095425051060369
8,0.0115622262670116,0.440691976380001,0.409647579384247,0.0547249414717026,6.825276883781761e-06,0.0026736300117431,0.0228054866902792,0.0245174761472973
9,0.0259177014179319,0.201043276693793,0.566486519969335,0.0702297922380993,0.0052915319436031,0.0065970561145186,0.0415094137514972,0.0022289467498768
10,0.038823895460363,0.277589235790767,0.691157133582665,0.133356078993853,0.0148836061914194,0.0074537028801512,0.0450745604672023,0.0082400305901862
11,0.0909862615247052,1.0,0.931468308780469,0.552037195220069,0.0004496607508366,0.0262639171538738,0.107633661993794,0.0267019882692322
12,0.1424086342294,1.0,0.980640874690779,0.685173789813832,0.0029973839194374,0.087680086123051,0.254237008085606,0.112367463294982
13,0.0639747949012559,0.682303761313899,0.844041022043692,0.359205480691514,0.0019564612215929,0.0137771697245272,0.0684937307573919,0.014373309693247
14,0.0764760923102468,1.0,0.919472461102481,0.504777723134919,0.0007304864051537,0.031998556907463,0.1239145267644486,0.152234517066477
15,0.0003899590881002,0.0002857574559262,0.0491388834690001,1.10039731271439e-06,0.0005885489360585,1.4743993773315992e-06,0.0003643716200436,0.0001013127729198
16,0.0020965285865662,0.0331873774907249,0.134739629578295,0.0007462121260193,0.0108362002494185,0.0001225837256676,0.0035318068731037,0.0007896046746975
17,0.050790382469285,0.682303761313899,0.736551844398418,0.290870523744015,6.797220361010048e-07,0.0593776340544908,0.1924730802330532,0.29119691141334
18,0.260885661820685,1.0,0.985171546828137,0.843408540186235,0.000473522038489,0.1729630871597889,0.4100718227494505,0.436547128476784
19,0.75711992228594,1.0,0.999999999999694,0.997081960186412,0.0016900886050473,0.4607701138256143,0.7642857060355115,0.925375104592293
20,0.147134027298674,1.0,0.9606608311533,0.688436474380327,0.0516540310855981,0.045046363290994,0.1580377937900227,0.293854509240089
21,0.0166804489604304,0.682303761313899,0.429334046874622,0.100069301542603,3.5862972220468414e-05,0.0019353112102832,0.0185392274921506,0.0276495244310913
22,0.243011180488959,1.0,0.997878669314154,0.829430267432341,0.0078142083935138,0.1327840444109942,0.3409341708200256,0.358681906884889
23,0.008014954566939,0.324752839622234,0.513773026784282,0.0394636542786092,2.352511533532109e-05,0.0247007336873165,0.1031837542531503,0.0590779264861062
24,0.147704022089018,0.591395775284717,0.344356847719188,0.320128034000235,0.014532491318432,0.0273728499122684,0.1106702026520842,0.144357461913892
25,0.0169350339047291,0.236585399143175,0.480854757708896,0.0516243600075789,0.0017070212369997,0.0024441145377497,0.0215423121348528,0.0020978322351781
26,0.0149311440108397,0.277589235790767,0.459452370023246,0.051188110460326,0.0010802953027573,0.0020151984861282,0.0190472058305185,0.0256572444711679
27,0.1084690750701,1.0,0.944375360516423,0.601742351474756,0.0031855703742894,0.0324873615149138,0.1251531725147754,0.156791132841141
28,0.0146385510199782,0.236585399143175,0.455986950909042,0.0446243195930932,0.0671592288457584,0.0017818762347185,0.0175362296270674,0.0110131112346503
29,0.008783449599329,0.143867005356704,0.327193544479628,0.0161829184122368,7.89272040349065e-05,0.0009333773395352,0.0117259171388087,0.0005994327946013
30,0.024694194654264,0.90097784494172,0.639926049219056,0.203471034227147,0.0147655976057508,0.005633564052135,0.0372904827948345,0.0072158317924171
31,0.0587119485890392,0.440691976380001,0.838664299306385,0.264011356811271,0.0022153141620008,0.0577070617213919,0.1886048623417519,0.0759521067466867
32,0.347121327473782,1.0,0.999964166436346,0.908704091380821,4.3568008067040864e-05,0.2576897798881266,0.5365439292441452,0.431879703722695
33,0.0100727974722008,0.170328572533671,0.384259476993712,0.0231717321992397,0.0015800232089387,0.0112733609184754,0.0597348714034881,0.0232036575454966
34,0.0349104824353386,0.324752839622234,0.585042803740534,0.123333467094242,0.0020968982511948,0.0037194463030851,0.0282769035115567,0.0240249663344111
35,0.0133301707214528,0.378841653414575,0.526497549286766,0.0651719414669339,0.0002180864506112,0.0029867973831777,0.0244778033064446,0.0144151118150683
36,0.009535245561067,0.236585399143175,0.295687815693802,0.0233799168370026,0.0089066180213177,0.0008142843999876,0.0107793647101044,0.0024390162030879
37,0.0194627751903447,0.324752839622234,0.456605918810522,0.0691106722833783,0.0002667326198405,0.0019651277737362,0.018714120346377,0.0197006557027859
38,0.168736279946886,1.0,0.978632076569014,0.730348525369792,0.000441924848809,0.0691588696995538,0.2146562165010412,0.0696602864392734
39,0.0065565217342569,0.101683413189193,0.247048887904388,0.0078490465985526,9.534238898700752e-05,0.0008211229814486,0.0108309440338572,0.0083910804039652
40,0.176649952174337,0.511214203886076,0.984808846528326,0.564528798976445,0.0026481972780381,0.2978927669928427,0.5890673324808666,0.703033076480147
41,0.481487984986275,1.0,0.999906062674114,0.961982810237135,0.0129342812966796,0.2394891699362658,0.511167709433487,0.947323687684016
42,0.0026444407013399,0.101683413189193,0.133596873353517,0.0022848390084753,0.0004050217424337,6.000901908224879e-05,0.0023721424172186,0.0017652798936835
43,0.0187055469233586,0.591395775284717,0.48330432209646,0.106473534041917,0.0154103999767182,0.0020952195642132,0.0195267687886459,0.0144784114170948
44,0.0189723559583643,0.90097784494172,0.488281321996514,0.143880500139366,0.0050811727900318,0.0021983908862773,0.0201403590993789,0.011900861896237
45,0.0227634060679452,0.121140507684302,0.549591651308937,0.0432912137215029,0.0021990458954863,0.0041841469537577,0.0306359041630113,0.0124564596554817
46,0.0025403101548604,0.0850786733599917,0.145304847180911,0.0020451092571898,0.0190736195084416,0.0001389573388512,0.003794142003532,0.0014150321714836
47,0.239598974198679,1.0,0.998442579809689,0.826117097944701,0.0016727628257446,0.0823928015804957,0.2432056446138494,0.183762538172675
48,0.0040329405803807,0.0488599884546946,0.200609460581431,0.0024719103436217,0.0005041734341856,0.0003287210027301,0.0062335035782845,0.0058590116534998
49,0.0015601620480116,0.170328572533671,0.113329780026101,0.001975601336759,0.0035362496938065,3.051647032057573e-05,0.0016493091285568,0.0023190645865426
50,0.0172622009542807,0.201043276693793,0.452542587415839,0.0444435932764782,0.0003621540911209,0.0017141052023942,0.0171698055556352,0.0104456918267151
51,0.0260057395159119,0.90097784494172,0.581483830294069,0.197871482911422,0.0003524327537716,0.0059404473030626,0.0386841093216746,0.0491916610548119
52,0.14428097537299,1.0,0.968556091589052,0.68535294735194,0.0515911818070469,0.0391942971451133,0.1429775917896678,0.255453075413275
53,0.0002033354480608,0.0038324499306206,0.0515543037615505,6.55014682371391e-06,0.00792920504664,7.064682636408991e-05,0.0026005295764361,0.001044551141291
54,0.158914006321352,1.0,0.986245570635984,0.716325589617559,0.0353685999425195,0.0616552714854015,0.1977277217464568,0.592182207967652
55,0.0096853032147425,0.0850786733599917,0.313829419589764,0.0112169918680003,0.0011383988340057,0.000645976206618,0.0093565195998168,0.0055065556173251
56,0.040155481766923,0.277589235790767,0.717569039286872,0.139860038208082,1.7063295753017016e-05,0.0129718701251315,0.0657458187617467,0.0776272389721551
57,0.0021108846692325,0.0272070512720596,0.132414461100349,0.0006254888720732,7.738286053959875e-05,0.0002139117846914,0.0048602919541343,0.0140508783429223
58,3.32618543500418e-05,0.0014378634142753,0.0235100260617277,2.63006371681307e-07,5.927769347047196e-05,4.165636604759251e-05,0.0019469784310601,0.0002574453988408
59,0.0232952709507475,0.277589235790767,0.375347777575405,0.0610374879809483,0.0001796629244418,0.0014193063376796,0.0151687128317986,0.0018304867414587
60,0.0087819629922849,0.277589235790767,0.279746267037531,0.0237775582675952,0.0122184267169596,0.000490312080213,0.0079027136647437,0.0023278004062902
61,0.0011970965986469,0.040338613070862,0.103675853182658,0.0004389795147023,0.0016706336950264,0.0001169213955793,0.0034387250897821,0.003130397615828
62,0.0574132098484097,0.440691976380001,0.819614431239336,0.256870692985229,0.0512049795175086,0.0379570594060853,0.1397696063093851,0.0220444150946188
63,0.0052406544719245,0.0589789416030357,0.220209794024624,0.003854317778832,0.004577565465516,0.000248210788221,0.0052929537565019,0.0002639293647871
64,1.13684535099079e-05,0.0002142857370726,0.0120952742964665,9.40607713939556e-09,7.923694142231152e-05,1.65593993331332e-09,2.1911388570326462e-05,6.21888328443111e-06
65,0.0195232689103297,0.324752839622234,0.502242887265612,0.0741248713772023,0.0005933913388799,0.002704525844349,0.0230206595410421,0.0102678152907405
66,0.0096111680508548,0.201043276693793,0.455179411761926,0.0288393516964596,0.0112866058194223,0.0020628774926763,0.0193245150796478,0.0065791407519097
67,0.0053078529072005,0.277589235790767,0.205414763123258,0.0126909142511664,6.809827945608582e-05,0.0013011384525287,0.0144110641649396,0.0031882249809184
68,0.0835797348626865,1.0,0.883492138916332,0.516967704195368,0.0005759437033699,0.0203356025385506,0.0899746109734387,0.0343382675296897
