CycID,ARS_pvalue,JTK_pvalue,LS_pvalue,meta2d_pvalue,Cosinor_pvalue,Cosinor1_pvalue,Cosinor1(p)_pvalue,Rain_pvalue
0,4.90452123358409e-12,2.39225518739737e-08,0.0005268024770007,0.0,8.345257818120899e-11,1.5284662637393976e-36,8.345262970440689e-11,2.4042566643087e-11
1,1.88913329424167e-11,2.93573684251023e-09,0.0005430941079408,0.0,2.0877966022680997e-11,7.366466374227419e-42,2.087792183707845e-11,5.3397155927056096e-11
2,1.2569723040201099e-11,1.44647756133219e-08,0.0004849263489216,0.0,3.093192368908149e-12,1.2991829662239401e-46,6.894859312024344e-12,4.0809894281833606e-09
3,3.63619778731561e-09,2.83939895678181e-06,0.0011768011693639,9.65894031423886e-15,1.9031443088124437e-12,1.4318867368464492e-24,4.331486663874354e-09,5.03113670750393e-08
4,1.69159797280827e-10,1.44647756133219e-08,0.0008966122342261,0.0,4.997430025355243e-09,3.6060534657229605e-29,8.015193213302234e-10,6.35426688428451e-11
5,8.137934770502399e-13,2.45682472323497e-07,0.0004492539945649,0.0,1.5274867259940095e-08,2.1980305196536577e-44,1.1444964838430575e-11,2.66868961750508e-10
6,9.2012397701069e-11,1.44647756133219e-08,0.0006604548941394,0.0,2.0073454010116618e-10,5.787818547085026e-36,9.809335612522724e-11,2.61972367633457e-10
7,1.63746793901964e-12,8.626412365462691e-09,0.0004524298646207,0.0,3.394007630497242e-09,2.992006603682361e-42,1.898779474834824e-11,2.1293755041367702e-10
8,1.10677664810765e-08,1.93242364498292e-06,0.0012053098526847,1.9761969838327802e-14,4.058143154850313e-09,2.533954337984172e-24,4.779574876501726e-09,4.997280313822291e-09
9,3.84289489119283e-10,6.29374330294742e-08,0.000936785981067,0.0,2.106935292900402e-09,2.1563226516800623e-28,1.047559937150404e-09,2.53222384113597e-10
10,5.02486940945346e-13,2.39225518739737e-08,0.0004188764053083,0.0,1.1958212198237561e-12,2.257821101423227e-50,3.0932089212829768e-12,1.60162309130503e-10
11,5.29687405048662e-13,9.37203460964733e-10,0.0004043489255238,0.0,3.4499725298786643e-10,1.6138123664093688e-54,1.357854303203772e-12,7.862513357315579e-11
12,1.03512035609654e-08,5.77160035618108e-07,0.0013710504369076,6.661338147750941e-15,6.648760653149566e-09,5.053479889447813e-21,1.9450265543540093e-08,8.82138913433296e-10
