test,period,p,q,amplitude,p(amplitude),q(amplitude),CI(amplitude),acrophase,p(acrophase),q(acrophase),CI(acrophase),acrophase[h]
0.0,24.0,4.913502647697113e-06,4.840889308075973e-05,1.1340238918994665,2.1600033852531325e-11,2.1301808533068368e-10,"[0.8020268904229948, 1.4660208933759382]",-1.8442888027435531,2.7564852662103163e-37,2.8924294503780863e-36,"[-2.127584713198575, -1.5609928922885314]",7.04466430669608
1.0,24.0,9.05305433356892e-05,0.00033052407205436,1.0098945253926879,6.279759672906058e-08,2.2927198513713245e-07,"[0.6440682109330296, 1.3757208398523462]",-1.8140209377396435,3.1607942031876614e-24,1.1811637530596642e-23,"[-2.164149261614069, -1.4638926138652177]",6.9290495787230295
2.0,24.0,2.221038013316856e-06,3.1504085295274555e-05,0.885081542893237,1.6693274406544806e-12,2.3712037509296597e-11,"[0.6393568904844826, 1.1308061953019914]",-1.6618899082046887,3.743755527479772e-34,2.959490535557132e-33,"[-1.929209272176752, -1.3945705442326255]",6.347951850367497
3.0,24.0,0.005201275450211474,0.0108767784404255,0.8302217406093859,0.00024165476101393744,0.0005053424529777028,"[0.3869559225637667, 1.2734875586550052]",-1.9515519965595196,1.7538887911608835e-13,3.8395113641875735e-13,"[-2.4708026194777464, -1.4323013736412928]",7.454379526879322
4.0,24.0,7.256355332951059e-05,0.00028190968659483524,1.0171066376235944,3.6859966725524506e-08,1.4320111392977663e-07,"[0.6550005433002917, 1.3792127319468972]",-1.9181645891150598,1.4871957472409573e-27,7.028335289418513e-27,"[-2.2638121556489876, -1.5725170225811318]",7.326849024515908
5.0,24.0,9.65955420721135e-06,7.118315554319344e-05,1.073826566356276,1.643651070984644e-10,1.2121320582482626e-09,"[0.7445311468809506, 1.4031219858316015]",-1.7057280511180615,1.1198268141220872e-29,6.129320274340926e-29,"[-2.0012196110911558, -1.4102364911449672]",6.515401221742671
6.0,24.0,0.0005861012159960975,0.0014793064512773789,0.9146783128701953,3.978365847732094e-06,1.0048916008416506e-05,"[0.5260099324235997, 1.303346693316791]",-1.6259880920854188,6.580936729008821e-15,1.5052462783643232e-14,"[-2.0349668580834708, -1.217009326087367]",6.2108170143349035
7.0,24.0,0.0020923092318857867,0.004609625979038966,0.8668931840506404,4.743494787836018e-05,0.00010452831176368484,"[0.4492153510606251, 1.2845710170406557]",-1.59649980391882,1.490035974978686e-11,3.115274879738001e-11,"[-2.0601453154848155, -1.1328542923528244]",6.0981800505341255
8.0,24.0,0.00041077337190302267,0.0010920554516817285,0.8321220726510689,1.896778720990962e-06,5.045966270260606e-06,"[0.4897863081356723, 1.1744578371664653]",-1.565695463738038,9.061682376121961e-15,2.0627549228595402e-14,"[-1.9615669519414212, -1.169823975534655]",5.980516138331187
9.0,24.0,0.000811263409483852,0.0019643181827696176,0.9228634185342633,7.684653484933014e-06,1.861141556050621e-05,"[0.5185573276205813, 1.3271695094479454]",-1.6411831290365066,2.3946507854118227e-14,5.382447258736396e-14,"[-2.062905319835698, -1.219460938237315]",6.2688577801244145
10.0,24.0,0.002122490738881408,0.004662765243588331,0.8868038743146069,4.902922163089659e-05,0.00010770918635961467,"[0.4587213553284432, 1.3148863933007706]",-1.9712200144082512,2.0217081379159606e-16,4.918997902471924e-16,"[-2.4411896034291063, -1.5012504253873962]",7.529505821154008
11.0,24.0,9.217300964057018e-06,6.906280611827243e-05,0.9092433920919929,1.4509761869992033e-10,1.0860600202089844e-09,"[0.631246322825068, 1.1872404613589178]",-1.9515241665467986,7.232563730972829e-38,7.982962175466699e-37,"[-2.2488730469202562, -1.654175286173341]",7.454273224061141
12.0,24.0,0.0005268378076819479,0.0013519061013136974,0.9659500779786255,3.206908664350893e-06,8.231285072769232e-06,"[0.5594253385571226, 1.3724748174001284]",-1.8398493599579453,8.280414426604864e-19,2.246449925828775e-18,"[-2.247027063733148, -1.4326716561827426]",7.027706884362405
13.0,24.0,9.548630857726103e-07,2.0526971137326252e-05,0.9785649932716352,9.029231361528641e-14,1.9417701852749765e-12,"[0.7212729741261463, 1.235857012417124]",-1.674389174596179,2.0488892197770179e-38,2.365922886578543e-37,"[-1.9276001398033933, -1.4211782093889647]",6.395695531116972
14.0,24.0,0.0005812220443951188,0.0014692164924042436,0.8716381845215538,3.910673395531499e-06,9.887922618284447e-06,"[0.5015445925220354, 1.2417317765210723]",-1.626170982627814,6.231578898917648e-15,1.4269702081331918e-14,"[-2.0348345528459313, -1.2175074124096965]",6.21151560474771
15.0,24.0,4.1158815358948024e-05,0.00018565094884505197,1.0139195032608688,8.904849211572746e-09,4.014810284748758e-08,"[0.6683337755443154, 1.359505230977422]",-1.9963214686321695,5.287930638421665e-32,3.453906360824079e-31,"[-2.3286281172128853, -1.664014820051454]",7.6253863135987645
16.0,24.0,3.4782679197599936e-05,0.00016634471160975579,1.168588474585082,5.757125733409524e-09,2.749343712229954e-08,"[0.7752980453527175, 1.5618789038174468]",-2.001347569799931,6.412791843151581e-33,4.5192331523266955e-32,"[-2.329567830228216, -1.6731273093716457]",7.644584605886664
17.0,24.0,6.394419685666257e-05,0.00025680131764839654,1.1562156984866774,2.720681022953462e-08,1.0917660605752255e-07,"[0.7485280111834955, 1.5639033857898592]",-2.093284182009265,1.8558049223933813e-32,1.265034030261337e-31,"[-2.4391469039185516, -1.7474214600999787]",7.995756596708383
18.0,24.0,4.1216191916226236e-08,5.461186776526158e-06,1.3258013662826096,2.09318567320096e-19,2.754191675264421e-17,"[1.0373418920652608, 1.6142608404999583]",-2.0252698822393667,7.113358644894446e-78,2.222924576529514e-75,"[-2.2377600155969097, -1.8127797488818238]",7.735961108484863
19.0,24.0,9.045747463140803e-06,6.821830666018705e-05,0.8858290123136057,1.3535530785100623e-10,1.0238676841982316e-09,"[0.615437354179045, 1.1562206704481663]",-1.6360788053997757,9.89620180260673e-28,4.719218789988903e-27,"[-1.9298937575523585, -1.3422638532471929]",6.2493607000141775
20.0,24.0,1.4807506321851838e-06,2.561423245510771e-05,1.1809026287590931,4.276769085915263e-13,7.386475105207708e-12,"[0.8615034164772246, 1.5003018410409616]",-1.8818698353007255,5.801344386437144e-45,1.21367037373162e-43,"[-2.144014769696247, -1.619724900905204]",7.188213277047394
21.0,24.0,3.993109018495663e-05,0.00018250374063524943,1.0539094158555231,8.123417045724954e-09,3.716110267943712e-08,"[0.6956595939646801, 1.412159237746366]",-1.6421395457027366,7.880208164837072e-23,2.7117027408248694e-22,"[-1.969360283541064, -1.3149188078644092]",6.272511022686478
22.0,24.0,8.279266682506637e-07,1.920649404395875e-05,0.9408369479520746,5.4191979918502916e-14,1.2573545224710654e-12,"[0.6956690182662919, 1.1860048776378573]",-1.7666945241030012,3.912052135325256e-43,6.936262651285916e-42,"[-2.018175350338425, -1.5152136978675772]",6.748275994665031
23.0,24.0,0.00032713207246892387,0.0009054305908356597,1.0454207803745377,1.1665393591617097e-06,3.230516087404347e-06,"[0.6239258640829763, 1.466915696666099]",-1.5735007972012927,1.876627981136072e-15,4.385669504875139e-15,"[-1.9614631454242315, -1.1855384489783538]",6.010330316006969
24.0,24.0,5.184619680506534e-05,0.0002202472251702011,1.0219076328199406,1.5843627314378164e-08,6.733373274278862e-08,"[0.6675476734686903, 1.3762675921711909]",-1.7042746718814294,1.5692515265918135e-23,5.622542194882886e-23,"[-2.0384032645117225, -1.3701460792511364]",6.50984972198994
