test,period,p,q,amplitude,p(amplitude),q(amplitude),CI(amplitude),acrophase,p(acrophase),q(acrophase),CI(acrophase),acrophase[h]
0.0,24.0,4.082784020679317e-11,2.3764749829332465e-10,1.0667125081944575,3.3274778972344356e-39,1.9368323033960627e-38,"[0.9071059560268817, 1.2263190603620333]",0.013893558651856708,0.8609799276611102,0.9252874021075875,"[-0.14159869151271887, 0.16938580881643228]",23.946930515122077
1.0,24.0,7.622016023614208e-10,2.204806486437434e-09,0.9997907304671185,2.563852629407216e-29,7.41640911023204e-29,"[0.8254691130095266, 1.1741123479247104]",-0.05520105622946314,0.5503522823256034,0.7292347550838111,"[-0.23635682784253964, 0.12595471538361336]",0.2108525031075053
2.0,24.0,7.826220655752092e-09,1.7496580942884178e-08,0.9156642205632037,4.08021114881235e-23,9.121867088782362e-23,"[0.734421198829553, 1.0969072422968544]",0.07444832159340908,0.47791415290158235,0.6690664327335606,"[-0.1311652783824903, 0.2800619215693085]",23.71562835872433
3.0,24.0,1.366705906991815e-10,5.647545070214111e-10,1.045906544268841,8.35274017317678e-35,3.4529723741946176e-34,"[0.8793333986545535, 1.2124796898831287]",-0.0355725153970079,0.6735434375524958,0.8146388939918914,"[-0.20106629178484553, 0.12992126099082973]",0.1358769999275127
4.0,24.0,1.2166939900752789e-10,5.153299407349762e-10,1.0976539650887167,3.3399181898019967e-35,1.4146201566293928e-34,"[0.9238812720657029, 1.2714266581117304]",-0.1608477674367137,0.05486234962481484,0.18314202368856217,"[-0.325046525751189, 0.003350990877761556]",0.614393214548366
5.0,24.0,1.4771548382838447e-09,3.912117214482628e-09,0.8820442155423777,2.0191134408158755e-27,5.347228391991196e-27,"[0.7226934923678896, 1.0413949387168657]",-0.07519893233050734,0.4322380089539203,0.6318345402045319,"[-0.26286541997877927, 0.11246755531776459]",0.2872387630951964
6.0,24.0,4.188484252784643e-11,2.426700030582064e-10,0.9571690314484733,4.190321288322732e-39,2.4277643617165306e-38,"[0.8137611717299893, 1.1005768911669573]",-0.0967322862763984,0.223023483899898,0.42399901882109886,"[-0.25232315924967447, 0.05885858669687766]",0.36949011641925883
7.0,24.0,1.5162859918910713e-10,6.094397073517168e-10,1.031494116792308,1.8970753239027975e-34,7.624900819545006e-34,"[0.8663251326948057, 1.19666310088981]",0.034681846933298566,0.6828894706244693,0.8212741679187844,"[-0.13171051765477215, 0.20107421152136928]",23.86752510300022
8.0,24.0,2.576219014471062e-11,1.717479342980708e-10,0.9929725958195044,5.295759500883905e-41,3.5305063339226036e-40,"[0.8478410005844499, 1.1381041910545588]",-0.20201437679364975,0.008927650026461752,0.06647542834297655,"[-0.3534366803367273, -0.05059207325057219]",0.7716380794161127
9.0,24.0,1.8504608134383525e-09,4.756968672078027e-09,1.094056970084661,8.424297480246489e-27,2.1656291722998685e-26,"[0.8939813218454522, 1.2941326183238697]",0.08095112087659828,0.4035693169980905,0.6076841032486033,"[-0.10900242757452619, 0.2709046693277227]",23.690789495127838
10.0,24.0,3.1521116423046024e-12,4.751323583236242e-11,1.1383538215180518,2.789768780945654e-50,4.214152237078028e-49,"[0.9887251886760053, 1.2879824543600982]",0.05242846811785995,0.45180113520569565,0.6480222822801142,"[-0.08414220081218382, 0.18899913704790372]",23.799738003367363
11.0,24.0,3.806257944901293e-11,2.2591673026244137e-10,1.0267103247589764,1.785674794510645e-39,1.0603769563602406e-38,"[0.8736401693928628, 1.17978048012509]",0.025658547995158543,0.7454842786260043,0.8573497816754284,"[-0.12927035637088444, 0.18058745236120152]",23.901991566096235
12.0,24.0,8.908561981374118e-10,2.524387073214542e-09,1.0779346675905586,7.338133262286982e-29,2.079380352022381e-28,"[0.8884166334801363, 1.2674527017009807]",0.016040176480167645,0.8633853939663356,0.9267452434040191,"[-0.1666694264125872, 0.19874977937292249]",23.93873103900276
13.0,24.0,4.4794491543210305e-11,2.5379315321932184e-10,1.0732094899509166,7.533273213644988e-39,4.2681434638215227e-38,"[0.9118651044666201, 1.2345538754352132]",-0.008911230206816612,0.9109890545448649,0.9512259105616215,"[-0.1651463173519901, 0.14732385693835687]",0.03403839207467224
14.0,24.0,1.432183500748725e-13,1.0157329792544148e-11,0.9724875557937906,1.4490586365622586e-67,1.0277011606824529e-65,"[0.8627413030155082, 1.082233808572073]",-0.017612817410665116,0.768487499174041,0.8710047593494742,"[-0.13488827817058474, 0.0996626433492545]",0.0672760068643764
15.0,24.0,2.146070502256047e-11,1.5188043186525457e-10,1.032795689499591,9.72129688076037e-42,6.879898712498492e-41,"[0.8832392945656355, 1.1823520844335467]",-0.22110716150801135,0.0038475643279684084,0.04332842711676135,"[-0.3710388754907403, -0.0711754475252824]",0.8445671449684334
16.0,24.0,2.1860287584641628e-11,1.5319052266742556e-10,1.068094325961995,1.129586710396429e-41,7.921365430549993e-41,"[0.9133002153294655, 1.2228884365945247]",-0.06386761963103993,0.4057494467965901,0.609574812855127,"[-0.21443136778681338, 0.08669612852473352]",0.24395633682703147
17.0,24.0,3.854271024113843e-12,5.345729575747356e-11,1.0133279645631126,2.6539590807841552e-49,3.6809418596174135e-48,"[0.878769004427426, 1.1478869246987993]",-0.22698817992376163,0.0012101971293962022,0.024224281455947426,"[-0.36444943564889476, -0.08952692419862851]",0.8670309805991804
18.0,24.0,1.2688286209303669e-08,2.7487621770588537e-08,0.9647881758484441,5.518843081817571e-22,1.1955899224041533e-21,"[0.768593304739896, 1.1609830469569924]",0.006311278882460414,0.9533242431246848,0.9768667313502252,"[-0.2050211881051771, 0.21764374587009794]",23.975892690446997
19.0,24.0,1.3493615497973763e-11,1.1096723271360003e-10,0.863562351081955,1.1134839929166806e-43,9.156940731222703e-43,"[0.7414408257955191, 0.9856838763683909]",-0.025394309749751542,0.7348472098376071,0.8506806154634146,"[-0.1723508188957267, 0.12156219939622362]",0.09699911815391207
20.0,24.0,7.162067904176083e-11,3.5073789932302073e-10,1.089635373354796,4.282756455132789e-37,2.0973342091737458e-36,"[0.9218075199184383, 1.2574632267911539]",0.12841814617920289,0.11538380397532207,0.28315043920324434,"[-0.031444145333479084, 0.2882804376918848]",23.509478814069176
21.0,24.0,2.228129142823267e-08,4.697721152905897e-08,0.9562184243756758,1.0018107437996912e-20,2.1121879481334413e-20,"[0.7554704446611696, 1.1569664040901821]",-0.0636428753421674,0.5673833336039898,0.7418715136035432,"[-0.2817503876782207, 0.1544646369938859]",0.24309787687889378
22.0,24.0,2.723631058541141e-09,6.66413275884791e-09,1.0551012921483762,9.121945913513039e-26,2.231941745415473e-25,"[0.8580560828458474, 1.252146501450905]",-0.04776160502891447,0.6295120672827317,0.7849277646916853,"[-0.2418087875007804, 0.14628557744295145]",0.18243589272850713
23.0,24.0,5.537640311121957e-10,1.6877904026583229e-09,0.9286208156732362,2.8346648604146086e-30,8.642270915898197e-30,"[0.7694379344287284, 1.0878036969177438]",0.06744017250343237,0.4579372593505726,0.6533261647071162,"[-0.11064095220918066, 0.2455212972160454]",23.742397516394607
