"CycID","BH.Q","ADJ.P","PER","LAG","AMP"
"0","0.000148870834477984","3.36299215085765e-05","26","7","0.844499466569548"
"1","0.0122334461003028","0.00609347950256085","26","7","0.889715661816136"
"2","0.000451741393850967","0.000159780931005087","26","7","1.11994623900859"
"3","0.00188738590461133","0.000856306984922162","24","10","0.800723837450293"
"4","0.000148870834477984","3.36299215085765e-05","26","7","1.07506490041355"
"5","3.48812932307386e-05","1.93242364498292e-06","24","9","0.974682399099098"
"6","0.00116741172526168","0.000499885700757051","26","7","1.06279515011378"
"7","0.00305214055248422","0.00143786341427531","24","8","0.855804483575664"
"8","5.82668979552183e-05","5.9781837302054e-06","26","7","1.12714267774361"
"9","0.000148870834477984","3.36299215085765e-05","26","7","0.940363201680617"
"10","6.95135652813146e-05","8.57102259918609e-06","26","7","1.04644814363857"
"11","4.84980689771649e-05","4.13688528375217e-06","26","6","0.906785958948725"
"12","3.04596113291296e-05","1.30367136488675e-06","24","9","0.940564025726325"
"13","0.000287487811838775","8.7281299674252e-05","26","7","0.992334643165604"
"14","0.000100366559785637","1.72229016592152e-05","26","7","1.08780815513085"
"15","3.04596113291296e-05","1.30367136488675e-06","26","7","0.997103080138498"
"16","0.00188738590461133","0.000856306984922162","26","6","0.796891889310613"
"17","6.95135652813146e-05","8.57102259918609e-06","26","7","1.10789640000849"
"18","0.000148870834477984","3.36299215085765e-05","26","6","0.804276421493195"
"19","0.000184587227946429","4.65159814425002e-05","24","9","0.849485226002213"
"20","0.000360350363248169","0.000118447164399673","26","7","0.844362030779611"
"21","0.000722887568748378","0.000285757455926234","26","6","0.502066173501322"
"22","0.000287487811838775","8.7281299674252e-05","26","7","0.897968093999494"
"23","0.000229434507601411","6.3920453817753e-05","24","8","0.926399787276917"
"24","0.0038603073744943","0.00184985929385767","26","7","0.806020048547142"
"25","8.30145729924111e-05","1.21948407725852e-05","24","8","1.02686656986061"
"26","0.000360350363248169","0.000118447164399673","26","8","0.777271494519621"
"27","0.000451741393850967","0.000159780931005087","26","7","0.927398624762728"
"28","0.000722887568748378","0.000285757455926234","26","7","0.68867820054014"
"29","5.82668979552183e-05","5.9781837302054e-06","26","7","0.893759625373834"
"30","3.48812932307386e-05","1.93242364498292e-06","26","7","0.623658734905063"
"31","0.000184587227946429","4.65159814425002e-05","26","7","1.00122607175004"
