CycID,ARS_pvalue,JTK_pvalue,LS_pvalue,meta2d_pvalue,Cosinor_pvalue,Rain_pvalue,y
50,0.0020720223280215,0.0006559349147549,0.0418347654365387,8.917574486067e-06,0.0003196720992199,9.3161181898209e-06,1
51,5.61593316120712e-05,4.65159814425002e-05,0.007270830027693,6.27566554278758e-09,6.441805946633128e-05,6.813431849573e-07,1
52,0.0014590473053927,0.0709541395803234,0.0909327507271058,0.0007488183056405,0.0019649806072449,0.001044551141291,1
53,0.0030484769329581,0.0030197661591326,0.0424303478684661,4.86763082413466e-05,4.598051725479557e-06,3.82931291310688e-05,1
54,0.0226451998424022,0.0709541395803234,0.120728085934974,0.0089386487633832,0.0002400928490883,0.0006384431872426,1
55,7.10205161296162e-05,0.000159780931005,0.0102407047674132,3.31802473274578e-08,0.0019391838072435,3.89011483805016e-07,1
56,0.0002450781708509,0.0014378634142753,0.0305479318939192,2.02003806648587e-06,0.0002200021864574,2.56591696512681e-05,1
57,0.0038298694045186,0.0095285387147614,0.0622644199348273,0.0002236467235775,0.0003849392318047,0.0002497917183518,1
58,0.002498520619109,0.0146640209743332,0.106645084110968,0.0003555138986104,0.0007914221862287,0.000139548446559,1
59,0.004302024949403,0.0038324499306206,0.0886336124659384,0.0001530031784009,0.0001020903650684,7.49389731852596e-05,1
60,0.0023129978879081,0.0048427681444993,0.0490928685699513,6.55971893193108e-05,0.0001423332277797,4.40275812263599e-05,1
61,2.14309496666676e-05,0.0001184471643996,0.0060186661209934,5.13377795829939e-09,4.078714241217973e-05,3.52665028174943e-06,1
62,0.0118588869811741,0.0589789416030357,0.132702548293835,0.0049553748395954,8.722646040859594e-05,0.0004663274233404,1
63,0.018759809859249,0.121140507684302,0.29068121509753,0.023207288644761,0.0160904772455601,0.0067340385241916,1
64,3.87632412023331e-05,2.41503962397589e-05,0.0060516702152462,2.0520432020276803e-09,3.21898474348048e-05,2.42727583526815e-08,1
65,0.0042293911717896,0.0331873774907249,0.134945116098573,0.0013447879610047,0.000467720970264,0.0015143059024321,1
66,0.0360666524036994,0.143867005356704,0.562804465493798,0.069695312220216,0.0024361142020097,0.0092818589872079,1
67,0.0026628078551832,0.0272070512720596,0.14223474882236,0.0008079942161925,0.0003091622814248,0.000977923081868,1
68,0.0003661114188129,6.3920453817753e-05,0.0105414229511669,6.60720804734893e-08,7.425406855077199e-05,3.99978090284753e-07,1
69,0.0163161081999545,0.201043276693793,0.245463995165444,0.0269762325058197,0.0001428870959431,0.0262467601744142,1
70,0.0038513729079513,0.0038324499306206,0.0506939986776963,8.5741166997666e-05,0.0026459110946631,3.20483702675654e-06,1
71,0.0002407240897612,0.0011123235787784,0.025394948082627,1.33716004468987e-06,0.0002146863148025,4.07120556182695e-07,1
72,5.5955850145728e-05,4.13688528375217e-06,0.0060401614145837,5.60434365581841e-10,2.716766822619121e-07,1.19196581196204e-08,1
73,0.0024352147048236,0.0709541395803234,0.0655553190669748,0.0008748572853314,0.0080592207666551,0.000977923081868,1
74,0.0011243889227523,0.0060934795025608,0.081773023058487,6.66717763309066e-05,0.000162427657262,0.0001677786808895,1
75,0.0019153650096404,0.0008563069849221,0.0265126496340883,7.02781735362201e-06,8.433021645137817e-05,0.0001960323415948,1
76,0.0005796922729195,0.0048427681444993,0.0402369846630085,1.63716966858907e-05,0.0056134420583645,6.32783894946228e-05,1
77,0.0072113760396891,0.0060934795025608,0.189684744448447,0.0006758328988768,2.978373033646342e-06,0.0001833859950652,1
78,0.000178812729799,0.000159780931005,0.0182637742631896,1.30865990155549e-07,1.2246405454052756e-05,4.36646316930816e-06,1
79,0.0005481938668038,0.0146640209743332,0.0501222957981944,5.00145528531393e-05,5.206305418825608e-05,4.33058175996982e-05,1
80,0.0098246953250735,0.0180863929339791,0.112016244480093,0.0014014812553488,0.0041260477168061,0.0003973363226413,1
81,0.0012368384497778,0.0023688742750913,0.0380203396253973,1.61717389131066e-05,7.928702009563082e-05,3.01082659692157e-05,1
82,0.0376078330581763,0.236585399143175,0.39511666639003,0.0795038386402084,0.0127684912380755,0.0039933950436522,1
83,0.0012200536187061,0.0222237719556643,0.0682715335703531,0.0001875487694503,0.1095073406932067,0.0046409294936039,1
84,0.0005479789925814,0.0018498592938576,0.0421943792394116,6.92532707846638e-06,0.0002614367677187,1.8518808350271e-05,1
85,0.0002298619642484,0.0006559349147549,0.0194827971587362,6.27518102147562e-07,2.886818057057372e-05,6.35336362073237e-07,1
86,3.23525567805794e-05,0.000499885700757,0.0184120112882348,7.84623985783384e-08,0.0002655443876548,2.09311451731875e-05,1
87,0.0007899534394008,0.0095285387147614,0.0292084718269139,2.94252584628341e-05,3.4116248516902203e-05,1.08949172046271e-05,1
88,0.0056375305656211,0.0048427681444993,0.0744066690262413,0.0002031410134507,0.0065341517497374,0.0001198883846863,1
89,0.0007752396307263,0.0014378634142753,0.0335739457190435,6.1496691156071e-06,3.31474049908298e-06,8.99487273499949e-06,1
90,0.0001091874711647,0.0002857574559262,0.0200540791440875,1.54391071705007e-07,1.8590194686862738e-05,2.73247509278757e-05,1
91,0.0009803602609608,0.0146640209743332,0.0320652589190036,5.62490411371019e-05,0.0003553026654385,0.0002028273616733,1
92,0.0001408792865775,0.000159780931005,0.0086447164094533,5.31909991607904e-08,0.0006182297741199,8.78858701368791e-06,1
93,0.0071307241453091,0.0180863929339791,0.219816702804143,0.0018793138205421,4.401553349142606e-05,0.0001461174380612,1
94,0.0006912023595684,0.000499885700757,0.0303878326942872,1.97536257962039e-06,0.0009865769777435,1.29241862149985e-05,1
95,0.0024590966773947,0.0038324499306206,0.0584703949580261,6.57157739443193e-05,0.0267440663062605,1.05182157838808e-05,1
96,0.0029649210727718,0.0146640209743332,0.0599547399793403,0.000251582704715,1.730603965355293e-06,5.47534965339163e-05,1
97,0.0001920733669337,0.0003789681674376,0.0365548837849342,5.73858449759435e-07,0.0008728965861917,2.95979563765171e-05,1
98,0.0001561132586451,0.0008563069849221,0.0130933874342444,3.92855769471012e-07,7.660223549910139e-05,2.63847170945826e-06,1
99,0.0114930262226558,0.121140507684302,0.301204422398492,0.0163616702430153,2.947400395969524e-07,0.0023425099461069,1
100,0.0053930744664124,0.0709541395803234,0.113376832752112,0.0026681889698367,0.0008078735036163,0.0004297396083343,1
101,3.97031829493244e-05,1.72229016592152e-05,0.0067778871640925,1.7038979116534801e-09,0.0011310583793766,1.69399561169875e-08,1
102,1.78102456200868e-05,2.41503962397589e-05,0.0080542433684706,1.3010802435431401e-09,4.398608147548888e-05,3.19676815834188e-07,1
103,0.0002360684819884,0.0001184471643996,0.0108025631415166,7.9493190807689e-08,0.000263300208839,3.19676815834188e-07,1
104,0.0011895208444383,0.040338613070862,0.0897187688865347,0.0003861084093073,1.8490356112343956e-05,0.0048780324061759,1
105,0.0012205537187062,0.0146640209743332,0.0324042412850694,6.87094760518647e-05,2.051216883125484e-06,0.0003474936931981,1
106,0.0001310192522355,0.0048427681444993,0.031888555493735,3.5538176512695e-06,0.0004143624619283,0.0001437607051893,1
107,0.0009640375054995,0.0018498592938576,0.053958899642135,1.4210161823236e-05,0.0061931869445162,9.45671310241337e-05,1
108,0.0012809923871628,8.7281299674252e-05,0.0226777294248636,5.49375652303397e-07,0.0003367730034282,1.94505741902508e-07,1
109,0.0007384242953627,0.0008563069849221,0.0342717215411172,3.778512546182e-06,0.0089992965118933,7.80829484786253e-06,1
110,0.0025069075046189,0.0076353759692052,0.0443819481339977,9.5723471685849e-05,0.0001691481667892,1.0965217181744e-05,1
111,0.0001546205475706,2.41503962397589e-05,0.0123440638498501,1.41984178858579e-08,0.0024099025466111,1.06111246921901e-07,1
112,0.0003920173490528,0.0011123235787784,0.0444375404496997,3.41913684720474e-06,2.115692496595933e-05,4.19446702223954e-05,1
113,0.0023496059635017,0.0331873774907249,0.132466604217523,0.0008096342262654,7.208687456738971e-06,0.0003844696474423,1
114,7.2124330462886e-05,0.000159780931005,0.0054168389927883,1.87617787972272e-08,9.093600442100502e-06,9.40836220546496e-06,1
115,8.62771611087609e-06,3.78485995846773e-07,0.004027537585446,7.151390590820479e-12,0.0001762674697436,4.96270324018962e-08,1
116,0.0001368473156816,0.000499885700757,0.0174180490755118,2.77220761013552e-07,0.0092094288971346,6.62993013846293e-06,1
117,0.025941956361858,0.170328572533671,0.464932080132062,0.054096044213813,3.9035741484116926e-05,0.0048851212262176,1
118,0.0004642973439035,0.0008563069849221,0.0395517715704328,2.83668212153199e-06,0.0001785141255754,5.17046918185692e-06,1
119,8.76859069485203e-05,8.7281299674252e-05,0.0116258711915165,2.59753083486913e-08,3.42558930028769e-05,1.37018385845654e-06,1
120,0.0001383886636303,0.000159780931005,0.0161483642871308,9.26067769135841e-08,1.9205324154447645e-05,7.75230757088892e-05,1
121,4.50029374259309e-05,4.65159814425002e-05,0.0054044933604072,3.8901744048303e-09,0.000254981333747,1.11761158810711e-07,1
122,0.0015939517032246,0.0023688742750913,0.0370771766035966,1.978343289466e-05,2.186198580167442e-06,1.25290794258613e-05,1
123,0.002218324110038,0.0180863929339791,0.119143033844643,0.0004220667827146,0.0012277283882249,0.000259610767387,1
124,0.0043921379213447,0.0272070512720596,0.116568546846316,0.0010404635330763,1.958233532439735e-06,0.0001248958591759,1
125,0.0011905103028413,0.0011123235787784,0.0622113068031946,1.23862422654053e-05,0.00015521582947,1.58858412422031e-05,1
126,0.0192028726518729,0.236585399143175,0.289394147638442,0.0389689847690746,0.0055277556933573,0.0057773698280132,1
127,0.0075114491462109,0.0709541395803234,0.146999069697582,0.0043205394612486,5.785550257497718e-05,0.0005801831010271,1
128,0.0016246909078423,0.0048427681444993,0.0420702771216874,4.21179276660633e-05,0.0065692277547595,6.39325763350703e-05,1
129,0.0003934017963508,0.0011123235787784,0.0203421482116098,1.70328884274706e-06,0.0010749709082635,5.46540568387782e-06,1
130,0.0007535770176089,0.0095285387147614,0.0383620771135509,3.58599383351033e-05,0.0005609363779746,1.10795768182648e-05,1
131,0.0001255655394569,3.36299215085765e-05,0.0093479918761937,1.23114585193207e-08,0.0001615155177643,3.65788912138377e-07,1
132,0.000830189776759,0.0023688742750913,0.0207963684144886,6.65496370200191e-06,0.0001403083183743,7.62310244470744e-05,1
133,2.56253116679428e-05,1.30367136488675e-06,0.0044689711660278,6.96650515052966e-11,0.0003017747324497,5.05792740278993e-08,1
134,0.0018218615693359,0.0048427681444993,0.0642949808216676,6.73966133689641e-05,0.0004745456626068,7.75230757088892e-05,1
135,3.430938670268e-05,4.65159814425002e-05,0.0113585613420529,6.011246611592471e-09,0.0004121031662285,2.51322648406686e-06,1
136,0.0040260354824215,0.0222237719556643,0.0875400194364354,0.0006412757472529,9.653171236123637e-05,7.06296441512488e-05,1
137,0.0041221216725958,0.0180863929339791,0.176015996365948,0.0009897577726174,0.0002523092251496,0.0002594559857229,1
138,0.0002485612041271,0.0002142857370726,0.0202928096570073,2.53746698319901e-07,0.0004577556946918,1.08382670669734e-05,1
139,0.0026622505936301,0.0180863929339791,0.134508233170345,0.00054608698228,0.0004031732377406,0.0011826727870668,1
140,0.0004591733973775,0.0038324499306206,0.0202979063345041,5.89967625730381e-06,8.695999335062155e-07,6.49970064194333e-06,1
141,0.0005381578957568,0.0023688742750913,0.0195710761777728,4.28495843418641e-06,6.862431115883805e-05,6.46209310749926e-06,1
142,3.40335754815957e-05,6.3920453817753e-05,0.0060703707081157,4.487453075796571e-09,0.01537293211588,2.49590759259926e-06,1
143,0.000313219504352,0.0023688742750913,0.0342168075691734,4.35206167459512e-06,5.527903872426521e-07,1.1927368090005e-05,1
144,0.0320684317261052,0.277589235790767,0.635078135112518,0.110627543074612,0.001111581296267,0.0119204629971879,1
145,7.37829760999453e-06,8.7281299674252e-05,0.0061927307977656,1.4824310667904702e-09,0.0005778218537513,1.19161600537653e-06,1
146,0.0008311114331667,0.0060934795025608,0.0754049829674092,4.77252963917429e-05,0.0001120088826026,0.0001013929743094,1
147,0.0013592663971038,0.0030197661591326,0.0558618690304297,3.05313902240201e-05,0.0043828043213463,1.40578867601738e-05,1
148,0.0005537631277128,0.0002857574559262,0.0111773791477994,3.96593151985591e-07,4.71935967072401e-06,9.89408937155796e-07,1
149,5.91933519040744e-05,4.65159814425002e-05,0.0074229125677519,6.7146314064459e-09,0.0002739417507259,7.31577824276754e-07,1
150,6.67962062392835e-05,0.000159780931005,0.0150766253676794,4.47014635307497e-08,0.0006597806235419,1.72136483313944e-06,1
151,0.0054920281729496,0.0272070512720596,0.121328565045273,0.0012965825829055,2.480215027267363e-05,0.000451523378155,1
152,0.0010670873205931,0.0048427681444993,0.0608797968323208,4.02857595308559e-05,0.0009769299618714,0.0002230288441942,1
153,0.0031156119378333,0.0023688742750913,0.0655834513337558,5.86958884997157e-05,0.0017728790763102,1.46211386543896e-05,1
154,0.0039007379536042,0.0118437429175653,0.0906216999478168,0.0003770527670481,0.0001328248900047,0.0002060000877776,1
155,0.015929281424809,0.236585399143175,0.448084498790723,0.046878019548775,0.000403646115386,0.0270075358316436,1
156,0.0021971355609471,0.0488599884546946,0.14279763561672,0.0011272227615859,0.0001546947069319,0.0053044528807537,1
157,2.28258868171238e-05,2.41503962397589e-05,0.002681469911607,5.90167248404327e-10,0.0004082088597194,6.02890165778598e-08,1
158,0.0002956457567725,0.0006559349147549,0.0312676120355161,1.20617708754267e-06,0.0001028283638974,3.19381841888595e-06,1
159,0.0037928370372344,0.0146640209743332,0.126317587991398,0.0005849932915041,0.0076460103065333,0.0001677786808895,1
160,0.0005221128095159,0.0002857574559262,0.0287196267288073,8.82258072820719e-07,0.0386644383019991,7.71124783407057e-06,1
161,0.0003533789391798,0.0023688742750913,0.0412192118641174,5.72077755855993e-06,2.125253513007852e-05,9.3161181898209e-06,1
162,0.0036568870369264,0.0331873774907249,0.0744040229924632,0.0007230097135108,0.0001945804208633,0.0001819972131683,1
163,0.0004524524705812,0.0006559349147549,0.0496080857661035,2.67428607247933e-06,0.0091021510739928,3.10287365624483e-05,1
164,0.0001776764439,8.7281299674252e-05,0.0087841137941143,3.83795689673505e-08,0.0002795943582956,5.10060426851844e-07,1
165,4.53850559465341e-05,4.13688528375217e-06,0.0034542982377365,2.74246847453696e-10,0.00011689973298,7.14815258141726e-08,1
166,0.0008453394780063,0.0023688742750913,0.0353886502073517,1.08402856343615e-05,0.0050484784013354,1.56165896957251e-05,1
167,0.0015220646081912,0.0008563069849221,0.0333702101686887,7.02907394078967e-06,0.0001217179853566,1.78284214860871e-06,1
168,4.52602056946194e-05,3.36299215085765e-05,0.0068443681056483,3.6047281826157e-09,1.0639848996407686e-05,3.06078606009386e-07,1
169,0.0041897779883702,0.0118437429175653,0.20230243455374,0.0007904359866365,3.882554328604737e-05,0.0001734063668747,1
170,0.0140794715146728,0.170328572533671,0.223290763603514,0.0197595129046513,0.002693737546288,0.0041824397692611,1
171,0.0103427597260767,0.0180863929339791,0.0751536246536245,0.0010485131110058,0.0059332089719988,0.0004909271856416,1
172,0.0003915752884933,0.0003789681674376,0.0199552090418901,6.32096700536877e-07,0.0010183370171411,3.92210019146692e-06,1
173,0.001693837153335,0.0023688742750913,0.0468811514921885,2.56578375352756e-05,0.0001170309202935,2.24371142789977e-05,1
174,0.0003960671546174,0.0002857574559262,0.025827321435947,6.24739569632382e-07,5.303270108103497e-05,9.72350162377248e-07,1
175,0.0037534904223244,0.0038324499306206,0.100148647358038,0.0001511341709694,1.2311291297084637e-05,0.000173466093801,1
176,0.0017419314727624,0.000159780931005,0.0202235776244034,1.12804893270813e-06,0.0002684179406021,6.12157212018771e-07,1
177,0.0006806518887129,8.7281299674252e-05,0.0248536777334795,3.367345958738e-07,5.526498540020519e-06,1.37018385845654e-06,1
178,0.0127784213231805,0.378841653414575,0.31351558648869,0.0433373668181584,0.0009772477796906,0.0152416307448649,1
179,0.0065529727711984,0.0118437429175653,0.0753165062462281,0.0005006579877658,2.071608302034456e-05,0.0003142337562209,1
180,3.39315015565056e-05,0.0011123235787784,0.0085975914569237,8.4866595084776e-08,0.0004287587173077,1.01821271478373e-05,1
181,0.0011162119278165,0.0014378634142753,0.0336901558160179,8.52861950095818e-06,0.0020111889768381,4.12337436084565e-05,1
182,0.0010101370704004,0.000499885700757,0.0345577012495343,3.11349908721503e-06,0.0004733080563701,2.28028336754041e-06,1
183,3.58280984269488e-05,4.13688528375217e-06,0.0029890727951412,1.92278859501016e-10,0.0001736067414908,9.74494454437234e-08,1
184,0.0054672052764011,0.0331873774907249,0.0679801074341767,0.0009396799298007,7.872729954438995e-05,0.0003680731501139,1
185,0.0066105436831741,0.121140507684302,0.224524878753685,0.0084160035972018,0.0019562543514072,0.0031730755498315,1
186,0.0016258229356982,0.0023688742750913,0.0868351972042183,4.24989890231986e-05,0.0048263585862715,1.14087021757615e-05,1
187,0.0006785665320792,0.0272070512720596,0.0796294976889554,0.0001537948921634,0.0003274034047802,0.0016112946555495,1
188,0.0001128540236663,0.000159780931005,0.012913128848679,6.26760391364556e-08,0.0002004040973472,1.1927368090005e-05,1
189,0.0053158711785007,0.0030197661591326,0.0601588868556067,0.0001069691914356,0.001315231250013,0.0001776485422249,1
190,0.0026844245925803,0.0095285387147614,0.119463615265136,0.0002882286935026,4.257640795590767e-06,6.42990086800199e-05,1
191,0.0307084400948514,0.236585399143175,0.283387554737847,0.0541818426572309,0.0014853505654501,0.0013141828488302,1
192,0.0065879975070298,0.0011123235787784,0.0683077073226768,6.04383259625862e-05,5.522437336757946e-06,3.20483702675654e-06,1
193,9.87655542312726e-05,0.000159780931005,0.0139358112973675,5.94873775794369e-08,0.0072488597350006,5.37117455139717e-06,1
194,4.80080478579836e-05,3.36299215085765e-05,0.0052060171594924,2.9559458214478704e-09,0.0172572072566687,3.1154429540241e-07,1
195,0.0017305062780526,0.0023688742750913,0.0465068968743948,2.59619227885866e-05,0.0034747584673403,9.9677461827904e-05,1
196,0.00069304739579,0.0014378634142753,0.0288290580727583,4.85922041026932e-06,2.371586070137877e-05,5.24655431192147e-05,1
197,0.0005176167606906,0.0006559349147549,0.0285523896570165,1.83884322835226e-06,2.305980807293384e-05,5.65386794883912e-06,1
198,0.0155589930790465,0.0709541395803234,0.230803528241275,0.0110871844904851,5.954210344216726e-05,7.29839656229571e-05,1
199,0.0010315795417479,0.0002857574559262,0.0147072115544982,8.91629398758198e-07,0.0008931610748785,9.1554954624102e-06,1
200,0.000256933748528,0.0006559349147549,0.0288773628226576,9.89541060980592e-07,0.0005057206495906,9.63736364464231e-06,1
201,4.04814348617943e-05,5.77160035618108e-07,0.006248703992477,6.82255363315676e-11,4.032391966590776e-05,4.87728713840458e-08,1
202,0.0050373610584324,0.0048427681444993,0.0582782607285667,0.0001494174357932,3.342095664693456e-05,6.22577703092256e-05,1
203,2.15969878011313e-05,2.41503962397589e-05,0.0044186439782264,8.91467677455182e-10,0.0197771219763954,3.5515612284775e-09,1
204,0.0017246872061181,0.0180863929339791,0.126930429902457,0.000359548136954,3.6855859562479054e-05,0.0002057422893316,1
205,0.0001734909889099,0.0038324499306206,0.0156999582727823,1.96509208183482e-06,0.0024012480813347,7.58476375707183e-07,1
206,2.43422399542892e-05,1.21948407725852e-05,0.006878570358251,7.96716026485456e-10,0.0001337580066825,3.6161350689952705e-09,1
207,0.0007666471954727,0.0030197661591326,0.0444470853331732,1.50773900541301e-05,0.0006845570129295,3.29605006039161e-05,1
208,0.000314983910006,0.0003789681674376,0.0235045691710887,6.02025742924006e-07,4.709220917775703e-06,0.0001504454278579,1
209,0.0022291480083775,0.0008563069849221,0.0421449344233884,1.21285021948969e-05,0.0008984870633762,1.33261784666381e-05,1
210,0.00021589441049,4.65159814425002e-05,0.0123038374361577,3.50989557418302e-08,0.0023644095447643,1.69399561169875e-08,1
211,3.48198506657793e-05,0.000499885700757,0.0125260721742623,5.90196667094034e-08,0.0014906176817088,0.0004635023127127,1
212,0.0004214221326644,0.0023688742750913,0.0293214521170463,4.94102211723302e-06,0.000114153834957,1.43814478567767e-05,1
213,0.013548474696248,0.0488599884546946,0.236724407419977,0.0075438303676934,1.171133527744228e-05,0.0005593236139407,1
214,6.24804556770275e-05,0.0023688742750913,0.0162822867529715,5.24709162230685e-07,7.209835904964379e-07,0.0019077202288937,1
215,9.86243906542228e-08,1.93242364498292e-06,0.001034297633875,1.36224365121507e-13,0.0010975517699319,2.71297789817603e-07,1
216,0.010464636862701,0.0146640209743332,0.0921048789181664,0.001053213545004,6.150042605179706e-07,0.0001521290407101,1
217,0.0044684832039148,0.0118437429175653,0.0809828964279053,0.000384647826446,3.919901499904732e-05,0.0001576302539414,1
218,0.0035281372635032,0.0076353759692052,0.124599650081722,0.0003123016540517,0.0007539134371132,0.0020313479071328,1
219,0.0041760056315257,0.040338613070862,0.146742487669755,0.0016777533261299,1.7132261220798028e-06,0.0003728848566326,1
220,0.0027260368644581,0.0095285387147614,0.0830899004864221,0.0002139881841582,0.0075203003496746,0.0001725730030349,1
221,0.0007819740410198,0.0023688742750913,0.0286394216700065,8.38569666850031e-06,5.020816511536186e-05,4.74257460479477e-05,1
222,0.0041998492869339,0.0272070512720596,0.112494455335496,0.0009727613977986,0.0005441411960144,0.0002796389677064,1
223,0.0005084307671909,0.0011123235787784,0.0153753116298874,1.66782090960105e-06,5.171889680710695e-05,5.31002620407034e-05,1
224,0.0108879980148388,0.378841653414575,0.261683942882197,0.0336395478817294,0.0032684186100946,0.0035659569595412,1
225,0.0010333166755434,0.0023688742750913,0.0500888909200204,1.75998583660242e-05,0.0053854371185204,3.82931291310688e-05,1
