CycID,ARS_pvalue,JTK_pvalue,LS_pvalue,meta2d_pvalue,Cosinor_pvalue,Cosinor1_pvalue,Cosinor1_pvalue(p),Rain_pvalue
0,0.0007008855381391,0.0008563069849221,0.0420797530535438,4.33172072034083e-06,5.645747203075756e-10,7.786448535392388e-07,0.000269402841222,7.44534273634399e-06
1,0.0002844190041642,0.000159780931005,0.0163889809932162,1.8090593512099e-07,1.553239257212624e-07,5.853303582150178e-09,3.495597593856312e-05,1.75210349087408e-06
2,0.000765210882586,0.0006559349147549,0.0336328109559187,3.02258187168114e-06,2.287412481649653e-10,2.957485496956681e-07,0.0001745151625072,1.62508074458031e-05
3,0.0013659496019986,0.0030197661591326,0.0532735120843904,2.94123338747676e-05,3.3013591860253655e-12,2.0011284940212576e-06,0.0004183478305924,0.0001322970988656
4,3.66224407770677e-05,4.13688528375217e-06,0.0077956651948825,4.79060013880428e-10,1.292982765299655e-08,2.4396389056879453e-10,1.0972136100629476e-05,1.19692373198769e-06
5,1.89821637495147e-05,8.57102259918609e-06,0.0088448579299207,5.75630099142188e-10,3.480147392487254e-09,1.018171253404756e-09,1.8203623108782143e-05,9.92540648037923e-08
6,0.0002765067599079,1.72229016592152e-05,0.0163282857249133,2.29542614915701e-08,6.495334270439911e-10,5.5598323085969875e-09,3.4287033750480565e-05,2.47062004661223e-08
7,1.61597426134863e-05,4.65159814425002e-05,0.0053515905266421,1.4943721815541302e-09,3.4093745826524475e-08,6.934078166998448e-13,1.6947972230589525e-06,3.59256967278763e-07
8,0.0010311751003762,0.0008563069849221,0.0358114255929657,5.29300808382871e-06,2.588222969279741e-10,3.552588064885992e-07,0.0001898407962546,5.56660548094816e-05
9,1.60643967065388e-05,3.36299215085765e-05,0.0076758706597214,1.53705315142361e-09,1.787723358237514e-08,2.523323857573882e-11,5.1260810176989496e-06,3.75118216526265e-07
10,0.0001109863538673,3.36299215085765e-05,0.0126001852300733,1.44630575293903e-08,2.070758009509177e-09,1.9044669897404404e-09,2.2903408370502908e-05,2.42656350185765e-06
11,0.0001682686265366,1.72229016592152e-05,0.0144737483448212,1.30188412272858e-08,6.578644962118574e-09,2.7775149207848607e-09,2.6360513442554103e-05,1.00622734150079e-07
12,4.44571613528177e-05,4.65159814425002e-05,0.010926149968262,7.36513772192637e-09,6.5201313237395206e-09,1.047229332217385e-09,1.8413153251955026e-05,1.25661324203343e-06
13,1.88373216076787e-05,4.13688528375217e-06,0.0046385998399571,1.5905643468983003e-10,1.6161738614073327e-09,1.4400136282335822e-13,1.0770979292812565e-06,1.00622734150079e-07
14,0.0001539168955103,0.0002142857370726,0.0191621264281003,1.55804860457742e-07,3.2956122275606962e-09,1.8089733811269227e-08,5.4206254446311205e-05,9.93380376827795e-07
15,0.0001221711883065,0.0011123235787784,0.0216037890804543,6.27192781044172e-07,7.259598699960179e-09,1.1294013353296949e-07,0.0001150508760396,1.58387549991236e-05
16,0.0002693500925436,0.0002857574559262,0.023475926592703,4.04338928450265e-07,2.38521188355989e-08,4.357702715856804e-08,7.735403553839966e-05,2.18323158465408e-06
17,0.0001130895932079,6.3920453817753e-05,0.0157414986588835,3.25471298801006e-08,3.428139883077108e-08,7.263499304455137e-09,3.792166428862806e-05,1.29241862149985e-05
18,0.0002909708085747,6.3920453817753e-05,0.0152445335753792,7.50299061769155e-08,2.4916502194827217e-10,4.922991417577042e-09,3.268792293078864e-05,3.722671368172e-06
19,0.0001556922208046,0.0002142857370726,0.0186165965715379,1.53355176335523e-07,6.254583856390994e-07,1.6306624339981563e-08,5.2011081547886005e-05,1.81548494623883e-05
20,0.0050870226039956,0.0331873774907249,0.122311310785723,0.0014449590319681,2.4947420795840003e-09,3.9404098659724e-05,0.0018818073486589,0.0002530066850677
21,3.54419563663999e-05,3.36299215085765e-05,0.0095028472080107,3.8943077651509806e-09,1.4629267575116957e-08,8.40723485971714e-10,1.6990133670190244e-05,9.95853313398924e-07
22,0.0010596159773258,0.0008563069849221,0.0326572702828477,4.99519189955944e-06,3.8353609177477205e-10,2.784784071947084e-07,0.0001703247109542,1.27827898758573e-06
23,0.0001948155426703,0.0002142857370726,0.0186530468672442,1.88377858756361e-07,7.28261007054698e-10,1.4179337268628221e-08,4.9280618982967295e-05,1.29994473313803e-06
24,0.0020994515168641,0.0060934795025608,0.0573206286200946,8.42515299182001e-05,5.672448288862597e-09,2.8895912924580936e-06,0.0004994043139292,6.42990086800199e-05
25,0.0020682478490174,0.0038324499306206,0.0616697468408278,5.92013564459926e-05,1.0024592267399156e-10,3.569067489564203e-06,0.0005539962341806,5.15141724313915e-05
26,2.94888538158178e-05,8.57102259918609e-06,0.0085360691291253,8.38502822730902e-10,2.602877913204793e-10,1.7286735582092384e-10,9.755569089803482e-06,3.72537196035703e-08
27,0.0002436788722928,0.0001184471643996,0.020146093812983,1.44424681547406e-07,4.765846606247236e-10,1.9157622543037806e-08,5.550161247711364e-05,7.70769493434437e-07
28,3.76906866579318e-05,2.41503962397589e-05,0.006103223979191,2.0151882385022203e-09,8.456600975037531e-09,2.6781108294030508e-12,2.545047055799872e-06,2.01452375541883e-07
29,0.0008271484011543,0.0018498592938576,0.0487335535365859,1.13403316089888e-05,9.893229679924789e-08,2.2487294618181845e-06,0.0004421070648203,1.81455633064199e-05
30,0.003496819547745,0.0180863929339791,0.0857733211414448,0.0004699263795143,1.0388129023652937e-08,1.1839489198548937e-05,0.0010038998041543,2.35779844965738e-05
31,4.42298748788428e-05,8.7281299674252e-05,0.0088165437547618,1.07415323302718e-08,1.1709759828448796e-09,1.1730773629193483e-10,8.53198600861681e-06,2.10662696764867e-06
32,0.0006222535138653,0.000159780931005,0.0282323111547014,6.02270463945231e-07,4.951650200979429e-11,1.1896188488272929e-07,0.0001179847231884,1.29994473313803e-06
33,0.0001104254135989,5.9781837302054e-06,0.0106546342788268,2.5069099018892904e-09,1.883868616658901e-10,3.0393314583009436e-10,1.1858966448925e-05,2.14492927615138e-06
34,0.0002775331529747,0.0003789681674376,0.0171256283717274,4.03182717767514e-07,4.989674229349816e-09,1.4612125076358557e-08,4.983728469269748e-05,2.51322648406686e-06
35,0.0001495111054056,1.21948407725852e-05,0.0133970139514702,7.9136015518344e-09,2.8495624748714476e-09,2.737996349276891e-09,2.617471316981828e-05,1.94505741902508e-07
36,0.0040663541031309,0.0030197661591326,0.0614135059181083,8.63248200227984e-05,6.7708127993171274e-09,4.069417509714689e-06,0.000590228803007,7.8815126970704e-05
37,2.2265000441779e-05,1.93242364498292e-06,0.0075779379712824,1.44464551432577e-10,7.560811643436693e-09,6.36258856803004e-11,6.964552755782421e-06,3.82064850165641e-07
38,0.000265980809071,0.0001184471643996,0.0239451925004447,1.83023416977512e-07,4.649174822901614e-09,7.176007696553803e-08,9.51085903299592e-05,4.28985855230275e-06
39,0.0003117744671856,0.0001184471643996,0.0251353526022117,2.20981931420283e-07,1.3795417563855494e-07,8.028090132904297e-08,9.976417023368692e-05,1.52961519131953e-08
40,7.59142160855486e-05,0.0003789681674376,0.018474167717081,1.33073533192807e-07,5.748564291252478e-09,6.222913051792767e-08,8.953696413138419e-05,6.57444101331095e-06
41,0.0008581477601248,0.0001184471643996,0.0352405012253936,7.50602220489505e-07,9.867888728365415e-10,3.29276457284434e-07,0.0001832956735064,1.26598695433062e-05
42,0.000149773164833,0.0011123235787784,0.0179351495111539,6.37239428225023e-07,5.813455193903749e-07,1.5527990681542372e-08,5.103038855449492e-05,3.46772144714803e-05
43,9.9786133724411e-05,4.65159814425002e-05,0.016277089976211,2.23556606560038e-08,8.618479263589052e-10,8.26228539550308e-09,3.984077779035479e-05,2.42656350185765e-06
44,0.000536371104186,8.57102259918609e-06,0.0251001102319526,3.29663527587343e-08,1.7157459897276792e-09,8.606093221551968e-08,0.0001029727194981,1.09770255436449e-07
45,0.0020017024214784,0.0095285387147614,0.0497474451985908,0.0001053496044118,3.1393987409700225e-10,1.9583823412169365e-06,0.0004143734830488,2.82052929603117e-05
46,1.41668374017412e-05,1.30367136488675e-06,0.0044010340475071,3.9452441313869693e-11,4.0072745122188275e-10,8.034885258990657e-14,9.161983408789192e-07,1.84732845596055e-10
47,0.0001198187745541,3.36299215085765e-05,0.0133435231933779,1.63572688727243e-08,9.234817299752508e-08,2.3117025898072354e-09,2.4640735381148277e-05,5.32888779936797e-08
48,0.0002806776513155,0.0011123235787784,0.0207994756710765,1.28289020695505e-06,3.953591433125681e-07,2.269407354205621e-08,5.9381959465501054e-05,2.22153389315678e-06
