"","pVal","phase","peak.shape","period"
"0",3.40683200899973e-12,18,8,24
"1",1.04360729264239e-11,18,8,24
"2",3.59478203492706e-07,18,8,24
"3",3.99279851216046e-09,18,8,24
"4",3.99069330835906e-09,18,8,24
"5",1.04360729264239e-11,18,8,24
"6",4.64163068428556e-09,18,8,24
"7",2.70802580611615e-11,18,8,24
"8",1.57331260834468e-08,20,6,24
"9",2.44797042184159e-11,16,10,24
"10",6.56784868854657e-09,20,6,24
"11",2.20057491644009e-09,20,6,24
"12",4.55723739911673e-09,14,14,24
"13",1.65913758850406e-08,18,8,24
"14",4.52390703141904e-12,18,10,24
"15",4.03336064689166e-11,18,10,24
"16",1.61787782885298e-10,18,8,24
"17",3.81292137965859e-12,18,8,24
"18",4.56723095864924e-09,20,8,24
"19",4.10946179117264e-11,18,10,24
"20",1.02463261459435e-11,18,8,24
"21",7.6574773374531e-09,18,10,24
"22",1.04360729264239e-11,18,8,24
"23",1.21967746604123e-12,18,8,24
"24",1.02463261459435e-11,18,8,24
"25",6.82570766135958e-11,18,8,24
"26",4.38845082877907e-09,18,8,24
"27",3.84947802665751e-13,18,8,24
"28",3.92020217557572e-09,18,8,24
"29",3.89998144375909e-10,18,8,24
"30",8.42808577041177e-12,18,8,24
"31",1.53313132077266e-10,18,10,24
"32",4.45244217895209e-10,18,10,24
"33",4.02669984508942e-09,20,6,24
"34",8.58377029921488e-10,18,8,24
"35",3.99474134841817e-13,18,8,24
"36",2.98051519018472e-10,18,10,24
"37",1.49025759509236e-10,18,8,24
"38",1.8968208514304e-09,18,8,24
"39",1.71742125132919e-11,20,6,24
"40",7.96032921469218e-08,20,8,24
"41",1.58735183208216e-10,18,8,24
"42",6.95210965508846e-11,18,8,24
"43",2.03538992297275e-11,18,8,24
"44",5.57839750933736e-11,18,8,24
"45",2.75817443215534e-11,18,8,24
"46",3.86790832263822e-10,16,10,24
"47",1.8968208514304e-09,18,8,24
"48",6.6658235337201e-07,18,8,24
"49",1.76763562135149e-07,18,6,24
"50",1.37908721607767e-11,20,6,24
"51",8.87032867008757e-10,18,8,24
"52",8.17228793534388e-09,18,8,24
"53",3.54056985254012e-12,18,8,24
"54",8.74612674288014e-12,18,8,24
"55",1.04190999489122e-07,20,6,24
"56",1.60162309130503e-10,16,10,24
"57",7.07851164881735e-11,18,8,24
"58",1.58535412484037e-08,18,10,24
"59",8.39464911197299e-11,16,10,24
"60",2.07379350642507e-11,18,8,24
"61",3.95725950261069e-11,18,10,24
"62",1.30188515929182e-12,18,10,24
"63",4.55723739911673e-09,18,8,24
"64",2.80988614846871e-12,16,10,24
"65",3.12451726098978e-08,20,6,24
"66",4.68617498047491e-10,20,6,24
"67",1.02832315365582e-09,18,8,24
"68",1.6789298223946e-10,18,8,24
"69",3.97089019728198e-10,18,8,24
"70",3.74483349787898e-12,18,8,24
"71",6.82570766135958e-11,18,8,24
