test,period,n_components,p,q,p_reject,q_reject,amplitude,CI(amplitude),p(amplitude),q(amplitude),acrophase,CI(acrophase),p(acrophase),q(acrophase),mesor,CI(mesor),p(mesor),q(mesor),peaks,heights
0.0,24.0,2.0,3.149884941766601e-08,7.128049200648565e-08,0.8477739665098283,0.9400954522946648,1.5553497149651831,"[1.2829349402300647, 1.8407724576644473]",0.0,0.0,-2.767368904063081,"[-2.9136473291971554, -2.624281794332409]",0.0,0.0,-0.1253962546499947,"[-0.35403702948121074, 0.1051809830479408]",0.2878482563136031,0.9999869080869319,[10.57057057 19.98798799],[ 1.42995346 -0.07165707]
1.0,24.0,2.0,7.791545186819349e-13,6.775256684190738e-11,0.6662752933285347,0.9347872799662471,1.12153247506103,"[0.9969542560907803, 1.2556280354009433]",0.0,0.0,-2.918316298830158,"[-3.0555473223309204, -2.78796815024377]",0.0,0.0,-0.0347857490955934,"[-0.15173347204540866, 0.08294855150387151]",0.5653118380318323,0.9999869080869319,[11.14714715],[1.08674673]
10.0,24.0,2.0,8.605545942508286e-09,2.2427797608830562e-08,0.7927242015507425,0.9347872799662471,1.2945421861436825,"[1.0717315239760348, 1.535207666263366]",0.0,0.0,-2.80510575275485,"[-2.9539515594528694, -2.6574040149630114]",0.0,0.0,-0.018762465198274514,"[-0.19910589879663854, 0.15324910491003463]",0.7984764667017525,0.9999869080869319,[10.71471471],[1.27575838]
100.0,24.0,2.0,4.563019961878467e-10,2.221528705880461e-09,0.8355160094212719,0.9365342977186527,1.1402921848248053,"[0.927686497824946, 1.366344797610573]",0.0,0.0,-2.8805794501383892,"[-3.020977903532401, -2.7350952712555285]",0.0,0.0,0.004092297722623428,"[-0.13959273728660085, 0.140450353318448]",0.9952062757085716,0.9999869080869319,[11.003003],[1.14438448]
1000.0,24.0,2.0,7.322586981217682e-12,1.957105847165944e-10,0.23717780534681343,0.9347872799662471,1.4209954073817395,"[1.2688465534525797, 1.5919952911798076]",0.0,0.0,-2.8805794501383892,"[-3.0409764708825806, -2.731141795129071]",0.0,0.0,0.0841488816701037,"[-0.040060769881164054, 0.2089386840763995]",0.183521024720116,0.9999869080869319,[11.003003],[1.50514429]
1001.0,24.0,2.0,3.904359124895507e-08,8.682141705349137e-08,0.8185816478935551,0.9347872799662471,1.1651587285196043,"[0.9166694055669703, 1.4261607330986226]",0.0,0.0,-2.7044741562434655,"[-2.927106125925083, -2.479268596945042]",0.0,0.0,-0.0680180764660192,"[-0.2736460209543861, 0.13761994849511489]",0.5164578404605982,0.9999869080869319,[10.33033033],[1.09714065]
1002.0,24.0,2.0,6.543435793204821e-10,2.8573955428842014e-09,0.8970755166500478,0.9540311779751651,1.332232726536803,"[1.1652048366137258, 1.521328520562401]",0.0,0.0,-2.7296320553713116,"[-2.884199795265494, -2.5850009559472475]",0.0,0.0,-0.011479952515813574,"[-0.16393345271964108, 0.1340820515154502]",0.84420938810182,0.9999869080869319,[10.42642643],[1.32073003]
1003.0,24.0,2.0,2.401054588485607e-08,5.557996732605572e-08,0.18694400661435373,0.9347872799662471,1.2993801615027805,"[1.001553888115033, 1.6254447393908351]",4.440892098500626e-16,9.081578933539113e-16,-2.8428426014466197,"[-3.0054568902866574, -2.67792171424862]",0.0,0.0,0.07299772041088026,"[-0.14864568192175587, 0.2839837079393605]",0.5394377187063815,0.9999869080869319,[10.85885886],[1.37237788]
1004.0,24.0,2.0,4.847010681707786e-09,1.3676666709107749e-08,0.18936834349856224,0.9347872799662471,1.308654419212176,"[1.09342751701895, 1.5595457107912458]",0.0,0.0,-2.7296320553713116,"[-2.8859317815242362, -2.557594646347352]",0.0,0.0,0.024999315168652947,"[-0.16271095835033222, 0.21893076484454338]",0.7725843735219242,0.9999869080869319,[10.42642643],[1.33360612]
1005.0,24.0,2.0,9.641572096263928e-09,2.479190562166091e-08,0.31232133054670763,0.9347872799662471,1.382409433447567,"[1.1946065778318289, 1.5903630879629955]",0.0,0.0,-2.7422110049352346,"[-2.909725317409715, -2.5733298096256587]",0.0,0.0,-0.011162800825038843,"[-0.1680024895702656, 0.1371981959625453]",0.843036553471342,0.9999869080869319,[10.47447447 20.56456456],[1.37124663 0.3686771 ]
1006.0,24.0,2.0,1.9544414042726999e-07,4.040606583156295e-07,0.9621678009833577,0.980703089372498,1.1749565508374236,"[0.9613583416910679, 1.4102611951719606]",0.0,0.0,-2.8302636518826967,"[-2.9977528741513098, -2.679890775717677]",0.0,0.0,0.19527304454681793,"[0.007091752754893904, 0.376674680975571]",0.041848042557936393,0.9999869080869319,[10.81081081],[1.37019799]
1007.0,24.0,2.0,7.403665902572243e-09,1.962275616902264e-08,0.6840526577491273,0.9347872799662471,1.1594170656655967,"[0.9720596105897898, 1.3779731345241542]",0.0,0.0,-2.8680005005744658,"[-3.0891341747530294, -2.6509572768657614]",0.0,0.0,0.1381602982242185,"[-0.020669687639151807, 0.2961329701596259]",0.08826705971316873,0.9999869080869319,[10.95495495],[1.29757736]
1008.0,24.0,2.0,2.631228568361621e-12,1.247027757517356e-10,0.8851222429014438,0.949600088940504,1.4743510204681194,"[1.2973077294303992, 1.6664432552657802]",0.0,0.0,-2.779947853627004,"[-2.876476952139732, -2.673170447764264]",0.0,0.0,-0.11159926052291835,"[-0.2511925156363826, 0.01726545352942742]",0.08758873987599425,0.9999869080869319,[10.61861862 20.18018018],[ 1.36275026 -0.0035717 ]
