"CycID","PhaseShift","PhaseShiftHeight","PeakIndex","PeakSPD","Period","p","N","Nindependent","Nyquist","BH.Q"
"2574","23.9464330805432","0.455503323391712","40","10.5613821062686","24.1884816753927","0.000621343754291126","25","24","0.260416666666667","0.0025942207386145"
"2575","24.076569187314","0.677118387962202","45","10.0489783595525","23.7735849056604","0.00103700177410326","25","24","0.260416666666667","0.00264192974442677"
"2576","24.3099919319136","0.655462663145242","38","10.6332558841382","24.3585237258348","0.000578264486365554","25","24","0.260416666666667","0.0025942207386145"
"2577","24.2048408408933","0.579668037175236","36","10.6192187838359","24.5309734513274","0.000586436583662087","25","24","0.260416666666667","0.0025942207386145"
"2578","23.7543404113311","0.46443324880703","46","9.74454007711379","23.6923076923077","0.00140578383353684","25","24","0.260416666666667","0.00310053778900935"
"2579","23.9319207463976","0.573092927309285","51","10.1166939239145","23.2941176470588","0.000969136918071434","25","24","0.260416666666667","0.00260607433251042"
"2580","24.3486290126254","0.75975212534211","37","10.5397931777981","24.4444444444444","0.000634899620180263","25","24","0.260416666666667","0.0025942207386145"
"2581","24.1213640236303","0.684541381354577","42","11.1307716371218","24.0207972270364","0.000351645733467465","25","24","0.260416666666667","0.0025942207386145"
"2582","23.9212632912406","0.733279227701289","36","10.6714520101548","24.5309734513274","0.00055659931197205","25","24","0.260416666666667","0.0025942207386145"
"2583","23.8408638544622","0.377047008935274","50","10.3468704399867","23.3726812816189","0.000769949475741938","25","24","0.260416666666667","0.0025942207386145"
"2584","24.2126583273415","0.837008927233241","45","10.0576970454144","23.7735849056604","0.00102800421703708","25","24","0.260416666666667","0.00263717760488906"
"2585","23.8991337112265","0.760635100612841","39","10.3974034592654","24.2732049036778","0.00073202162988184","25","24","0.260416666666667","0.0025942207386145"
"2586","24.3120455479718","0.597333216240825","32","10.4118799318288","24.8833034111311","0.000721504512453564","25","24","0.260416666666667","0.0025942207386145"
"2587","24.1599182801188","0.83545819824804","42","10.2883780006673","24.0207972270364","0.000816310752609128","25","24","0.260416666666667","0.0025942207386145"
"2588","24.1466131469156","0.719042623552601","43","11.1540729159772","23.9378238341969","0.00034354799736136","25","24","0.260416666666667","0.0025942207386145"
"2589","24.1258151458136","0.529068344852763","43","10.0223255667079","23.9378238341969","0.00106499809063809","25","24","0.260416666666667","0.00266617289039137"
"2590","24.1835012809711","0.572487467325456","42","10.1669032903447","24.0207972270364","0.000921699530842091","25","24","0.260416666666667","0.0025942207386145"
"2591","24.2395510587305","0.816912894972982","38","10.2694252635431","24.3585237258348","0.000831923390382627","25","24","0.260416666666667","0.0025942207386145"
"2592","24.1115349647514","0.58737449680273","35","10.0282410438547","24.6181172291297","0.00105871990349005","25","24","0.260416666666667","0.00266229584905723"
"2593","24.0753517090575","0.736320702410762","36","11.4683882491312","24.5309734513274","0.000250900363868545","25","24","0.260416666666667","0.0025942207386145"
"2594","24.1832142377854","0.55249173454162","51","10.5508140788682","23.2941176470588","0.000627942964828931","25","24","0.260416666666667","0.0025942207386145"
"2595","23.9705431986727","0.547088974311753","46","10.174944113891","23.6923076923077","0.00091432125898061","25","24","0.260416666666667","0.0025942207386145"
"2596","24.1691710885096","0.637909215767377","41","10.6309737549968","24.104347826087","0.000579585300592322","25","24","0.260416666666667","0.0025942207386145"
"2597","24.0320783291534","0.639514829176775","43","10.2076969557071","23.9378238341969","0.000884872242841395","25","24","0.260416666666667","0.0025942207386145"
"2598","23.8232200457175","0.660074572625433","41","9.6205130326724","24.104347826087","0.00159127103633205","25","24","0.260416666666667","0.00340816242521322"
"2599","24.4858314560453","0.707202768457429","41","10.7284170467912","24.104347826087","0.00052578655813651","25","24","0.260416666666667","0.0025942207386145"
"2600","24.2500613088411","0.628831074197826","39","9.56758441928769","24.2732049036778","0.00167769400956952","25","24","0.260416666666667","0.00355368356189265"
"2601","24.0293346759297","0.494254713985041","36","10.1494155556622","24.5309734513274","0.000937952420059229","25","24","0.260416666666667","0.00259625641466481"
"2602","24.1211719881153","0.773415886612975","33","9.27533720783338","24.7942754919499","0.00224654713404138","25","24","0.260416666666667","0.00458853581299301"
"2603","24.4061328468063","0.739612614733512","29","9.65075913354831","25.1542649727768","0.00154389696899826","25","24","0.260416666666667","0.0033252142343275"
"2604","24.1700707647638","0.64210951554501","40","11.5107490370275","24.1884816753927","0.000240495193176149","25","24","0.260416666666667","0.0025942207386145"
"2605","24.2228441031898","0.709436513704322","44","10.9241519143749","23.855421686747","0.000432336956220691","25","24","0.260416666666667","0.0025942207386145"
"2606","24.0378807758648","0.577999716001609","49","10.8235062360046","23.4517766497462","0.00047810435060458","25","24","0.260416666666667","0.0025942207386145"
