CycID,ARS_qvalue,JTK_qvalue,LS_qvalue,meta2d_qvalue,Cosinor_qvalue,Cosinor1_qvalue,Cosinor1_qvalue(q),Rain_qvalue
0,0.005153103865701488,0.7701598971631937,0.28074215712854156,0.009558947694852075,1.8117916249059174e-11,0.0001647260613558,0.0065235919158295,0.0034792547524425924
1,0.003149517438929095,0.10540418932258187,0.2522121304646855,8.53039269098508e-05,9.067658640038044e-12,1.619190900800908e-05,0.0043243058827732,5.174663396083665e-05
2,0.0032078431295133724,0.15806666563817398,0.2522121304646855,0.0005641318355826403,2.0567574482460477e-09,3.8235914769320455e-05,0.0044182940240089,9.382296166838533e-05
3,0.003149517438929095,0.10540418932258187,0.2522121304646855,3.497655080218377e-05,3.679932175975195e-11,3.150466161612241e-05,0.0043623158964302,0.00023704115339017888
4,0.006614464117918383,0.3002987300057065,0.3140486806514845,0.006492030960058278,5.844025027494973e-12,0.0003781734698099,0.0095865393315407,0.0005339217653762792
5,0.003149517438929095,0.10905840623909116,0.2522121304646855,0.00018803282640842073,1.1103994151991623e-09,1.20002138854169e-05,0.0043243058827732,2.4115678203431632e-05
6,0.006891429769584102,0.17313957638091637,0.2791491090200225,0.003134284118450494,7.082897520911228e-11,0.0001518742642199,0.0063200037822844,0.0003897040292181208
7,0.006666788579601113,0.10905840623909116,0.2536436391230443,0.0009659568144380131,8.514694325955838e-12,0.0001746106806181,0.0066860927111948,0.0002999521715310582
8,0.003149517438929095,0.11867711898936416,0.2522121304646855,0.0002207997775897687,4.915883838913544e-11,1.4690089620076988e-05,0.0043243058827732,5.596776378231456e-05
9,0.003186668251841644,0.11341083506831555,0.2522121304646855,0.00032690090721404264,2.4943436895297677e-10,8.558321181597222e-05,0.0051963273393993,5.159949147112247e-05
10,0.010684860691158081,0.3002987300057065,0.35973329582077673,0.011649831937856498,1.0423338738717442e-11,0.0012632304896698,0.0186134190770452,0.001775657126781386
11,0.00402125760372848,0.21313950009108862,0.2522121304646855,0.001520338685076151,1.0198871171215935e-09,4.880497376166331e-05,0.0046455959800001,7.019795235637461e-05
12,0.0033851009794163348,0.21313950009108862,0.2522121304646855,0.0010368555443884694,3.56513021232992e-11,4.413298388557509e-05,0.0045391229161082,0.0001801769578792489
13,0.003302460525914042,0.13356431650495632,0.2522121304646855,0.0005696325033757764,3.575522878891971e-11,8.222959619193011e-05,0.0051446480839105,0.00030449737531355403
14,0.0059516148110214705,0.21313950009108862,0.2706695845538474,0.0032575178908708508,6.548800921083282e-12,0.0001071819667975,0.005554389624643,6.154773090630694e-05
15,0.003149517438929095,0.10540418932258187,0.2522121304646855,0.00015705827977344875,3.284728810787532e-12,1.7294512737829138e-05,0.0043243058827732,3.8653672127679154e-05
16,0.0035643318173357867,0.10540418932258187,0.2522121304646855,0.00022036271008474774,4.891575566971094e-11,9.530528257571369e-06,0.0043243058827732,2.1888764521154854e-05
17,0.003302460525914042,0.15806666563817398,0.2522121304646855,0.0006357025330230167,5.0757205309096525e-11,2.887403382685026e-05,0.004357617830583,0.0003998581301319988
18,0.0040571010921039204,0.3414835161564301,0.2522121304646855,0.0022664457677163538,1.3751626100470689e-12,3.8144215476911046e-05,0.0044182940240089,0.00030311433045661595
19,0.0037742549367551104,0.10540418932258187,0.2522121304646855,0.00016523253766394849,1.743594476323893e-11,7.273157478454869e-06,0.0043243058827732,6.320002452650828e-05
20,0.00621923113687138,0.5802450580910682,0.3022390090253682,0.010600798455651659,2.38213228776444e-11,0.0002571788458814,0.0079444937686132,0.011437771655542505
21,0.003485516948757794,0.14404243702571573,0.2522121304646855,0.0007588363183727971,4.590825186714851e-11,0.0003031085965229,0.0085835726704864,0.00030311433045661595
