"","pVal","phase","peak.shape","period"
"0",1.28557907471147e-05,4,18,24
"1",5.40157838000258e-05,12,6,24
"2",4.60543795865519e-05,4,18,24
"3",0.000931219818749243,4,16,24
"4",5.12698442982993e-05,4,16,24
"5",0.000119757713475084,2,18,24
"6",4.70565342629956e-06,2,18,24
"7",4.23992700955558e-05,4,18,24
"8",5.15554636938743e-07,4,18,24
"9",1.10892473971973e-05,4,16,24
"10",4.12319073670042e-05,4,16,24
"11",5.23468771260533e-06,4,16,24
"12",0.000109754790700702,2,18,24
"13",3.18558835375044e-05,2,18,24
"14",7.65191616545083e-05,2,18,24
"15",4.76149264850655e-05,2,18,24
"16",2.08527468527617e-06,4,16,24
"17",1.8935242685554e-06,4,16,24
"18",5.21103335490911e-05,4,16,24
"19",7.6988279653719e-05,4,18,24
"20",4.78408098340455e-06,2,18,24
"21",8.1714974836466e-08,4,16,24
"22",2.92886506834176e-08,2,18,24
"23",5.08631913337113e-07,4,18,24
"24",7.38773568341451e-06,4,18,24
"25",5.60859397779142e-06,4,16,24
"26",1.41330900318519e-05,4,16,24
"27",0.000102539688596599,4,18,24
"28",0.000104220667098182,4,18,24
"29",3.34217705620845e-06,4,16,24
"30",7.64079588350782e-05,2,18,24
"31",8.83644658659186e-07,4,18,24
"32",2.26706830830832e-05,4,16,24
"33",8.80076892757255e-07,4,18,24
"34",6.62824745566609e-05,4,16,24
"35",3.06586307940004e-07,4,16,24
"36",0.000111554049564648,4,16,24
"37",4.04643279755532e-06,2,18,24
"38",0.00519622434692675,4,18,24
"39",0.000365162864038781,4,16,24
"40",0.00036305172423183,4,16,24
"41",4.39194319787959e-06,4,18,24
"42",0.0006222443957559,4,16,24
"43",6.10997015664677e-06,2,18,24
"44",0.000485864713203498,2,18,24
"45",3.17343722253688e-07,4,16,24
"46",0.000176691708405862,4,18,24
"47",1.2393099488438e-06,4,16,24
"48",9.41130685259911e-06,4,16,24
"49",9.72972524970279e-08,2,18,24
"50",3.51513197655221e-05,2,18,24
"51",4.95888657967157e-05,4,16,24
"52",0.000237978452404172,4,16,24
"53",1.63007229873585e-07,4,16,24
"54",5.45342417254071e-07,2,18,24
"55",2.15651459968775e-05,4,16,24
"56",5.60859397779142e-06,4,16,24
"57",0.000241879738509159,4,16,24
"58",5.5151174114949e-06,4,16,24
"59",8.78591040539616e-06,4,16,24
"60",5.08927691816051e-05,4,18,24
"61",1.78747832385646e-05,4,18,24
"62",0.000333306183146311,2,18,24
"63",1.40690355159019e-07,4,16,24
"64",1.46204379639847e-05,4,16,24
"65",5.91287434514204e-06,2,18,24
"66",1.41457230112302e-06,4,16,24
"67",1.147811059912e-05,4,18,24
"68",0.000737274270747717,4,18,24
"69",1.6014745391089e-07,4,16,24
"70",0.000179636570212626,2,18,24
"71",0.000254078455368664,4,18,24
"72",1.00652330169339e-07,2,18,24
"73",0.000158652301602782,2,18,24
"74",0.000162667591453006,2,18,24
"75",9.552856791061e-06,2,18,24
"76",4.92568205017919e-05,2,18,24
"77",0.00102434180062417,2,18,24
"78",8.26206632562531e-07,4,16,24
"79",5.12698442982993e-05,2,18,24
"80",0.00178156569727221,4,18,24
"81",0.000455965346237129,2,18,24
"82",7.64273314292883e-06,2,18,24
"83",0.000455965346237129,2,18,24
"84",0.000887916701066996,2,18,24
"85",0.0031988329496895,2,18,24
"86",5.17555280237764e-07,4,18,24
"87",0.000115657970622762,2,18,24
"88",0.000113878617228565,2,18,24
"89",1.78747832385646e-05,4,18,24
"90",0.000230173491082938,2,18,24
"91",1.34966434961567e-05,4,16,24
"92",0.000155393041332588,4,18,24
"93",0.00136492319069036,2,18,24
"94",3.12301790498166e-06,4,16,24
"95",6.90805575563113e-06,4,16,24
"96",0.000234587267965183,4,16,24
"97",3.03163226372217e-08,2,18,24
"98",2.88875527461599e-05,4,18,24
"99",3.61066311166475e-06,2,18,24
"100",0.000975252770024405,2,18,24
"101",0.000115482419480578,4,18,24
"102",4.39005196900246e-06,4,18,24
"103",9.39183526094072e-06,4,16,24
"104",0.000121354406911794,4,18,24
"105",2.25262382615687e-08,4,16,24
"106",7.64273314292883e-06,2,18,24
"107",1.08017076362802e-05,4,16,24
"108",2.80429698889571e-06,4,18,24
"109",1.32783208804692e-06,4,16,24
"110",4.83607972885892e-06,4,18,24
"111",0.000269693620294935,4,16,24
"112",1.00652330169339e-07,2,18,24
"113",6.20851806239914e-06,2,18,24
"114",3.6799037879531e-05,2,18,24
"115",7.64273314292883e-06,2,18,24
"116",8.98049272542356e-07,2,18,24
"117",0.000176691708405862,4,18,24
"118",2.29056585581453e-05,2,18,24
"119",0.000227140053109145,2,18,24
"120",2.1451331030644e-05,2,18,24
"121",0.00119644199600764,4,18,24
"122",0.00012872269942044,12,8,24
"123",0.000406072163635658,4,18,24
"124",0.000105849576114202,4,16,24
"125",3.47448455337335e-05,2,18,24
"126",0.000514969765858209,4,18,24
"127",2.96454676942219e-07,4,18,24
"128",0.000322725034474999,2,18,24
"129",9.30982765373071e-07,4,18,24
"130",0.00184044666844411,2,18,24
"131",1.8935242685554e-06,4,16,24
"132",2.39964042037713e-05,2,18,24
"133",1.52854662858577e-05,4,16,24
"134",0.000401447997261871,4,16,24
"135",3.11965015096846e-07,4,16,24
"136",8.9373916192823e-06,4,16,24
"137",3.51513197655221e-05,2,18,24
"138",1.01726382667423e-06,4,16,24
"139",1.03511056047553e-06,4,16,24
"140",9.41130685259911e-06,4,16,24
"141",3.2954362280177e-05,2,18,24
"142",9.25445173838913e-06,4,16,24
"143",1.76728931731837e-06,4,16,24
"144",2.12918865911579e-05,2,18,24
"145",3.06586307940004e-07,4,16,24
"146",5.21103335490911e-05,4,16,24
"147",3.8528175736381e-05,4,16,24
"148",5.94262555756412e-05,6,14,24
"149",0.000850817866665188,4,16,24
"150",4.6223500601908e-06,4,16,24
"151",3.45635004381432e-05,4,16,24
"152",8.63442919151002e-06,4,16,24
"153",0.000236618195102177,4,18,24
"154",0.000249682310719132,4,16,24
"155",5.54321884159897e-07,4,16,24
"156",7.82931657495447e-05,2,18,24
"157",4.3130291993755e-05,4,18,24
"158",0.00047518475889908,2,18,24
"159",1.63007229873585e-07,4,16,24
"160",0.000406175481552221,6,14,24
"161",6.91270008762863e-05,4,18,24
"162",3.28738726840175e-06,4,16,24
"163",1.84807080941092e-05,4,18,24
"164",2.1451331030644e-05,2,18,24
"165",7.91994808027313e-05,4,16,24
"166",5.32816427890185e-06,4,16,24
"167",0.00170589396185309,2,18,24
"168",0.000249682310719132,4,16,24
"169",9.81570359071622e-07,4,16,24
"170",0.000507167193648236,4,18,24
"171",2.19306569459771e-05,4,16,24
"172",1.20127880751727e-05,4,18,24
"173",1.5544541985618e-05,4,16,24
"174",0.000735051423922014,4,16,24
"175",0.000455445005364855,4,16,24
"176",5.17196615268815e-05,2,18,24
"177",2.095392013733e-05,4,18,24
"178",0.000115482419480578,4,18,24
"179",1.86758436810246e-06,4,16,24
"180",8.69079941170022e-07,2,18,24
"181",6.01142225089441e-06,2,18,24
"182",6.80120492492495e-05,4,18,24
"183",1.81777456663369e-05,4,18,24
"184",1.87836705218814e-05,4,18,24
"185",0.000350855478469458,4,18,24
"186",7.03026460195897e-06,4,18,24
"187",9.78703972820719e-06,4,16,24
"188",8.61721552820914e-08,4,16,24
"189",0.000236618195102177,4,18,24
"190",1.6014745391089e-07,4,16,24
"191",6.91270008762863e-05,4,18,24
"192",0.000386735393938722,4,18,24
"193",7.74607578347646e-05,4,16,24
"194",5.00777675101551e-05,2,18,24
"195",7.02232407856815e-06,4,18,24
"196",0.000399626573736679,2,18,24
"197",1.42069931538491e-05,4,16,24
"198",3.98800415516926e-05,4,16,24
"199",0.000670283048354281,2,18,24
"200",0.00196948701267854,4,16,24
"201",2.4628410250896e-05,4,18,24
"202",0.000112763358603381,4,16,24
"203",6.41443302161234e-05,4,16,24
"204",0.000167331074346972,4,16,24
"205",2.30477728372629e-06,2,18,24
"206",0.000386735393938722,2,18,24
"207",3.23259748059505e-06,4,16,24
"208",0.000157503540930688,2,18,24
"209",1.06751970493781e-06,4,16,24
"210",0.000701702566245888,2,18,24
"211",0.0120973736150992,4,18,24
"212",3.11965015096846e-07,4,16,24
"213",0.000993301139999192,4,16,24
"214",8.9373916192823e-06,4,16,24
"215",3.41376613397703e-05,4,16,24
"216",0.00431369067371094,2,18,24
"217",1.81777456663369e-05,4,18,24
"218",3.11965015096846e-07,4,16,24
