auc,precision,recall,f1,accuracy,model,mcc
0.8819000000000001,0.988238302224495,0.773,0.8674671754011896,0.8819,ARS,0.782587241571299
0.6294,0.9984591679506933,0.2592,0.41155922515084153,0.6294,JTK,0.3850236356763879
0.5,0.0,0.0,0.0,0.5,LS,0.0
0.8466999999999999,0.9926115373685707,0.6986,0.8200493015612161,0.8467,meta2d,0.7259775611153328
0.7878,0.8968560397131826,0.6504,0.7539995362856481,0.7878,Cosinor,0.5986470684902999
0.8673,0.9951469398759774,0.7382,0.8476288896543805,0.8673,Cosinor1,0.7603834733857285
0.9485000000000001,0.953671859194821,0.9428,0.9482047671728855,0.9485,Cosinor1(amp),0.897058292741855
0.9041000000000001,0.9759717314487633,0.8286,0.8962682531097891,0.9041,Rain,0.8175745032639526
