test,period,n_components,p,q,p_reject,q_reject,amplitude,CI(amplitude),p(amplitude),q(amplitude),acrophase,CI(acrophase),p(acrophase),q(acrophase),mesor,CI(mesor),p(mesor),q(mesor),peaks,heights
0.0,24.0,1.0,4.871125725003367e-10,1.5165397649450085e-09,0.4991663047597945,0.9982734502039372,1.0963330482693527,"[0.8878015322267473, 1.3084747278343363]",0.0,0.0,-0.012578949563923025,"[-0.16981676414841615, 0.14627706261108528]",0.883842676720902,0.9391850128536638,0.08564666515975827,"[-0.05194532028154883, 0.2187949569112317]",0.2268193523437536,0.9997648415523305,[0.04804805],[1.18197971]
1.0,24.0,1.0,4.0852192184637204e-08,8.468530718208376e-08,0.49623169617377116,0.9982734502039372,0.8975787019125887,"[0.7447382748345059, 1.0756962926771036]",0.0,0.0,-0.037736848691769076,"[-0.30022656192701447, 0.21358231366528713]",0.7407797672002738,0.8551076615494331,-0.02988031845455663,"[-0.1673119709860808, 0.11418244411357181]",0.7111816804775111,0.9997648415523305,[0.14414414],[0.86768256]
10.0,24.0,1.0,5.299094496535872e-13,1.9211685382644013e-11,0.33037807472096836,0.9982734502039372,0.9547135021808999,"[0.8468671806312681, 1.0669063396521343]",0.0,0.0,0.14465791998511524,"[0.0188534542676711, 0.2746207136542735]",0.02456151969849807,0.04766450552784411,0.062242369483448745,"[-0.021529440781946955, 0.14280634581774784]",0.1478819986755826,0.9997648415523305,[23.44744745],[1.01695587]
100.0,24.0,1.0,4.670153153085721e-11,2.558988029088066e-10,0.8927399317924491,0.9982734502039372,1.0158530480905976,"[0.89161513315289, 1.139919035457004]",0.0,0.0,-0.10063159651138509,"[-0.2891852549253875, 0.0861790906949447]",0.2888176159513054,0.44453996606326823,-0.03939225241073707,"[-0.1488669280480341, 0.07110772080467813]",0.4880488415453532,0.9997648415523305,[0.38438438],[0.97645575]
1000.0,24.0,1.0,9.234391029622202e-12,8.84520213565345e-11,0.9426383351739664,0.9982734502039372,1.0305763528206457,"[0.8855925340918508, 1.1843960605349042]",0.0,0.0,-0.0503157982556921,"[-0.1926699936545641, 0.07951215015755925]",0.4147911637477635,0.5813471110690448,-0.03633429797101395,"[-0.14041044876165998, 0.06846194286014036]",0.499227368230712,0.9997648415523305,[0.19219219],[0.99424038]
1001.0,24.0,1.0,2.629054307590195e-09,6.548080467223399e-09,0.5487317135397908,0.9982734502039372,0.8589011178074969,"[0.7238070509982829, 1.0001166206799619]",0.0,0.0,-0.08805264694746207,"[-0.29286219857202633, 0.12062825701745658]",0.4139013380186274,0.5805067854398701,0.0791435760600333,"[-0.035388201812149356, 0.19439144138256353]",0.17480039255740776,0.9997648415523305,[0.33633634],[0.93803935]
1002.0,24.0,1.0,1.2649425951138937e-10,5.288221551479489e-10,0.9859380817387708,0.9982734502039372,0.8421580785711336,"[0.6951312209989141, 0.9949125375547402]",0.0,0.0,-0.16352634433100022,"[-0.2871285088713196, -0.02929985915270783]",0.016205370223425275,0.03186270197291639,-0.0696981024044303,"[-0.16482657400588865, 0.020154507870642213]",0.12516653497666885,0.9997648415523305,[0.62462462],[0.77245998]
1003.0,24.0,1.0,9.008449541880736e-11,4.120974172864015e-10,0.808762248795961,0.9982734502039372,0.9432595414345746,"[0.7902069047887349, 1.104038674206421]",0.0,0.0,0.10692107129334705,"[-0.029365643814211695, 0.25213265466541357]",0.12075819133644039,0.21189365035346622,0.032583700220282785,"[-0.07201915453139764, 0.1350998459041346]",0.5502044230807046,0.9997648415523305,[23.59159159],[0.9758269]
1004.0,24.0,1.0,2.3672155013976237e-08,5.0046839353015304e-08,0.379743070755734,0.9982734502039372,1.0493287603825474,"[0.8348982099386556, 1.2784431539399417]",0.0,0.0,-0.0503157982556921,"[-0.2542644597065291, 0.16461475721160324]",0.6745855627638118,0.8070606816077047,-0.07031549138908111,"[-0.23003239705050663, 0.09161943758815641]",0.3986288036415999,0.9997648415523305,[0.19219219],[0.97900071]
1005.0,24.0,1.0,5.812745840216849e-10,1.761972064327629e-09,0.4000447823849973,0.9982734502039372,0.904512710950848,"[0.7618924686144545, 1.0487439579500204]",0.0,0.0,-0.02515789912784605,"[-0.19849227350653043, 0.16624100391772356]",0.8622787087073178,0.9285368335461103,-0.03411586752863249,"[-0.1447497919499553, 0.07818801610028978]",0.5580813831941005,0.9997648415523305,[0.0960961],[0.87039086]
