"","pVal","phase","peak.shape","period"
"0",0.00365023978015918,24,18,24
"1",0.537385339679799,24,16,24
"2",0.024299449037873,6,12,24
"3",0.0174389041780428,2,14,24
"4",8.05779736618864e-05,4,14,24
"5",0.0180740688336489,6,8,24
"6",4.21325393529735e-06,6,12,24
"7",6.96358517737909e-05,8,10,24
"8",0.000999748174577093,2,14,24
"9",7.92350074341883e-05,6,10,24
"10",0.00398572221326521,8,6,24
"11",0.00509528528009155,22,18,24
"12",0.000299270244019977,4,12,24
"13",0.00615468005823817,8,6,24
"14",0.00334262796266383,6,8,24
"15",0.0329302401365842,22,18,24
"16",0.0093691182990323,4,14,24
"17",0.000575042820757279,6,12,24
"18",2.16765341339469e-05,4,12,24
"19",0.0178306036766524,8,10,24
"20",0.00121551077397514,4,12,24
"21",0.000156554220844143,6,8,24
"22",0.0139500277464282,6,8,24
"23",0.00012872269942044,8,8,24
"24",1.23130608150706e-05,8,10,24
"25",4.58448405140733e-05,2,12,24
"26",0.000390672371213012,6,10,24
"27",6.02890165778598e-08,8,8,24
"28",0.000155046151417778,4,12,24
"29",0.0529398797657073,2,16,24
"30",0.00772261389716369,4,10,24
"31",0.00375334541061098,8,10,24
"32",3.33171162821505e-05,2,14,24
"33",0.298722236891173,4,16,24
"34",2.44470774863164e-05,4,16,24
"35",0.00535011088616014,4,14,24
"36",2.66523569332762e-05,6,10,24
"37",7.25599964126558e-08,4,10,24
"38",0.0796687714078722,6,14,24
"39",8.43355616892538e-05,6,10,24
"40",0.000229647224936376,6,12,24
"41",8.83660076782889e-05,2,16,24
"42",0.00360377795376709,4,12,24
"43",0.00105109168509049,4,12,24
"44",0.00170431766448663,8,6,24
"45",0.0151125300586306,6,10,24
"46",0.0152717071359648,4,12,24
"47",0.134267732691267,2,16,24
"48",0.000588762218484578,4,14,24
"49",0.000291146221979758,6,8,24
"50",0.00583764533853838,24,18,24
"51",1.2593387029939e-05,2,16,24
"52",0.000773603117053052,4,14,24
"53",0.018912270012399,24,18,24
"54",0.00113182896386071,4,14,24
"55",0.00217373148772251,24,16,24
"56",0.000279318894418646,4,8,24
"57",5.13183393025361e-05,4,14,24
"58",2.42656350185765e-06,6,12,24
"59",0.00017028704723398,8,8,24
"60",0.00132360539553042,2,16,24
"61",0.00655253824250966,24,18,24
"62",0.00262281597632633,8,6,24
"63",0.0142412270750783,24,18,24
"64",4.06438799822174e-05,4,14,24
"65",0.000150112774631407,2,12,24
"66",0.0049107253012221,24,18,24
"67",0.00316378406287803,4,16,24
"68",0.0148264448723975,4,8,24
"69",2.63847170945826e-06,4,12,24
"70",0.0171613642159193,6,8,24
"71",0.00244977595571676,4,16,24
"72",0.122600143406559,8,8,24
"73",0.085964906393053,6,14,24
"74",0.00558299295733244,8,10,24
"75",0.00090659301423759,8,12,24
"76",0.029307775481946,4,10,24
"77",2.95979563765171e-05,8,8,24
"78",0.00278110063617901,24,12,24
"79",0.0180740688336489,24,16,24
"80",0.00090627593831325,4,12,24
"81",0.000468525186926098,2,16,24
"82",0.00266226336243481,10,6,24
"83",0.00144466444447865,2,14,24
"84",0.000360933335558512,2,14,24
"85",0.000199346813979676,2,14,24
"86",9.38232612820151e-07,4,10,24
"87",5.98680415350485e-05,4,16,24
"88",0.00668525592532767,8,6,24
"89",7.7143960012333e-05,4,14,24
"90",1.28819725177501e-05,4,12,24
"91",6.34435603771162e-06,4,14,24
"92",0.00380557579734123,2,14,24
"93",0.403565508566972,4,12,24
"94",0.0080251663292402,2,14,24
"95",2.71297789817603e-07,6,10,24
"96",3.35176583215073e-05,6,8,24
"97",0.182100048932279,8,8,24
"98",0.000858115440910048,2,12,24
"99",5.61077255999356e-05,2,16,24
"100",0.00191441290390651,8,12,24
"101",0.0646284015993753,24,18,24
"102",0.00171632624727482,2,14,24
"103",2.87628957135533e-05,6,8,24
"104",0.00468362611430743,8,6,24
"105",5.46540568387782e-06,6,10,24
"106",0.000463164412235446,6,10,24
"107",6.09624571151806e-05,4,16,24
"108",0.938274762871477,4,6,24
"109",2.19598451071944e-05,8,8,24
"110",0.000420048970895887,6,14,24
"111",0.0211564041538783,8,8,24
"112",0.0205501304715011,22,18,24
"113",6.43193498867729e-07,2,16,24
"114",0.000849633692168672,4,12,24
"115",0.00190237343683866,6,8,24
"116",0.0670697743174794,22,16,24
"117",0.000921702897808217,4,14,24
"118",0.00018032956181414,10,6,24
"119",0.0085894842642344,2,12,24
"120",1.08219315801833e-05,4,14,24
"121",0.000149877946370519,6,12,24
"122",0.0118217787223665,22,18,24
"123",0.0359579176152361,8,6,24
"124",4.04187630930517e-05,6,10,24
"125",0.00223370023283218,8,6,24
"126",0.0422206382941659,24,16,24
"127",3.47262417076973e-05,24,18,24
"128",6.46108858204697e-06,8,6,24
"129",0.000895451196988529,4,10,24
"130",0.000640936791798034,6,8,24
"131",6.81910979644458e-05,4,10,24
"132",0.000284306731818979,6,12,24
"133",0.16374592752886,6,10,24
"134",0.0015705012715441,4,12,24
"135",1.5079875010609e-06,2,14,24
"136",0.00878458639423054,4,10,24
"137",2.42656350185765e-06,4,12,24
"138",0.00215736517149248,4,16,24
"139",0.0382851713373809,8,6,24
"140",0.00760003272419284,8,10,24
"141",0.000196032341594878,4,12,24
"142",1.48105915282767e-06,2,14,24
"143",0.00104455114129109,8,6,24
"144",5.51892403141156e-05,2,16,24
"145",4.46170906015791e-05,8,8,24
"146",0.000575042820757279,6,12,24
"147",0.000365866277404845,4,12,24
"148",4.61295343507852e-05,8,8,24
"149",0.0470310525453804,10,6,24
"150",0.000473188588000677,4,12,24
"151",0.00161825639462297,8,6,24
"152",2.00939784729022e-07,2,16,24
"153",0.017778637905251,6,10,24
"154",0.000153807655566175,6,8,24
"155",0.00368304397591657,6,14,24
"156",0.00587367137913082,6,12,24
"157",6.58795353215832e-05,6,10,24
"158",0.0530082411669584,2,14,24
"159",6.90136402381351e-05,2,16,24
"160",0.000738388300920039,6,10,24
"161",1.58858412422031e-05,6,10,24
"162",0.00205156001941272,6,12,24
"163",5.23830077557707e-05,2,16,24
"164",1.9512828830546e-06,4,14,24
"165",0.000512859999249385,8,6,24
"166",0.000266818315220366,6,10,24
"167",3.72792211029473e-07,2,16,24
"168",4.1862290346375e-05,4,10,24
"169",6.81910979644458e-05,4,10,24
"170",0.00323338497082608,2,14,24
"171",6.13656061596073e-08,8,8,24
"172",0.00874743676228579,6,10,24
"173",0.000300833574112143,24,14,24
"174",0.00831557725301751,6,12,24
"175",5.26279898867579e-06,8,10,24
"176",3.64098604852785e-05,4,12,24
"177",0.000124661016127548,4,12,24
"178",0.00391929350971079,2,14,24
"179",1.36044065421037e-05,4,12,24
"180",0.00203395186848301,4,14,24
"181",0.000209295568764584,2,14,24
"182",0.0437090428287389,8,6,24
"183",0.00419378176427988,24,18,24
"184",3.57407629070863e-08,8,8,24
"185",0.0016769340039234,4,16,24
"186",0.0190840711750732,6,14,24
"187",0.101416326465585,6,12,24
"188",0.0226935148517622,4,10,24
"189",0.00187743895541921,8,8,24
"190",0.000367170854807261,24,18,24
"191",7.4044175281455e-06,4,12,24
"192",0.00235612501261424,24,18,24
"193",4.64920598043376e-05,2,14,24
"194",0.0022141599064681,8,6,24
"195",0.000777071267162656,24,18,24
"196",0.00197239460049724,2,14,24
"197",0.000271375966609473,6,10,24
"198",3.43594203393255e-05,6,8,24
"199",0.000126847111071973,2,16,24
"200",0.00287081355992672,4,12,24
"201",5.91959127530342e-05,4,12,24
"202",1.49377997009839e-06,4,12,24
"203",0.00496256353590364,2,14,24
"204",0.000262444244479048,6,10,24
"205",5.43134210780487e-07,6,12,24
"206",0.00397194175675911,8,10,24
"207",0.000123712917550787,6,12,24
"208",0.00788957840198895,4,12,24
"209",0.00281500905795824,2,14,24
"210",0.146330693396,24,16,24
"211",0.000322754445200682,4,14,24
"212",0.0001798325770295,6,10,24
"213",0.0389363147114668,24,18,24
"214",0.000164793916678045,6,8,24
"215",0.036294150129358,6,12,24
"216",1.10284121032361e-05,6,10,24
"217",0.000122987748499704,6,6,24
"218",0.000236594294000339,4,14,24
"219",0.00270452151104488,8,6,24
"220",0.00036065912362828,6,8,24
"221",0.000422971830561164,2,14,24
"222",0.000528435344024322,24,18,24
"223",0.0040125831646201,2,14,24
"224",3.40688422877701e-05,4,12,24
"225",0.000409702229835484,2,16,24
"226",0.00102953098342157,2,14,24
"227",0.0141625166233816,6,10,24
"228",0.00400010534134992,2,12,24
"229",0.000651948721245378,4,12,24
"230",0.000118852511151282,6,10,24
"231",3.38326124548794e-06,2,16,24
"232",0.158175427763217,2,18,24
"233",0.000417560884153214,8,8,24
"234",0.00891193559269243,4,14,24
"235",0.00043730985871578,4,14,24
"236",0.0720870259516176,24,18,24
"237",4.85312700371531e-07,6,10,24
"238",0.00354371498787097,4,12,24
"239",0.0406281148263494,10,6,24
"240",0.138050330445737,2,18,24
"241",0.00108550386643789,8,8,24
"242",0.0639968375284842,2,14,24
"243",3.43992144122321e-06,2,14,24
"244",4.36646316930816e-06,4,12,24
"245",0.000395924690305234,2,14,24
"246",1.10964659660701e-08,4,12,24
"247",0.000824080597810796,2,16,24
"248",0.000108142128126897,2,16,24
"249",0.00240078208200215,6,12,24
"250",0.00096215012893471,24,18,24
"251",0.00732768183932641,8,12,24
"252",0.00450091521970565,24,16,24
"253",0.00534367624703705,4,14,24
"254",0.882988845460365,4,14,24
"255",0.000391223456139151,8,8,24
"256",2.19598451071944e-05,4,14,24
"257",0.00219708219622837,6,10,24
"258",0.0145131532234194,6,8,24
"259",0.000230765126566279,6,8,24
"260",0.0114464841597517,8,10,24
"261",0.000378268524096535,4,12,24
"262",0.0002621206558918,6,10,24
"263",0.00160857660454756,2,14,24
"264",0.000530544826809709,2,16,24
"265",7.18513934557526e-07,4,12,24
"266",7.30736213662417e-05,4,12,24
"267",0.0362234116826794,24,16,24
"268",0.000210957643892113,8,8,24
"269",0.205345857189705,24,18,24
"270",0.000565615889269455,6,12,24
"271",5.27694341891652e-06,8,10,24
"272",0.1265343959215,8,10,24
"273",0.0582720156583294,6,8,24
"274",1.19161600537653e-06,4,10,24
"275",0.00280233368546548,4,12,24
"276",6.12645777713479e-07,6,10,24
"277",0.0143177637382004,10,6,24
"278",0.00254363456676147,10,6,24
"279",0.0163518692872045,4,10,24
"280",0.0044283198129362,6,8,24
"281",3.04187921183671e-06,8,10,24
"282",0.00300242890148136,2,10,24
"283",1.69527979910187e-05,2,16,24
"284",0.00232333749871176,4,10,24
"285",0.00979283608754538,8,8,24
"286",1.26974461059635e-05,4,12,24
"287",2.09335845767998e-07,4,12,24
"288",0.862508160246252,24,16,24
"289",2.02093815465258e-05,6,12,24
"290",0.00015930078612211,6,8,24
"291",0.0120328530702366,8,10,24
"292",0.00376192457494912,22,18,24
"293",0.00527751026306158,4,12,24
"294",6.82753226795405e-05,6,8,24
"295",0.00208722808641695,2,16,24
"296",0.0017865951349957,4,12,24
"297",5.27694341891652e-06,6,10,24
"298",0.00162129069486937,4,14,24
"299",0.00419017489179721,6,14,24
"300",1.39422217176279e-06,4,12,24
"301",0.000262444244479048,4,10,24
"302",0.00279917151661703,8,10,24
"303",0.00477479131874009,4,14,24
"304",0.0198536543587376,4,12,24
"305",9.10246512131963e-06,6,10,24
"306",1.10117900289585e-05,4,14,24
"307",5.05802003180422e-07,8,6,24
"308",0.000669772601099688,2,16,24
"309",0.0350941503267657,8,6,24
"310",0.00456024195989852,2,16,24
"311",0.012608180008266,8,10,24
"312",0.00155893374824465,10,6,24
"313",0.000768322330052256,6,8,24
"314",0.00395795866574091,2,14,24
"315",0.00132532692541288,6,10,24
"316",0.0842212726311792,6,8,24
"317",0.0012625159157367,2,16,24
"318",0.000628467512441953,6,10,24
"319",9.81222332026504e-05,4,12,24
"320",0.000268667547402991,2,14,24
"321",0.000588564813239289,4,10,24
"322",5.98680415350485e-05,4,16,24
"323",5.11577938308235e-06,8,6,24
"324",0.0206575712979338,2,16,24
"325",0.1947324220599,8,18,24
"326",0.019089633919956,8,8,24
"327",0.00189722853171239,2,16,24
"328",9.99850175157137e-06,2,16,24
"329",0.00012028694538623,2,12,24
"330",0.00210459655766661,4,10,24
"331",0.00179519989188156,6,8,24
"332",0.000150112774631407,2,12,24
"333",0.0288673509476242,10,6,24
"334",0.00577736982801326,2,14,24
"335",0.000192810852865588,2,14,24
"336",0.0812509831742605,8,8,24
"337",0.00225271007060351,8,8,24
"338",0.0015994365774413,8,10,24
"339",1.39422217176279e-06,4,12,24
"340",7.5754870989207e-05,6,8,24
"341",0.0256003739628971,6,8,24
"342",0.000351218119760415,2,12,24
"343",2.36958818733419e-05,2,16,24
"344",2.57639450355003e-05,6,10,24
"345",0.157767559163989,24,18,24
"346",0.00845094419545642,6,10,24
"347",0.0022902552384469,6,8,24
"348",0.000253696102996413,6,10,24
"349",5.33184186085523e-05,2,16,24
"350",9.38232612820151e-07,6,10,24
"351",2.98755994019677e-06,6,10,24
"352",0.00836487953852239,4,14,24
"353",3.86790832263822e-10,2,14,24
"354",0.000843830575568451,4,10,24
"355",0.0406281148263494,8,6,24
"356",8.78858701368791e-06,2,16,24
"357",2.98431517767466e-07,24,18,24
"358",4.25840539730366e-05,6,10,24
"359",0.0564139681706206,4,12,24
"360",0.00125776312275363,6,6,24
"361",0.0039300078207371,2,14,24
"362",0.153426127318224,4,12,24
