auc,precision,recall,f1,accuracy,model,mcc
0.8363,0.8343607078942136,0.8392,0.8367733572639344,0.8363,ARS,0.6726113134174383
0.7378,0.9463213213213213,0.5042,0.6578810020876826,0.7378,JTK,0.5379167634603854
0.6014,0.9893822393822393,0.205,0.33962889330682566,0.6014,LS,0.33274164042274024
0.8285,0.9032654063343972,0.7358,0.8109776259230684,0.8285,meta2d,0.6685912756270513
0.8676,0.8837160751565762,0.8466,0.8647599591419817,0.8676,Cosinor,0.7358493055576418
0.8599,0.7962139917695473,0.9674,0.8734988713318285,0.8599,Cosinor1,0.737036294944509
0.8966000000000001,0.929778933680104,0.858,0.8924485125858123,0.8966,Cosinor1(p),0.7955742906248233
0.8748,0.8388788426763111,0.9278,0.8811016144349477,0.8748,Rain,0.753847076615718
