"","pVal","phase","peak.shape","period"
"0",4.14905357353083e-11,4,8,24
"1",2.36054290677582e-11,2,10,24
"2",6.27561622656599e-09,2,12,24
"3",1.21706574907627e-09,2,12,24
"4",5.64665203899585e-09,24,16,24
"5",1.21020232593586e-11,24,14,24
"6",8.6074686432136e-11,2,12,24
"7",5.33647415549635e-10,2,12,24
"8",3.55605915854259e-11,24,14,24
"9",6.44633693031065e-10,24,14,24
"10",3.5515612284775e-09,24,14,24
"11",4.43199463945948e-09,2,12,24
"12",1.62508472628286e-07,2,14,24
"13",8.76686621068052e-11,2,12,24
"14",2.59735438429017e-08,2,12,24
"15",8.16197885636672e-09,24,12,24
"16",3.42241354744195e-09,4,10,24
"17",8.00811545652513e-11,2,12,24
"18",2.61972367633457e-10,2,10,24
"19",4.49237409618808e-10,2,12,24
"20",5.43859921479275e-11,4,10,24
"21",1.39456616738532e-06,6,10,24
"22",8.76686621068052e-11,2,12,24
"23",6.14981379174832e-10,24,16,24
"24",2.89310401765356e-13,24,14,24
"25",4.5992397201938e-09,4,8,24
"26",1.51504111087505e-09,4,10,24
"27",6.35426688428451e-11,2,14,24
"28",1.36416073365373e-09,24,14,24
"29",2.57911687523108e-10,24,14,24
"30",2.36054290677582e-11,2,10,24
"31",1.45339593535912e-08,4,10,24
"32",1.08771984295855e-10,4,8,24
"33",3.87674905111948e-12,2,12,24
"34",1.26972992148601e-12,2,12,24
"35",6.35426688428451e-11,2,14,24
"36",1.54338225162121e-10,2,14,24
"37",5.70005319023908e-09,2,12,24
"38",1.93786124714549e-08,4,10,24
"39",9.19847944038761e-09,2,14,24
"40",6.34526762377956e-09,4,10,24
"41",8.49467101824655e-10,2,14,24
"42",8.62732654081521e-12,2,10,24
"43",7.01818617084604e-08,4,10,24
"44",8.76686621068052e-11,2,12,24
"45",5.14242054984194e-10,2,12,24
"46",4.75267724136991e-13,24,16,24
"47",8.76686621068052e-11,2,12,24
"48",5.80966959774367e-09,2,12,24
"49",2.13792846573004e-07,24,16,24
"50",3.84351928720186e-12,4,10,24
"51",2.53222384113597e-10,4,10,24
"52",7.14976425383792e-07,2,10,24
"53",2.23731171772297e-14,2,12,24
"54",2.01152073407143e-12,2,14,24
