auc,precision,recall,f1,accuracy,model,mcc
0.815,0.9581151832460733,0.6588,0.7807537331121119,0.815,ARS,0.6631923448915913
0.6129,0.9862187769164513,0.229,0.37169290699561763,0.6129,JTK,0.35243275523106987
0.53,1.0,0.06,0.11320754716981131,0.53,LS,0.17586311452816472
0.7286999999999999,0.9798573227024758,0.467,0.6325342001896248,0.7287,meta2d,0.5367995778669163
0.8656,0.8752052545155994,0.8528,0.8638573743922204,0.8656,Cosinor,0.7314397174483572
0.8877999999999999,0.8782676550916895,0.9004,0.8891961287774047,0.8878,Cosinor1,0.7758463858668727
0.8265,0.9676310512747064,0.6756,0.7956659992933693,0.8265,Cosinor1(p),0.6849377857082759
0.8845999999999999,0.9420689655172414,0.8196,0.8765775401069519,0.8846,Rain,0.7757833018708915
