auc,precision,recall,f1,accuracy,model,mcc
0.9655000000000001,0.9799958754382347,0.9504,0.9649710630520866,0.9655,ARS,0.9314248452489928
0.8470000000000001,0.9957142857142857,0.697,0.82,0.847,JTK,0.7275096766850113
0.6866,1.0,0.3732,0.5435479172735217,0.6866,LS,0.47896495239302295
0.9329999999999999,0.9933910665451231,0.8718,0.9286322965487858,0.933,meta2d,0.8725609153590673
0.8663,0.8915971776779987,0.834,0.8618373462850056,0.8663,Cosinor,0.7341334296159113
0.9591,0.9908060722685482,0.9268,0.957734835176191,0.9591,Cosinor1,0.9201219151970104
0.9625000000000001,0.9434324065196549,0.984,0.9632892804698973,0.9625,Cosinor1(amp),0.9258563502268271
0.9580000000000001,0.9758935993349959,0.9392,0.9571952710966163,0.958,Rain,0.9166481894492658
