CycID,ARS_pvalue,JTK_pvalue,LS_pvalue,meta2d_pvalue,Cosinor_pvalue,Cosinor1_pvalue,Cosinor1(p)_pvalue,Rain_pvalue
0,0.0008585944950899,0.0272070512720596,0.144397537581867,0.0003136161725935,0.0029308827844766,8.769661365790986e-05,0.0029308827844766,0.0024932307679945
1,0.0007876372351828,0.0023688742750913,0.0594872838807392,1.61199272358248e-05,0.0024356020623554,6.310830497052096e-05,0.0024356020623554,8.80659575615187e-05
2,6.26586166203591e-05,0.0001184471643996,0.0205133925794929,4.24931749787305e-08,0.0038251058068113,4.2931179278808256e-08,7.733467686500318e-05,3.89041166300837e-08
3,1.47333407940486e-06,0.000159780931005,0.0064397870233747,6.04187033736991e-10,1.908294356423035e-06,3.766205927840071e-11,5.898274565530129e-06,6.34773615078299e-06
4,3.43889722365098e-07,2.83939895678181e-06,0.0029859146371265,1.73339120834726e-12,0.0162382226004444,4.704404874415439e-16,2.402313347253398e-07,8.45988032405518e-08
5,0.0049852030269717,0.0180863929339791,0.098897261347714,0.0007153892448382,0.0003461652151141,2.437285636244968e-05,0.0014566705081799,0.0024969789667231
6,0.0001378143440637,0.0011123235787784,0.0304209189385646,9.52197440118319e-07,0.0104023334666287,1.6571239770691277e-07,0.0001366046911678,3.65239999161364e-06
7,0.0008715874978064,0.0146640209743332,0.0866289524788856,0.0001204039719848,9.888038384753273e-07,1.4652681052040712e-05,0.0011251180833473,0.0017466548387193
8,1.18694001782771e-06,0.0001184471643996,0.0044477692090225,2.65081845363113e-10,6.778966671561193e-06,4.109142193833146e-12,2.921645921315505e-06,3.68133685340723e-06
9,0.0244550026504897,0.236585399143175,0.60453572616153,0.0792181992282326,0.0002487491937543,0.0052367918793653,0.0355414917989402,0.010114867943998
10,0.0028901453910406,0.0488599884546946,0.161984511659003,0.0015731856491892,0.0033063931838642,0.0001410558899061,0.0038251058068114,0.0013437868453658
11,0.0234479065971428,0.236585399143175,0.577696779866253,0.0744615918500015,0.0053322451741659,0.0038579218139883,0.0290389512726935,0.0005132168792462
12,0.0002798822729477,0.0076353759692052,0.0415553893857616,1.32366288908559e-05,0.0032257514758678,8.557693481186682e-07,0.0002824599181025,0.0002711923859616
13,0.0020569188200976,0.378841653414575,0.186309687303412,0.0070976869921201,0.0001991194676315,0.001285911785729,0.0142976141165969,0.0044770352120675
14,0.0008639719613317,0.0076353759692052,0.076285442160036,6.07200605290403e-05,0.0002132788028792,2.1929827133872604e-05,0.0013873395959272,0.0003987098473116
15,5.38822830464802e-07,5.9781837302054e-06,0.0038713271199402,6.80266953878572e-12,0.0014164922702994,1.2902647308731712e-14,5.624645738187583e-07,1.78268905697495e-07
16,0.0141034207930304,0.236585399143175,0.34279102245929,0.0351288797076328,0.0007711075969716,0.0008429158755601,0.0109865812092206,0.0086313575782971
17,1.44635442744789e-06,0.0002857574559262,0.0177424928723725,2.60550625519329e-09,0.0559171286342681,1.0095715374872017e-08,4.3341485410038266e-05,3.52855866551905e-05
18,0.0005006423551663,0.0146640209743332,0.0756961778070128,6.62006375090618e-05,0.0001841950452615,7.395645280189078e-06,0.0007959754474645,0.0008930301347995
19,0.0034467774802904,0.040338613070862,0.229792931951406,0.0020743998557269,7.774633729484837e-05,0.0002816828218947,0.0057032951164705,0.0080795923599269
20,0.0030665416211825,0.440691976380001,0.268781238436215,0.0146336362787847,0.0143323370578367,0.0004244418933476,0.007269766907192,0.0170552103232866
21,0.0276154316266799,0.101683413189193,0.591564853583342,0.0463155201700189,0.0014298206580879,0.0067906274148772,0.0422893099891214,0.043639436120915
22,0.0412677163080786,0.682303761313899,0.714003190807109,0.25207652544951,0.0114651350024441,0.0071933104024779,0.0439958035182211,0.0369483235713758
23,0.0017535923359394,0.0076353759692052,0.126776350890633,0.0001740742464356,0.003827059151127,6.967182245284506e-05,0.0025799786752413,7.82771104220713e-05
24,0.0008398074090498,0.0222237719556643,0.127877309377773,0.0002332725708474,0.0001951326180945,4.444154115894271e-05,0.0020197855559353,0.0004312655050899
25,0.0003283932805768,0.0011123235787784,0.0501656930442905,3.25264732004005e-06,0.0001146109969921,3.199012483918098e-06,0.0005271028340682,5.38419693565188e-06
26,0.0006938484013518,0.0146640209743332,0.110391644436009,0.0001219058790028,0.1185855705641949,2.95751772271986e-05,0.0016244849714067,0.0007634184128156
27,0.0004708470812095,0.0060934795025608,0.059382838997094,2.35178121080759e-05,0.0018930908274001,1.5198308744361609e-05,0.001146648475907,0.0003597539419026
28,0.0165315813070186,0.201043276693793,0.336646498370145,0.034555547677913,0.0001181681547615,0.0012844019377029,0.0142849489193128,0.0030370865976959
29,9.60501839086803e-06,0.0008563069849221,0.0120573612088141,2.86919458192259e-08,0.0003942560493097,8.745578534611271e-10,1.736896631748319e-05,3.09283572959011e-07
30,9.66668955395544e-05,0.0008563069849221,0.0307585873427412,5.51445209828749e-07,0.0005751364065966,1.731814118490411e-07,0.0001393488828768,3.58832279877831e-06
31,0.0007436594566125,0.0146640209743332,0.0723811020916312,8.98108814570975e-05,1.8603710636444504e-06,6.122049485047789e-06,0.0007228171681642,0.0011985516590578
32,0.0022138464692367,0.0222237719556643,0.1243818270178,0.0005204845224936,0.0003644259772095,5.403494129808952e-05,0.0022434068901363,5.35351515505852e-05
33,2.30568367509676e-07,6.3920453817753e-05,0.0102355303095802,7.034373084024989e-11,0.0014769760875152,2.0003117453282979e-10,1.0340504956723924e-05,3.65239999161364e-06
34,0.000356851072043,0.0008563069849221,0.04549350506737,2.54035830915544e-06,8.176960830208468e-05,5.464102722410929e-06,0.0006844545835155,0.0001593007861221
35,0.335023094114963,0.236585399143175,0.690450472957672,0.444711857290867,3.677484884279103e-06,0.0948112908699313,0.2683343401377222,0.321802016573354
36,9.73128010126612e-05,0.0006559349147549,0.0233160865330546,3.39167681717711e-07,0.0077043395772332,5.911738254126148e-06,0.0007094754637187,0.0001078999882397
37,6.60164993145917e-05,0.0008563069849221,0.0255506798657998,3.30086959876574e-07,0.000133985169052,4.455215138534164e-07,0.000211014468583,7.2131824725656e-05
38,0.003596342863303,0.121140507684302,0.16780404595761,0.0040846564823315,0.0016091408488423,0.0001357665289572,0.0037405939795514,0.0028048148228677
39,7.25904882431516e-05,0.000499885700757,0.0238271663842115,2.07179786548828e-07,0.0009397776691958,4.9236143881431234e-08,8.190192030054797e-05,2.21453890618829e-05
40,0.086940925689357,0.682303761313899,0.840095516472086,0.423403758650706,0.0007363956951316,0.0191170259320738,0.0861480757942031,0.0337706074904448
41,1.28851757739135e-05,3.36299215085765e-05,0.0089786785167386,1.4488712452021e-09,0.0002479850880721,2.2294359841001477e-10,1.0679717284405271e-05,2.69621503261332e-06
42,0.0062713693205086,0.101683413189193,0.229573975899196,0.0071451602347568,0.0018839585793063,0.0065227353749293,0.0411732572506761,0.0216349184426168
43,0.0013674778076974,0.040338613070862,0.120466888228519,0.0005580919510614,0.0203266040110939,7.521412039681008e-05,0.0026829988239609,0.0010512646996149
44,0.0033995926832677,0.0589789416030357,0.191748611564241,0.0024160704995797,9.920799853846418e-07,0.0001563339143328,0.00405899129518,0.0018574571932116
45,0.0010692604749891,0.0331873774907249,0.0972568220607725,0.0003198080657389,0.0071670579472995,3.766113395217407e-05,0.0018433746126901,0.0012291066895064
46,0.0291604048441136,0.277589235790767,0.651763956222252,0.105503406477521,0.1082134687259052,0.019082475033327,0.0859911329567133,0.158374838196492
47,0.0256201658699051,0.143867005356704,0.556062350218822,0.0540043692658201,0.0018982572289431,0.0055371031723115,0.0368534965981393,0.0371241909467805
48,0.0026335751868179,0.0488599884546946,0.187331836525103,0.0016431141097118,0.0003915109160711,0.0001866594932686,0.0044880266927745,0.0019380015023682
49,0.0054076672627611,0.040338613070862,0.30337729122925,0.0037672374673067,9.203730915785524e-05,0.0031748518497158,0.0255429197859995,0.0111094394948996
50,0.0051958812891499,0.040338613070862,0.220198274783153,0.0028069562087056,0.0039614885881046,0.0004010458717296,0.0070119279380087,7.29839656229571e-05
51,0.0006770792514898,0.0011123235787784,0.0405420327889012,5.13042622329873e-06,0.0004868009862976,7.863953283668484e-07,0.0002715986125812,3.61440345607255e-06
52,0.0102950207974792,0.121140507684302,0.387506972051037,0.0182586532540249,0.000695299056469,0.0024165515284402,0.0213907008152518,0.0078600156414741
53,2.99666568057688e-05,0.0006559349147549,0.0157120108953906,8.11206011253063e-08,0.0025849794754895,1.0611167850882613e-08,4.429902534445671e-05,8.99487273499949e-06
