auc,precision,recall,f1,accuracy,model,mcc
0.9622999999999999,1.0,0.9246,0.960823028161696,0.9623,ARS,0.9272395093398808
0.7678,1.0,0.5356,0.6975774941390986,0.7678,JTK,0.6047702569106826
0.5,0.0,0.0,0.0,0.5,LS,0.0
0.9452,1.0,0.8904,0.9420228523063902,0.9452,meta2d,0.8957964801303848
0.8998999999999999,0.9001400840504302,0.8996,0.8998699609882965,0.8999,Cosinor,0.7998001439640389
0.9781,1.0,0.9562,0.9776096513648912,0.9781,Cosinor1,0.9571185279811031
0.9983,0.9995989572889513,0.997,0.9982977871232602,0.9983,Cosinor1(amp),0.9966033685250785
0.9984,1.0,0.9968,0.998397435897436,0.9984,Rain,0.996805103655196
