"","pVal","phase","peak.shape","period"
"0",8.49197001783316e-07,24,6,24
"1",2.08188411259589e-08,24,8,24
"2",1.99458564576098e-06,24,10,24
"3",0.000202827361673338,22,10,24
"4",0.000384161165026128,22,14,24
"5",1.49884574920301e-05,22,12,24
"6",3.71763099210694e-05,24,8,24
"7",0.000539684756333732,20,18,24
"8",5.44423279085613e-07,24,8,24
"9",1.02343065747893e-05,22,10,24
"10",2.95147227223336e-07,24,8,24
"11",7.58767796248147e-10,22,10,24
"12",2.55655797517146e-06,22,12,24
"13",8.63442919151002e-06,24,8,24
"14",1.15900460988885e-07,22,16,24
"15",4.90785179535811e-07,24,6,24
"16",1.02452238407353e-07,22,12,24
"17",0.000561467517123048,22,14,24
"18",1.25698212897815e-08,24,10,24
"19",0.000393687758670585,2,6,24
"20",9.95853313398924e-07,24,10,24
"21",3.06822811717497e-06,24,8,24
"22",0.000153807655566175,20,16,24
"23",5.60346096032638e-05,22,14,24
"24",8.4903870829417e-06,22,12,24
"25",9.51110768311965e-05,24,8,24
"26",0.000844248666588291,2,6,24
"27",0.000211611112769798,2,6,24
"28",7.88573933574652e-09,20,14,24
"29",5.92124269961123e-08,22,16,24
"30",4.96760727059726e-08,24,12,24
"31",0.000412471670319869,22,10,24
"32",1.26974461059635e-05,22,12,24
"33",8.99162885147501e-05,24,6,24
"34",7.1754358706801e-05,22,14,24
"35",5.01267875266414e-05,22,12,24
"36",3.82064850165641e-07,20,12,24
"37",0.0168176304509131,22,14,24
"38",6.46108858204697e-06,20,18,24
"39",2.01943522427379e-09,24,8,24
"40",2.04058235131076e-06,22,12,24
"41",5.18271228643586e-06,22,14,24
"42",2.73247509278757e-05,22,16,24
"43",8.41848134586377e-08,24,10,24
"44",7.44641713995982e-07,24,12,24
"45",0.00053268915613406,22,10,24
"46",3.01207600783162e-07,24,8,24
"47",7.39431859694305e-05,22,14,24
"48",0.000607444012571067,2,6,24
"49",6.34435603771162e-06,22,10,24
"50",0.00262000521382473,22,16,24
"51",0.000226130141907815,24,8,24
"52",7.38365744316854e-06,24,6,24
"53",1.20696491284553e-06,24,10,24
"54",9.02538467200786e-05,22,12,24
"55",4.11769135717402e-05,22,12,24
"56",0.000391223456139151,22,16,24
"57",4.31419338951142e-06,24,8,24
"58",2.2576042729988e-05,2,10,24
"59",1.05249845269265e-07,24,12,24
"60",1.56533220830841e-05,24,8,24
