auc,precision,recall,f1,accuracy,model,mcc
0.9893000000000001,0.9790483649892304,1.0,0.9894132779261897,0.9893,ARS,0.9788241568220826
0.9974999999999999,0.9950248756218906,1.0,0.9975062344139651,0.9975,JTK,0.995012437733208
1.0,1.0,1.0,1.0,1.0,LS,1.0
0.9832000000000001,0.9674922600619195,1.0,0.9834775767112509,0.9832,meta2d,0.9669459758041495
0.7879,0.7253091250586946,0.9268,0.8137676705593115,0.7879,Cosinor,0.5993927375768433
0.8294,0.7456009543692216,1.0,0.8542627712284299,0.8294,Cosinor1,0.7008579804342983
0.5359,0.5186184005808526,1.0,0.6830134553650707,0.5359,Cosinor1(amp),0.19296839420409037
0.7513,0.6678242286630159,1.0,0.800832866180828,0.7513,Rain,0.5793517561257856
