CycID,ARS_pvalue,JTK_pvalue,LS_pvalue,meta2d_pvalue,Cosinor_pvalue,Cosinor1_pvalue,Cosinor1(amp)_pvalue,Rain_pvalue
0,8.159817266317759e-11,6.29374330294742e-08,0.0007976789112982,0.0,4.871125725003367e-10,4.871125887946693e-10,1.1479267034732058e-30,2.5791168752310803e-10
1,1.10942388609203e-08,1.30367136488675e-06,0.0015701826984868,1.7541523789077502e-14,4.0852192184637204e-08,4.0852192212582925e-08,1.933160430407452e-19,2.64457900945908e-08
2,7.08986647168786e-10,3.90471295559102e-08,0.0006818868555947,0.0,5.299094496535872e-13,1.7837971156866388e-10,6.740869664470341e-34,4.1490535735308294e-11
3,7.70494779089859e-14,7.65208932569074e-11,0.0003146388490282,0.0,4.670153153085721e-11,1.6950017011000928e-13,1.7110761559655544e-66,1.24664392291354e-12
4,1.54524082418561e-09,1.00231102168983e-07,0.0010204630606497,1.11022302462516e-16,9.234391029622202e-12,3.7765380143308334e-09,6.419020020630372e-25,1.26905352475591e-08
5,3.6875797970736804e-09,3.90471295559102e-08,0.0011177469190872,1.11022302462516e-16,2.629054307590195e-09,5.000050363806115e-09,3.281214660050608e-24,2.20972929674571e-10
6,7.513478728071729e-11,2.45682472323497e-07,0.0006641066946937,0.0,1.2649425951138935e-10,9.713957359564259e-11,5.3297938908585153e-36,4.68286226056097e-09
7,1.14110454418892e-09,2.83939895678181e-06,0.0009896207700076,2.77555756156289e-15,9.008449541880735e-11,1.6957861643701803e-09,4.861260383191566e-27,1.76410599862161e-07
8,1.6168101302227501e-09,1.00231102168983e-07,0.000724765020077,1.11022302462516e-16,2.367215501397624e-08,1.981173622098498e-09,1.2922691893874986e-26,8.86398927891897e-09
9,2.7608559882708004e-10,8.626412365462691e-09,0.0007461866735885,0.0,5.812745840216849e-10,2.5004843568233155e-10,8.938603438964051e-33,1.86362855545296e-10
10,6.39821529091478e-13,1.67273951736893e-09,0.0003708013434301,0.0,1.8288318637260655e-09,5.299251534826837e-13,1.1934374593468266e-59,6.0947185522937e-10
11,1.1056713322688e-09,3.78485995846773e-07,0.001024450503162,4.44089209850063e-16,4.881650639276813e-13,2.962334471683178e-09,1.5167346575872517e-25,7.30416833990413e-08
12,1.2723304632089602e-09,1.00231102168983e-07,0.0009786270257324,1.11022302462516e-16,2.0997648064735586e-12,1.326251001679428e-09,1.010166155474582e-27,2.77884593892426e-09
13,8.20838098603005e-08,5.77160035618108e-07,0.0022849151125561,7.727152251391091e-14,1.81419342881739e-08,7.909004064550912e-08,4.079075009901482e-18,1.25145256697617e-08
14,1.63607349890071e-10,1.00231102168983e-07,0.0006661566856429,0.0,3.246948532265037e-08,2.716822282308185e-10,1.6616026887207063e-32,3.72725711090592e-10
15,8.97948382316827e-13,2.93573684251023e-09,0.0004005387913245,0.0,3.5966540856691154e-09,9.192966383028485e-13,1.3462712505735414e-56,2.07452678676542e-11
16,2.60672428087361e-09,1.30367136488675e-06,0.0010180552354643,2.88657986402541e-15,2.9812863289180314e-10,2.5346200698704062e-09,5.927596840819689e-26,6.90576192262988e-08
17,1.36889721780165e-10,9.37203460964733e-10,0.0007190585548668,0.0,1.4238576984126894e-10,3.368856902781625e-10,8.119040001241249e-32,2.31682914924293e-11
18,9.640597209426e-10,8.71530659140061e-07,0.0009188597983129,6.66133814775094e-16,2.505763818660966e-09,1.0234433863530911e-09,1.88066982827754e-28,7.88573933574652e-09
19,6.23732399063215e-10,2.93573684251023e-09,0.0008747127494788,0.0,5.775996347878731e-09,9.961280441369287e-10,1.5455740224366496e-28,1.54338225162121e-10
