CycID,ARS_pvalue,JTK_pvalue,LS_pvalue,meta2d_pvalue,Cosinor_pvalue,Cosinor1_pvalue,Cosinor1(p)_pvalue,Rain_pvalue
0,8.53254486323785e-05,3.36299215085765e-05,0.0081742332065948,7.62340846005571e-09,1.4503632883577924e-07,1.379480441553435e-10,9.035489213554928e-06,2.80129075201929e-07
1,0.0014438418759299,0.0060934795025608,0.0344691240603168,3.9011023649782e-05,3.404421744512831e-09,3.426702918620096e-07,0.0001870156101859,1.8935242685554e-06
2,4.74397481278199e-05,0.000159780931005,0.0044771493225053,1.07127404724849e-08,4.0523906452705205e-10,1.9762659423799167e-13,1.18390465439697e-06,9.8122338431502e-09
3,0.0002409696448335,0.0008563069849221,0.0138897813729494,6.13715424591099e-07,1.6927348411854837e-11,2.109416104530761e-09,2.37961818213984e-05,2.00753110857461e-08
4,0.0001220594387392,3.36299215085765e-05,0.0065715351795591,8.6714112557118e-09,2.3342109356505603e-09,5.4667185402766784e-12,3.172911581445431e-06,1.42535739656318e-07
5,2.04198013806778e-05,1.93242364498292e-06,0.0043191580919879,7.884104480382349e-11,4.1350138868523345e-09,6.601309558138167e-14,8.684538745987646e-07,3.66514601741025e-10
6,0.0001503916172254,0.000499885700757,0.0076691313388165,1.43310999178858e-07,8.57253046326889e-09,2.5487682639442786e-10,1.1153277745383894e-05,1.01726382667423e-06
7,0.0003209519920023,0.0014378634142753,0.0167702003757672,1.50211279237311e-06,8.444038801513897e-10,1.1721221311089321e-08,4.5899262871793305e-05,7.24619436078997e-07
8,6.27963408184051e-06,5.9781837302054e-06,0.0028606844757386,5.1198267847496494e-11,3.6910363654385485e-11,2.597209144249748e-16,2.065818552762941e-07,1.00475670959611e-09
9,7.77255281199096e-05,3.36299215085765e-05,0.0064044107592452,5.58564527963767e-09,6.085529746790996e-09,5.602817904960372e-12,3.1891961450850703e-06,5.6960996515700095e-11
10,8.72880821924937e-05,8.57102259918609e-06,0.0059475193292313,1.6407593061984502e-09,7.914779942552741e-13,4.38319203370845e-12,2.9599468107294538e-06,2.27984610438865e-10
11,4.0810920580947e-05,4.13688528375217e-06,0.0029909260036429,2.17214912723307e-10,3.856838515226002e-09,8.577641072061226e-14,9.371821491428616e-07,2.15985420415767e-10
12,1.76536770544189e-05,1.30367136488675e-06,0.0039661193476132,4.39753788938901e-11,1.0428546914909019e-11,2.4215886637394262e-14,6.613058220446956e-07,2.22569154538513e-12
13,0.0002169278667134,8.7281299674252e-05,0.0105172575220995,5.43247784534628e-08,4.533595721056827e-12,1.4010645383747701e-08,4.906723124338692e-05,2.72211639542806e-07
14,0.0001174047575647,1.72229016592152e-05,0.0056109435019392,3.9003646978841305e-09,1.4789058866426785e-11,6.337698598119388e-12,3.3275197380523718e-06,2.02179096545827e-11
15,4.83372433970342e-05,1.30367136488675e-06,0.0030989113344311,8.952938390649479e-11,2.7287671011677613e-09,5.480715896534e-14,8.255721235865974e-07,3.66514601741025e-10
16,0.0006996616512466,0.0008563069849221,0.0186226725978937,2.0859783423921e-06,8.265355067038627e-11,1.8290210601081563e-08,5.45767353323054e-05,9.05870971524053e-08
17,6.03770590013042e-06,8.57102259918609e-06,0.0021720699286453,5.3429038970875796e-11,1.0408052197874439e-10,4.570992014047279e-18,8.066866840263672e-08,5.6960996515700095e-11
18,2.54942541656478e-05,3.36299215085765e-05,0.0033576263964689,1.09579822993311e-09,4.5692761796445325e-09,5.972499759592625e-14,8.469179505325766e-07,6.654870515586501e-10
19,5.39579545510982e-05,4.65159814425002e-05,0.0046454959287261,4.0000229795111905e-09,7.981724170491589e-10,3.463598327429632e-13,1.386380817208182e-06,8.77372075116738e-10
20,0.0004385091088388,0.0001184471643996,0.0105446849153359,1.36764141789314e-07,1.244825353907686e-10,2.582703316073467e-09,2.575418375285951e-05,4.65027152153377e-09
21,7.58164609475642e-05,0.0002857574559262,0.005643134389519,3.47598008154648e-08,5.5880300386945685e-11,1.3011932032740936e-12,2.0544657862548715e-06,2.25262382615687e-08
22,6.07545038097124e-05,8.7281299674252e-05,0.0072997856657616,1.20916313628427e-08,6.490585846563589e-11,1.0233782908245132e-10,8.178158169199743e-06,4.14186338812746e-08
23,8.87705281770179e-05,6.3920453817753e-05,0.0075410034940037,1.32594578650114e-08,1.7620993553180142e-10,2.1249168086351645e-11,4.878061065430505e-06,5.6960996515700095e-11
24,0.0005861300790064,0.0018498592938576,0.0194521157349936,3.68813731288498e-06,1.1063895355434283e-09,4.066892531581152e-08,7.534480137003423e-05,4.39194319787959e-06
25,3.07100522670689e-05,1.21948407725852e-05,0.0030656741511575,4.66617300354244e-10,1.510879222843542e-07,8.121554706056197e-16,2.743191082251273e-07,1.4663668845567002e-10
26,7.66808863776891e-05,0.0001184471643996,0.0076071538511665,2.05946766307363e-08,3.4672761328735646e-09,6.880434865599009e-11,7.139365514135927e-06,4.3012013466594095e-11
27,0.0002414844218111,0.000159780931005,0.0105767118285416,1.0460422961156e-07,1.035245444924726e-09,1.313000297882249e-09,2.0002270467447127e-05,1.40064537600965e-07
28,0.0005456050434282,0.0002857574559262,0.0150269603551683,5.11489232524198e-07,5.032927186121583e-09,1.7312064766575177e-08,5.354017610537824e-05,5.44423279085613e-07
29,4.44736938316481e-05,5.9781837302054e-06,0.0047183635769901,5.0668724771441e-10,1.4267476089457888e-11,1.277061997971241e-12,2.036789760377964e-06,2.1852244263781297e-12
30,4.897303394924e-05,1.93242364498292e-06,0.0037881180867555,1.57832635849786e-10,2.5714097517948176e-10,2.2064201317727347e-13,1.222326567585792e-06,2.0194352242737904e-09
31,0.0001147444620381,4.65159814425002e-05,0.0057826671431131,9.81668824007187e-09,1.5245280926556862e-08,2.166602446274685e-12,2.3926914516086355e-06,4.56723095864924e-09
32,8.89952957627838e-06,2.83939895678181e-06,0.0021508374937746,2.70659050727318e-11,2.3565704942996035e-11,7.87527331905652e-16,2.7219912491667813e-07,2.80940150901242e-09
33,4.23885732494522e-05,4.13688528375217e-06,0.0044038950667739,3.2264746430144e-10,8.580365973287485e-09,3.1076281950392963e-09,2.7583053998282127e-05,1.53039303004693e-07
