"","pVal","phase","peak.shape","period"
"0",1.13371777698558e-08,12,12,24
"1",1.38115238452598e-07,14,8,24
"2",2.66823707774818e-10,12,14,24
"3",3.02081654234956e-05,8,18,24
"4",5.27694341891652e-06,14,10,24
"5",6.21192467829935e-10,12,10,24
"6",4.93966149464022e-08,12,14,24
"7",1.72479553191146e-08,14,10,24
"8",2.13167102716398e-09,12,12,24
"9",8.45313087702405e-07,14,8,24
"10",5.17046918185692e-06,14,6,24
"11",2.06968337781307e-07,14,12,24
"12",6.35336362073237e-07,14,12,24
"13",9.72350162377248e-07,14,10,24
"14",2.49864015691114e-09,10,14,24
"15",2.48685788222874e-05,8,16,24
"16",7.16986836658855e-09,14,6,24
"17",2.57911687523108e-10,14,10,24
"18",7.14815258141726e-08,14,10,24
"19",7.14815258141726e-08,14,10,24
"20",2.94997215468767e-08,14,8,24
"21",3.05923038263906e-08,14,8,24
"22",1.55883824961605e-06,14,8,24
"23",2.53222384113597e-10,14,10,24
"24",5.43350095832356e-10,14,12,24
"25",3.98434843885075e-06,14,10,24
"26",7.00094234718861e-09,14,8,24
"27",3.7994925890415e-09,14,8,24
"28",1.88112478377958e-07,14,12,24
"29",3.65788912138377e-07,14,10,24
"30",5.14242054984194e-10,14,12,24
"31",3.60781353237896e-10,14,6,24
"32",2.77471427527114e-08,8,18,24
"33",4.87728713840458e-08,12,12,24
"34",2.67873357670895e-05,8,18,24
"35",3.72537196035703e-08,12,14,24
"36",3.32125425377236e-09,14,8,24
"37",7.27811899198849e-08,14,10,24
"38",1.01285848454413e-07,14,8,24
"39",1.57115374461116e-09,14,10,24
"40",6.26807944158964e-10,14,8,24
"41",5.24083197061847e-11,14,10,24
"42",1.35706852060898e-07,14,10,24
"43",9.56448260836544e-08,12,14,24
"44",2.87892139691689e-06,14,10,24
"45",2.0990570390804e-07,14,8,24
"46",1.66319569148605e-08,14,10,24
"47",2.82937041054107e-09,14,12,24
"48",1.03009280621538e-07,14,6,24
"49",1.38477231023814e-07,12,14,24
"50",3.47099358374474e-07,12,10,24
"51",2.95965085941347e-07,12,14,24
"52",1.43554311979184e-07,14,10,24
"53",6.38272935727339e-07,14,12,24
"54",5.44735601970712e-09,14,10,24
"55",5.19334252794604e-07,14,10,24
"56",3.68565315442899e-08,12,14,24
"57",1.69062617540481e-06,14,10,24
"58",2.30293459510401e-07,14,6,24
"59",3.84351928720186e-12,14,10,24
"60",5.34608064855546e-07,14,6,24
"61",1.71120677372098e-09,14,8,24
"62",4.48715181716761e-07,8,16,24
"63",6.34526762377956e-09,14,10,24
"64",5.05932142941848e-08,14,6,24
"65",1.69399561169875e-08,14,10,24
"66",8.22911406722388e-05,14,6,24
"67",2.61926943940314e-10,14,8,24
"68",3.46532603531443e-08,14,10,24
"69",4.69969473741377e-08,12,14,24
"70",7.01818617084604e-08,12,10,24
"71",8.98474819237616e-10,12,14,24
"72",3.05923038263906e-08,14,8,24
"73",6.34526762377956e-09,12,14,24
"74",2.68940952340063e-07,14,8,24
"75",1.91691550193288e-08,12,14,24
"76",1.45769989936503e-08,14,8,24
"77",4.21325393529735e-06,12,12,24
"78",5.40516181244531e-08,10,16,24
"79",5.08813995589178e-09,12,12,24
"80",7.88573933574652e-09,14,10,24
"81",3.86790832263822e-10,12,14,24
"82",8.47430844368314e-06,8,18,24
"83",3.99817889812971e-11,14,8,24
"84",8.90488435790417e-10,12,12,24
"85",1.41161416592567e-05,16,6,24
"86",2.67262337005664e-07,8,14,24
