CycID,ARS_qvalue,JTK_qvalue,LS_qvalue,meta2d_qvalue,Cosinor_qvalue,Cosinor1_qvalue,Cosinor1(q)_qvalue,Rain_qvalue
0,0.002537049285754537,0.01817173787804615,0.2046349365376074,0.000116748850867625,6.682358101449989e-09,1.772071074392949e-05,0.0021768854436333,0.0006414239449268232
1,0.0019509423634797326,0.01817173787804615,0.2019278840713481,6.309196454430815e-05,4.1057014913847837e-10,7.561197390921804e-06,0.0017230343077152,0.00014784991942497607
2,0.0018707310190458166,0.049507177446345065,0.2019278840713481,0.00014404373259695841,3.3838823478555294e-08,6.958664514853988e-06,0.0016868920923015,0.0005184594199238144
3,0.0033814085985311862,0.01651918073543362,0.20940950541906425,0.00014858876712607643,1.953535983031084e-10,2.7494344704941465e-05,0.0025469215084125,0.00017656769798419055
4,0.0017604341667564255,0.01464980998819604,0.2019278840713481,2.986363043401687e-05,6.030207431025372e-07,3.301552511010051e-06,0.0014750667056316,0.00014350639812345676
5,0.0016227930039732334,0.01336927378339423,0.2019278840713481,9.428483161925565e-06,7.505107646466058e-11,1.8761596832584144e-06,0.0013936745266441,0.00014784991942497607
6,0.0021598295515800896,0.020311598341869335,0.20450603956811655,0.00010497300654203537,3.6291633577709827e-10,1.3538649134680665e-05,0.0020001472015388,0.00029699633583291036
7,0.003787976198188109,0.026394844085211637,0.22718471484055044,0.00036303211891584283,6.358352997554425e-10,4.548152450310846e-05,0.0031409560304036,0.00029033592014603697
8,0.0016678970268185359,0.020311598341869335,0.2019278840713481,3.938662192385858e-05,4.4680562203225036e-08,2.4808225450778e-06,0.0014402336190664,0.00037841122423823615
9,0.0031395057619085366,0.01817173787804615,0.2046349365376074,0.00014817723888780086,2.4373977263322224e-10,1.8650533665053825e-05,0.0022121668870797,0.0002095466588952923
10,0.0018555975852245312,0.01336927378339423,0.2019278840713481,2.2528579313685058e-05,5.7536562161756635e-09,3.7230159171903073e-06,0.0014875647785804,0.00012830583199141814
11,0.002613267604307326,0.020311598341869335,0.2043904511800248,0.00013624777259197495,1.148144315826809e-09,1.3572909119430177e-05,0.0020001472015388,0.00017656769798419055
12,0.004250103095507382,0.049507177446345065,0.2698139030661698,0.0009615031349768851,1.1927733589526284e-08,9.728997383441955e-05,0.0044655708986531,0.0013204031422860809
13,0.0018800573036673286,0.015235954385129164,0.2019278840713481,4.2014365136465546e-05,3.0089871217157396e-09,4.74087361971898e-06,0.0015442726685953,0.0002225982957542739
14,0.0031266066224977414,0.014024710340087947,0.2158639650282219,8.970924918830036e-05,5.196850409229117e-07,2.7742976200633783e-05,0.0025551039547692,0.00012830583199141814
15,0.0022418130357394392,0.03056449785178142,0.20243921836594864,0.00015871363442956522,3.7161776226443405e-09,2.246358033688304e-05,0.0023561371929019,0.00024965394667674667
