"","pVal","phase","peak.shape","period"
"0",1.02096294294536e-06,4,10,24
"1",0.00101019601736072,22,18,24
"2",0.00104881087045331,24,18,24
"3",0.00408772780232258,2,14,24
"4",0.00359039978376313,8,6,24
"5",2.60324210045424e-06,2,14,24
"6",0.00193393909180487,4,6,24
"7",0.000264594197731329,4,6,24
"8",2.19042958668277e-06,2,12,24
"9",1.85192397841787e-06,2,16,24
"10",0.367896913662227,6,12,24
"11",2.19598451071944e-05,2,10,24
"12",0.00224211896361677,2,10,24
"13",0.00492026487401785,2,8,24
"14",0.00289291568211211,24,14,24
"15",0.0536172202584132,24,14,24
"16",0.000146633394070368,24,14,24
"17",0.00115573155558292,6,6,24
"18",0.0421405011563128,24,16,24
"19",0.00220821341066983,22,14,24
"20",0.000147651909473515,2,12,24
"21",0.00140883202300279,2,16,24
"22",0.0135120434781995,2,8,24
"23",2.20568242064723e-05,4,12,24
"24",6.97198466296538e-06,4,10,24
"25",0.00116390020314515,2,14,24
"26",8.38893404447907e-05,4,12,24
"27",0.000210876357961907,4,6,24
"28",6.4723754000152e-05,4,10,24
"29",4.57838704009521e-06,2,10,24
"30",0.000289294569219312,24,12,24
"31",0.0232445683119813,4,10,24
"32",0.000457415635067321,2,10,24
"33",0.000164793916678045,4,8,24
"34",0.000182887371345542,2,12,24
"35",0.00728478357289942,4,10,24
"36",0.000425277067169065,2,12,24
"37",0.00162565684920263,6,6,24
"38",0.000174216695311966,4,12,24
"39",8.2130499356052e-05,2,10,24
"40",3.5011206940565e-05,2,10,24
"41",0.00359039978376313,6,6,24
"42",0.00105907646981366,4,8,24
"43",4.58448405140733e-05,2,12,24
"44",9.64868626492729e-05,4,12,24
"45",9.75398036033854e-08,24,14,24
"46",0.000366771990130454,22,16,24
"47",4.73626245527091e-06,2,10,24
"48",0.0125019172302712,24,12,24
"49",0.00271231990552514,2,12,24
"50",0.0113608472790843,24,18,24
"51",0.00421734037460937,2,12,24
"52",4.13569305082212e-05,2,10,24
"53",4.57903754945702e-05,4,10,24
"54",0.00359039978376313,24,18,24
"55",0.00395813269729619,2,14,24
"56",1.03409383637138e-05,6,8,24
"57",5.45313620972894e-05,2,14,24
"58",0.000167981570366283,2,12,24
"59",0.0536253646583957,2,12,24
"60",0.000290382088631246,2,14,24
"61",9.3161181898209e-06,24,14,24
"62",0.0432879114097563,2,12,24
"63",0.00399085684020182,2,16,24
"64",3.38542625002536e-06,2,14,24
"65",9.38232612820151e-07,4,10,24
"66",0.0345421683998238,2,14,24
"67",0.000154479296300401,4,6,24
"68",0.00243901620308795,24,16,24
"69",2.86472219712511e-05,2,12,24
"70",5.1750646498899e-05,2,14,24
"71",0.00769623289078827,4,8,24
"72",2.24972466625368e-06,2,14,24
"73",0.00496847771512177,2,12,24
"74",0.0108291315451316,2,12,24
"75",9.65114346903989e-09,4,10,24
"76",0.00143489103827195,2,14,24
"77",0.000899058317201287,4,12,24
"78",1.41423984937315e-07,2,10,24
"79",0.0552280546418082,2,18,24
"80",0.00280124842701777,2,12,24
"81",0.000237705022302565,4,12,24
"82",6.53596111408772e-05,2,12,24
"83",0.00982222207402779,2,10,24
