test,period,p,q,amplitude,p(amplitude),q(amplitude),CI(amplitude),acrophase,p(acrophase),q(acrophase),CI(acrophase),acrophase[h]
0.0,24.0,0.036069910075593306,0.08171705952785072,0.8351860353645918,0.005370117092535857,0.012166101251780375,"[0.24719629080964445, 1.4231757799195393]",-0.43757899488734786,0.23462384686514626,0.3631948093887713,"[-1.1591742141263914, 0.2840162243516956]",1.6714286407081107
1.0,24.0,0.19482067669922126,0.36428697961709283,0.47079114986205506,0.06038751065846144,0.11291606331051128,"[-0.020559483047377536, 0.9621417827714877]",-0.1366090150937298,0.804742723406769,0.8771037857294485,"[-1.2196743219054609, 0.9464562917180013]",0.5218080005539785
2.0,24.0,0.0586537229328772,0.12565064895646358,0.5520503735271287,0.011021304743365924,0.02360022428986279,"[0.1264055148010756, 0.9776952322531818]",-0.941676098192862,0.015425100118467275,0.046984770388264624,"[-1.7036361734704304, -0.17971602291529376]",3.596937739653192
3.0,24.0,0.03180011838497776,0.07315417157804868,0.7605860674737939,0.004447906869243134,0.01022977660819488,"[0.23651739013310624, 1.2846547448144814]",-0.5082451622415611,0.15656073620934793,0.26725970674180255,"[-1.2113709927194272, 0.1948806682363048]",1.9413535169588827
4.0,24.0,0.0006875846892965818,0.004086942981263158,1.3244544386505774,5.596793406332906e-06,3.3254862782726716e-05,"[0.7528094849718509, 1.8960993923293041]",-0.776890494099046,0.0004225077121736988,0.0030572193355549843,"[-1.2087808985633397, -0.3450000896347523]",2.967503097047235
5.0,24.0,0.025446223114003182,0.060042999325160884,0.9729127487794306,0.0031760801169419253,0.00749429003525702,"[0.3265501540562856, 1.6192753435025755]",-0.8552682929138475,0.0111892282168327,0.0367703852015534,"[-1.5160769413876247, -0.19445964444007036]",3.266884235688141
6.0,24.0,6.115763275158734e-05,0.0010843551906309812,1.6528564467738753,2.450335838887652e-08,4.3368775909515964e-07,"[1.0719570286088411, 2.2337558649389093]",-0.7593718344679772,2.3748954013631095e-05,0.0003544620002034491,"[-1.111527664432681, -0.40721600450327333]",2.900586746408138
7.0,24.0,7.371190150754544e-05,0.0011927492153324505,1.2637698227201182,3.8800661437841983e-08,6.278424180880579e-07,"[0.8131071994102421, 1.7144324460299942]",-0.8764482007846759,1.2294776645874486e-06,3.532981794791519e-05,"[-1.2305748097854912, -0.5223215917838606]",3.3477855244530996
8.0,24.0,0.004227508975394989,0.01424362862329848,0.9676730893862836,0.0001688320260833667,0.0005692246327827603,"[0.463471155403118, 1.4718750233694493]",-0.39994972997313294,0.1430143400365092,0.24906711953415045,"[-0.9351512885757658, 0.13525182862949992]",1.527695436323829
9.0,24.0,0.00033319058269926436,0.002689189529453304,0.8163079591581338,1.2245452091359504e-06,9.888792772147824e-06,"[0.48653505171060096, 1.1460808666056668]",-0.39100092720089474,0.06490516881942096,0.13767028350947336,"[-0.8061606225816031, 0.02415876817981366]",1.4935135276208813
10.0,24.0,0.0023020519171064948,0.009156928866772055,1.0198944062818196,5.726558562403889e-05,0.00022769616550313672,"[0.5231116819679955, 1.5166771305956437]",-0.7302950895319942,0.003431744122658779,0.014953133432064395,"[-1.2194522384241169, -0.24113794063987143]",2.7895217619541235
11.0,24.0,0.002853867473443806,0.010668663452126376,1.0785312540105747,8.389710616720952e-05,0.000313868709940926,"[0.5410560675241243, 1.6160064404970251]",-0.2945129047403956,0.26192794739131464,0.3950647773624655,"[-0.8090529705860542, 0.220027161105263]",1.124956430250875
12.0,24.0,0.0006158488816890937,0.0038370646834211446,1.2515180995831812,4.4727924456253765e-06,2.7867865704831005e-05,"[0.7168903394527362, 1.7861458597136262]",-0.7133497313405659,0.0011343251603703785,0.0064856425414924245,"[-1.1428990310289489, -0.2838004316521829]",2.724795261507038
13.0,24.0,0.0019784037524421907,0.008178601705011123,1.0486075214222343,4.3322384001946455e-05,0.00017909212071908414,"[0.5459835367265847, 1.551231506117884]",-0.8088673673542726,0.0009215635606724379,0.005549404006476335,"[-1.2873283031900362, -0.33040643151850885]",3.089645755683851
14.0,24.0,0.002188375249040973,0.008802796657445587,0.9508555160175686,5.161639567960858e-05,0.00020787916101332494,"[0.4904905183330552, 1.411220513702082]",-0.18675723800374655,0.46574322862231154,0.6018131911387925,"[-0.6885753690468225, 0.3150608930393294]",0.71336010207566
15.0,24.0,0.03458394838554881,0.07863562616086588,0.9393045068444316,0.005047778175258506,0.01147744014383471,"[0.28273408726119265, 1.5958749264276704]",-0.5333790825424387,0.14209053965942392,0.24785017449225416,"[-1.2454825696313006, 0.17872440454642313]",2.03735802068278
16.0,24.0,0.009106701532686506,0.025754246415968622,0.9997573843644603,0.000622472700748449,0.0017593914662194714,"[0.4270802555210389, 1.5724345132078816]",-0.653454327598336,0.026859144267389293,0.07035598855475868,"[-1.2320461177598803, -0.07486253743679172]",2.4960116717295815
17.0,24.0,0.0003703588446256304,0.0028296837790957015,1.1030014939768542,1.5416942938415757e-06,1.1786818853156993e-05,"[0.653156737484557, 1.5528462504691514]",-1.0677587395870987,1.6222122514234267e-07,7.1149660150150295e-06,"[-1.4672854721568764, -0.6682320070173209]",4.078537954436606
