CycID,ARS_qvalue,JTK_qvalue,LS_qvalue,meta2d_qvalue,Cosinor_qvalue,Cosinor1_qvalue,Cosinor1_qvalue(q),Rain_qvalue
0,0.0005051432853566304,0.0024892644910526163,0.09460235772159421,3.657208536067155e-06,0.0006070779595945,1.5717990645636557e-06,0.0006070779595946,7.663279308596163e-05
1,9.308702167808938e-06,0.0005463430092232472,0.041592091623336935,3.5824296854075678e-09,6.546307640894004e-05,2.809212562457917e-09,6.546307640889941e-05,1.8562084705063404e-05
2,2.979862066431099e-06,9.56902074958948e-06,0.036629377428741505,8.098097356089353e-13,2.208036206458096e-05,3.9740419372789836e-14,6.049771634526636e-06,6.08082754878427e-08
3,1.5314811536759912e-06,0.0001472042876856,0.036629377428741505,2.5222314284195925e-11,1.5034711960253009e-06,1.083197597383475e-16,2.695498696835616e-06,1.4196072149601858e-06
4,7.323177408693472e-05,0.0002832885593331315,0.04872768769947101,2.1703498673557264e-08,1.2738312730828906e-05,1.5353083265956952e-08,0.0001099288093604,1.0792416208778138e-05
5,0.0004152456880533145,0.020763867323515803,0.10263677147532277,2.5674217855461364e-05,7.070871077837813e-05,2.114178564403207e-06,0.00068937503863,9.393132118528383e-05
6,6.769959206341432e-05,0.001284202532828194,0.04454174294973177,9.321484267532261e-08,4.4105502053503966e-05,3.533026048207381e-09,6.971919618026695e-05,6.199242594621432e-05
7,2.162322337174885e-05,0.00011793849876774855,0.03912623166832609,1.3052294929836569e-09,5.2704850116643065e-05,3.93535020576233e-09,7.195343000331663e-05,1.6998075112658053e-06
8,0.0014122628542271652,0.04633814002432089,0.15524564783680234,0.0002436953902651419,4.419186760853925e-06,2.9063436766526364e-05,0.0023270329958312,0.0014683032569161002
9,2.0944914561504414e-05,0.0006810781372762148,0.037680760872691045,8.819374866893707e-09,0.0002817917668502,3.76578261107908e-10,3.735782139194359e-05,1.574516366291492e-05
10,8.534465051217469e-06,0.0002832885593331315,0.036629377428741505,8.572257988272008e-10,1.8147433597746603e-05,4.284209464048216e-11,2.2080362064226702e-05,4.731327191476848e-06
11,1.4938312782588499e-05,6.619016454003472e-05,0.036629377428741505,2.918858036464294e-10,8.088372375856678e-06,1.6407417818507268e-11,1.7716929680855138e-05,1.6998075112658053e-06
12,4.282875570006608e-06,4.442353206857288e-05,0.036629377428741505,2.7291076600571787e-11,3.790046039113342e-05,3.504708218771334e-12,1.304275534929916e-05,2.1259440216400106e-06
13,1.8787584562518817e-06,9.576561563336414e-05,0.036629377428741505,2.2941483547701855e-11,0.0010784550085908,6.864656932943024e-14,6.563306022894417e-06,1.574516366291492e-05
14,6.266035917085547e-07,0.00018323517632594006,0.036629377428741505,5.5362327769511794e-12,0.0001727474764016,2.651302552078526e-18,1.8263106154429155e-06,1.0354814456506885e-05
15,6.045974044053281e-06,4.442353206857288e-05,0.036629377428741505,4.532420773095926e-11,7.640962188374083e-05,5.030657695418194e-13,9.13409491839487e-06,5.969704310291377e-07
16,7.455026048587581e-06,3.621309346907639e-05,0.036629377428741505,4.9611789207646376e-11,1.4227234053193569e-05,3.643054774373093e-12,1.3141166081499497e-05,2.909174729842015e-06
17,2.177503783516013e-06,0.00011793849876774855,0.036629377428741505,3.6646999954667443e-11,3.518635984133227e-05,4.58935296385815e-13,8.98420984598264e-06,1.1017735408340235e-06
18,1.8768410520770898e-06,3.621309346907639e-05,0.036629377428741505,4.460369695423888e-12,3.7323536424614406e-05,9.111408192516085e-18,2.024942142853674e-06,9.053695259381801e-07
19,6.269888404520046e-05,0.001284202532828194,0.0498063921766624,1.0620420856864697e-07,6.189743049438157e-06,1.3011125350019264e-08,0.0001040901351732,1.61562152875397e-05
20,0.0012652384991671344,0.02543212994967855,0.15541829065852233,0.00012991108753578867,4.948889066757635e-05,1.4907532309602594e-05,0.001679207634222,7.32259557890331e-05
21,6.533403798353524e-05,0.001606316519142031,0.04272236453782155,1.0505792722698461e-07,0.000668377312189,5.265838251312694e-09,7.851430808697358e-05,1.8562084705063404e-05
22,0.00824396351787108,0.08237413328744538,0.4339652843515868,0.004554468289653379,8.247543441177065e-05,0.0006386979706612,0.0123443930882699,0.007353424214663779
23,0.0014902713106057426,0.02543212994967855,0.15680441777049203,0.0001515796442566811,1.5488286353815105e-05,2.313511438215405e-05,0.0020673542740612,0.0010862447962698275
24,1.2334574861946857e-05,0.0020139235945805956,0.037680760872691045,1.515533198626816e-08,2.0416165327623725e-05,7.408743135621739e-11,2.4877969375573467e-05,4.881019478018826e-06
25,1.0649835639372429e-05,0.001284202532828194,0.03794127339383635,8.297584008255488e-09,4.077167340554393e-05,3.7702336242695886e-10,3.7323536424701074e-05,7.56969313507642e-05
26,3.664552899611704e-05,0.00043882000841755656,0.04270318308482266,1.383994254856128e-08,1.921295328392585e-05,5.784473366514925e-09,8.11628501777677e-05,2.012988122535255e-05
27,1.584753152434619e-05,9.576561563336414e-05,0.03736026722285699,6.094373808644999e-10,0.0001332554660371,6.764889770109489e-11,2.444276256338657e-05,1.6998075112658053e-06
28,7.213759075563873e-05,0.0008383636035704225,0.05493787142856778,8.842759158362342e-08,0.0075062983905179,7.730553421790557e-08,0.0001901048333836,1.0802814332647896e-05
29,0.000687310651043292,0.0020139235945805956,0.11449979662568696,4.703875915973405e-06,0.010442304815596,3.7126894854231462e-06,0.0008810265229551,6.1308333062878185e-06
30,4.271535633549927e-05,0.003095807344220428,0.06779251520397717,2.637794104734877e-07,9.223002844079864e-05,1.913200311609095e-07,0.00026367421449,8.01547401815069e-05
31,8.215841667734222e-06,0.0001472042876856,0.036629377428741505,3.516680287758181e-10,1.8263106154556648e-06,1.349108765643394e-11,1.6988086118049324e-05,8.446966995821307e-06
32,4.7351042001788584e-05,0.013751928464366509,0.045944603502153465,6.928531776668696e-07,0.0005710050174788,4.8473885366992105e-09,7.677149648663708e-05,0.00025130692614531595
33,6.401924832323962e-07,0.0002832885593331315,0.036629377428741505,1.1304926566100146e-11,3.122725242450185e-05,7.786704286886977e-15,4.703776563152881e-06,1.0926297553441866e-05
34,0.00033207260941186444,0.005911839967784627,0.08575439416971972,5.274339915374806e-06,0.0001280599605197,5.318850559951638e-06,0.0010357167746477,0.0015135968364617016
35,7.103408602449791e-05,0.0020139235945805956,0.05299529063633303,2.0878939353794353e-07,5.556797498499804e-06,6.281670098901896e-08,0.0001769872254949,1.1777712488460711e-05
36,3.6604559719456424e-06,3.09053425226972e-05,0.036629377428741505,1.1735011682097594e-11,1.4227234053193569e-05,3.65899080878412e-14,5.98629101106338e-06,2.7588120103389394e-07
37,1.032103129845503e-05,9.576561563336414e-05,0.037680760872691045,3.948128086093103e-10,5.572208505562708e-05,2.242082264553335e-08,0.0001243804145083,2.803660580656196e-05
38,7.177523423611341e-06,0.0001472042876856,0.036629377428741505,3.5523980635593893e-10,2.477664879562247e-05,9.295639589205515e-12,1.578970055948435e-05,6.6821312611739795e-06
39,4.9699806428416435e-05,0.0024892644910526163,0.04343518927378636,1.2693091887334492e-07,6.563306023494508e-06,2.441650824154841e-09,6.279883552549385e-05,1.6491661195459896e-05
40,0.0009212136083060821,0.013751928464366509,0.14466445068302874,5.159621453046114e-05,0.0003431393754516,1.2957131222626596e-05,0.0015710300133038,4.2690229079661e-05
41,4.397856919650311e-06,3.09053425226972e-05,0.036629377428741505,1.8086469884108975e-11,1.054054636297499e-05,1.646697638566191e-12,1.127754966435162e-05,2.0216665742818825e-06
42,1.138926364771101e-05,0.00035063331770572137,0.03782282546217358,2.149151589335259e-09,2.782665286734e-06,7.458173593986786e-10,4.500444829893695e-05,2.118607646380971e-05
43,1.7148839641262933e-05,6.619016454003472e-05,0.038358842932489715,4.217091666407696e-10,3.348179999587986e-05,3.1492024924736905e-10,3.569730120863761e-05,1.0515065805079724e-07
44,7.103408602449791e-05,0.0008383636035704225,0.04555979559624304,6.41276262318012e-08,0.0001978127235022,6.106093619349745e-09,8.24754344116194e-05,3.772638681751755e-05
45,3.516748599317877e-05,0.0008383636035704225,0.048675754097768684,3.4885430838112416e-08,0.0001665810127955,2.7616450987616308e-08,0.0001329230687771,7.114170414351993e-05
46,8.915927667567744e-06,0.0001472042876856,0.037768767968819235,5.802829769574871e-10,3.869173280764255e-05,1.7788281582976492e-10,3.0970776655495e-05,3.208065941810333e-06
47,0.0002771536624235353,0.0024892644910526163,0.06850810394866111,1.4414721282169726e-06,0.0004454371457432,5.555160440301936e-07,0.0003975997407005,3.298311250272821e-05
48,7.084642087574744e-06,0.00022815414863349047,0.036629377428741505,5.038629316438193e-10,0.0006363735553962,1.2284326832758159e-11,1.671508948008251e-05,1.6998075112658053e-06
49,0.0005869276479145339,0.02543212994967855,0.1186123929844419,4.948402656898674e-05,0.0017312296769659,9.848591164151724e-06,0.001378362296529,0.00025718403489803925
50,0.0009558847117864207,0.013751928464366509,0.12277290121830811,4.5532165739242355e-05,9.705690414707574e-05,4.891110956717389e-06,0.0009968911564348,0.00025907185503059227
51,1.3357149985481479e-05,6.619016454003472e-05,0.036629377428741505,2.5255194760883837e-10,0.0038463695104074,1.141120140259002e-11,1.648120628311976e-05,3.7173559910981524e-06
52,1.285902604518533e-05,0.0006810781372762148,0.03715592814634624,4.590998321493987e-09,0.0001348288577903,1.150852811366638e-08,0.0001000572934509,8.427181980433064e-05
53,3.81754529993956e-06,0.00022815414863349047,0.036629377428741505,2.0046596406523002e-10,5.05598004999694e-06,4.3395554476223394e-11,2.2128863107225985e-05,7.222556118122896e-06
54,5.695341848729131e-06,9.576561563336414e-05,0.03736026722285699,1.8449326268099607e-10,1.6123830074090357e-05,6.097846096971869e-11,2.38984607724298e-05,1.5416063581633732e-07
55,3.535852939944765e-05,0.0006810781372762148,0.04051609683509183,1.9231814566640405e-08,0.0002938904703966,8.843518449230286e-10,4.704483751021924e-05,4.286307460854035e-07
56,2.2808698119449527e-05,0.001606316519142031,0.03896599639778225,2.701920492025153e-08,2.182020344747734e-05,1.0012806209609454e-09,4.872823497861944e-05,4.4313914382056455e-05
57,9.194792799722178e-05,0.013751928464366509,0.050726966175654475,1.6604575944718665e-06,1.015753906022655e-05,5.337342923361948e-07,0.0003915319748172,3.590349337299757e-05
58,5.791508718807961e-07,3.621309346907639e-05,0.036629377428741505,6.893541656169281e-13,0.0001762832134519,1.1220672032464046e-15,3.5567393410386426e-06,7.144222106196729e-07
59,1.2199891363884463e-05,0.00022815414863349047,0.036629377428741505,1.102190996353033e-09,0.0005604051641921,3.7033440276185295e-11,2.142191099677797e-05,5.621700957346322e-06
60,0.0005004477455609643,0.01693363488402129,0.08313242531767638,2.0336733982128473e-05,0.0001618414636256,7.157470608894379e-07,0.0004385445058839,0.00042978562333556737
61,0.0001957716987652719,0.013751928464366509,0.06827897755481861,5.397937603537119e-06,4.477825548535442e-05,6.502744863578072e-07,0.0004228789956367,0.00011353634198708445
62,0.005434758857638363,0.06828678496033931,0.3029858749079127,0.0020193204369415734,0.0029570066076719,0.0003639181959581,0.0089156947941516,0.00711744454212384
63,2.9239092811320026e-06,1.4088706106202232e-05,0.036629377428741505,2.358730055876221e-12,1.9190797232319383e-05,4.4737993765240366e-13,8.956284410352152e-06,4.804299503591178e-07
64,0.0001556482235219311,0.00476031727703963,0.1149321647522145,2.75407302821602e-06,1.9588207645635427e-05,6.578551608826334e-06,0.0011408514001163,0.0008064371948324182
65,0.00015450107602426092,0.0024892644910526163,0.05957682088207644,6.753976229424177e-07,9.075609830396094e-05,1.0541500505586569e-07,0.0002120984996582,4.4313914382056455e-05
66,2.6730303485659853e-06,9.576561563336414e-05,0.036629377428741505,3.75168871438267e-11,6.065318437498604e-05,7.094198730848506e-13,9.713597490076207e-06,8.895431498768383e-06
67,5.860670053145352e-06,0.00018323517632594006,0.036629377428741505,2.8751291766833735e-10,0.0022095681580131,4.054995156090384e-13,8.848147576344368e-06,2.2395060621190023e-06
68,9.61404660469523e-06,0.0008383636035704225,0.036629377428741505,3.5889705755321295e-09,5.037855953601667e-05,2.9702393671881747e-11,2.027404027798668e-05,2.164857647293089e-05
69,8.686426346637578e-06,0.001042529937709595,0.036629377428741505,3.7042503382518305e-09,0.000108029913765,3.1983552401363173e-12,1.2805600005798344e-05,1.3839304876418152e-05
70,1.5730294399447627e-05,9.576561563336414e-05,0.03664944380934127,5.54217918170807e-10,8.354593342909814e-05,4.2735804917318407e-11,2.20657756664915e-05,2.5618299321775545e-06
71,0.020796006927196683,0.4646217579402494,0.5951713955005142,0.0500596902639278,4.248258734209206e-05,0.0015785022658158,0.0211725250804222,0.04222368385506549
72,0.0007512824370878408,0.013751928464366509,0.1429227467317708,4.233571794162894e-05,2.809889054766757e-05,1.0711145741081204e-05,0.0014300751054477,0.00015496312239014187
73,0.00011772210073047745,0.001606316519142031,0.056560269949123644,3.046372696429734e-07,6.674381871471635e-05,6.189849203154282e-08,0.0001761085799918,7.155586146359323e-06
74,0.00013403988002308418,0.0020139235945805956,0.056006303686654116,4.3032782711693535e-07,0.000614825085933,1.1080704049533096e-07,0.0002161107506674,6.932782485155672e-06
75,1.7915479795310877e-05,0.003095807344220428,0.04150092111101454,4.6582664358292005e-08,2.9107962611741356e-05,1.832547629704684e-07,0.000259827651676,0.00020227529839853846
76,8.842360381346614e-06,0.0005463430092232472,0.036629377428741505,1.8831010563208772e-09,0.0003936069078905,2.8728689772654307e-12,1.2475778724227952e-05,1.7658105313491383e-05
77,0.006948337837631974,0.03119340773097894,0.3313899771243239,0.001362650513059536,7.407844449757417e-06,0.0001910226452441,0.0062135123721163,0.000492899398937329
78,0.00020827960791291683,0.001284202532828194,0.044627963129162646,2.895120221282269e-07,0.0007363265574666,3.196613613511942e-09,6.797984574387909e-05,3.2756692173202865e-05
79,1.2405908434418048e-05,0.00011793849876774855,0.03736026722285699,6.23876412467521e-10,0.0002109753061979,2.1571295471955398e-10,3.232860382063853e-05,1.4111351649724326e-06
80,0.0003050281996598972,0.003844554583623797,0.0826456014798449,3.063514469622731e-06,1.5914235078557478e-05,1.1037138992046013e-06,0.0005244572259762,0.00011349921419315614
81,5.616160878941207e-05,0.0008383636035704225,0.04535567804336657,4.985006672165322e-08,1.9925057790024065e-05,6.259762435840701e-09,8.309520606469129e-05,8.364664028850845e-06
82,6.528837845459473e-05,0.001284202532828194,0.048402756646066684,1.0637420493701937e-07,8.893012018975046e-05,1.1331209303269097e-08,9.965900596796716e-05,6.93358144495968e-05
83,0.0003763744931642823,0.01693363488402129,0.08920272012769531,1.674151598288469e-05,0.000384064943752,5.628602744862319e-06,0.0010617862519847,0.0008692170205179857
84,3.005320204790523e-06,5.3072877696856264e-05,0.036629377428741505,1.8423380654188966e-11,0.0011892066438976,2.1573192616455607e-12,1.1819288954994916e-05,7.144222106196729e-07
85,8.736396400534886e-06,0.0020139235945805956,0.036629377428741505,7.79521333846037e-09,2.54848434348418e-05,3.596042487528597e-11,2.1278825028620148e-05,0.0001451430174967816
86,0.00016342639474865736,0.007281808920020737,0.05876926015657053,2.027606543714712e-06,3.1066534420134614e-05,1.8578865070158555e-06,0.0006518199825544,3.7209416682469604e-05
87,5.535992503807373e-06,3.621309346907639e-05,0.036629377428741505,3.275826731695196e-11,3.369762075619831e-05,5.7389975267894746e-11,2.3491033692837937e-05,1.1017735408340235e-06
