CycID,ARS_pvalue,JTK_pvalue,LS_pvalue,meta2d_pvalue,Cosinor_pvalue,Cosinor1_pvalue,Cosinor1_pvalue(p),Rain_pvalue
0,0.0002182724136026,0.0008563069849221,0.0405181898121588,1.47312359832785e-06,0.0002493269180054,6.45380695909837e-07,0.0002493269180055,2.57639450355003e-05
1,1.38513488256997e-06,0.0001184471643996,0.0104037991038313,6.74571509762245e-10,1.589123140854909e-05,6.817958889085365e-10,1.5891231408503007e-05,4.49944933250737e-06
2,2.19615834295972e-07,2.39225518739737e-08,0.0033359419192647,1.37667655053519e-14,3.376087359674429e-06,2.3685289946182738e-15,3.611713665812402e-07,2.16955240044124e-10
3,6.84572075693168e-08,1.72229016592152e-05,0.0021912432483939,1.54687374021023e-12,1.5801709385421248e-08,2.946297464883052e-18,7.345724434836294e-08,1.06896423286502e-07
4,2.28849294021671e-05,4.65159814425002e-05,0.0149551805478761,5.33254962409302e-09,1.3884760876603508e-06,4.415546747289221e-09,3.161552557206803e-05,2.20165290659074e-06
5,0.0001760226471658,0.0095285387147614,0.0447085776546506,1.13967853060393e-05,1.7740815534295074e-05,8.801325363610551e-07,0.0002870557660855,3.29605006039161e-05
6,2.06975486232164e-05,0.0003789681674376,0.0120886290365572,2.75356645262903e-08,9.257744881030485e-06,8.818433016325623e-10,1.738099560774055e-05,2.01041437343573e-05
7,4.68791482699515e-06,1.21948407725852e-05,0.0084507245427135,2.0844515002949002e-10,1.1853320791233024e-05,9.944629969961408e-10,1.817596744253705e-05,1.41423984937315e-07
8,0.0006571259060719,0.0222237719556643,0.0719408332075742,0.0001150622857315,2.054921843797075e-07,1.3447652191871748e-05,0.0010767181671711,0.0006912771733561
9,4.50734561363575e-06,0.000159780931005,0.0072628929695693,1.90586690873573e-09,0.0001012477818292,7.432670316336663e-11,7.385641289187248e-06,3.58832279877831e-06
10,1.20677335824215e-06,4.65159814425002e-05,0.0049553749577202,1.2456857767517701e-10,2.5024360459369177e-06,6.550556270529723e-12,3.376087359620263e-06,6.61912674087611e-07
11,2.76657552733539e-06,4.13688528375217e-06,0.0060038867421801,3.37128103211626e-11,6.130986260899363e-07,2.249456982917347e-12,2.42899105924524e-06,1.38427372265642e-07
12,3.92397882076345e-07,1.93242364498292e-06,0.0038183125785329,1.72206693349608e-12,7.549771709913777e-06,3.883216706398638e-13,1.4451372927023467e-06,1.98563171621177e-07
13,9.67560604969719e-08,8.57102259918609e-06,0.002713668939779,1.35813582602395e-12,0.0004724711392636,4.4277037217482505e-15,4.2459370426988747e-07,3.58832279877831e-06
14,8.809360796391271e-09,2.41503962397589e-05,0.0014385919603152,2.06501482580279e-13,5.553831366311712e-05,4.321623159887997e-20,2.9932426810987735e-08,2.030579114921e-06
15,7.03751378727802e-07,1.93242364498292e-06,0.0042538344422109,3.30413474358693e-12,1.959142705099115e-05,4.2776594116445497e-14,7.768249669817133e-07,2.55012975912125e-08
16,9.73626401945538e-07,1.30367136488675e-06,0.0051224792242915,3.68804986550231e-12,1.6759681714662025e-06,4.0510769091028806e-13,1.461297668262744e-06,3.19136467863669e-07
17,1.28908223984148e-07,1.21948407725852e-05,0.0027737274257794,2.53230769686752e-12,6.788361647469543e-06,3.8550564896408474e-14,7.546736270625418e-07,7.1713652791786e-08
18,9.62819459715547e-08,1.30367136488675e-06,0.0017694178161417,1.52544643583497e-13,7.365951375182256e-06,1.8040588221181848e-19,4.026371160847579e-08,5.03800010652439e-08
19,1.88284748787737e-05,0.0003789681674376,0.015547105622556,3.17975400454529e-08,3.769553517107838e-07,3.6931514332629212e-09,2.9551189375676265e-05,3.78055437728429e-06
20,0.0005859319489643,0.0118437429175653,0.0720363777202251,6.0369682377881e-05,1.086281150153301e-05,6.750130629788054e-06,0.0007603452167757,2.43329851086957e-05
21,1.98354139318013e-05,0.000499885700757,0.0110483364345544,3.14333318263138e-08,0.0002771395508511,1.366485026215644e-09,2.0366611517760947e-05,4.49944933250737e-06
22,0.0040733423741801,0.040338613070862,0.21468262616873,0.0022508182287467,2.163920369813166e-05,0.0003154529277095,0.0060968957462965,0.0036502397801591
23,0.0006955096206597,0.0118437429175653,0.0727886107290624,7.07270620101674e-05,1.9251939937792173e-06,1.0630585058599788e-05,0.0009495358180763,0.0005040175854692
24,2.11907996128247e-06,0.0006559349147549,0.007317338806688,3.52572870898626e-09,3.0052595362262124e-06,1.2202199944369006e-11,4.09740155615695e-06,6.94198716748947e-07
25,1.68615549345219e-06,0.0003789681674376,0.0075529849338695,1.7690449105600702e-09,8.337807211433734e-06,7.446211407932437e-11,7.367640344130627e-06,2.53281932299657e-05
26,9.46204720775334e-06,8.7281299674252e-05,0.0110046102809588,3.1773925712741402e-09,2.7414062817587848e-06,1.5097475486603952e-09,2.118350389639737e-05,4.93785986457898e-06
27,3.01410228153998e-06,8.57102259918609e-06,0.0068833000484686,8.203027146436169e-11,4.052298722190262e-05,1.099294587642792e-11,3.971948916550318e-06,1.41423984937315e-07
28,2.24636457613059e-05,0.0002142857370726,0.0184810999485702,2.59711836481102e-08,0.0036720811726413,2.5518556845330625e-08,6.275773345411459e-05,2.21025581245976e-06
29,0.0003048222737377,0.0006559349147549,0.0507955369493208,1.91729982335076e-06,0.0051480562740888,1.5953426718863265e-06,0.0003785770969138,9.72350162377248e-07
30,1.16014907807216e-05,0.0011123235787784,0.0258289482927153,8.69680716331089e-08,2.5280250795622905e-05,6.791861106212287e-08,9.360434614396436e-05,2.73247509278757e-05
31,1.14035882348151e-06,1.72229016592152e-05,0.004419558681293,4.1953995832955096e-11,2.9599908302202493e-08,1.8051590330644805e-12,2.2747047312068043e-06,1.55859592987975e-06
32,1.31920003016983e-05,0.0060934795025608,0.0130528618549618,2.47002157838239e-07,0.0002320564391034,1.247119198654249e-09,1.975330604601172e-05,0.0001022065268633
33,1.01790604833951e-08,4.65159814425002e-05,0.0018049317014463,5.44897460486027e-13,5.661500864562186e-06,3.768764874853297e-16,2.2766278565659946e-07,2.24972466625368e-06
34,0.0001371459876871,0.0023688742750913,0.0358281858841089,2.16669883723597e-06,3.8456406144082855e-05,2.32167826941889e-06,0.0004520903721337,0.0007133581890244
35,2.20183126837803e-05,0.0006559349147549,0.0174248515612263,6.72870356099864e-08,3.1340337891538894e-07,2.0327484440046533e-08,5.727306617017867e-05,2.45211974009752e-06
36,3.04283693575158e-07,8.71530659140061e-07,0.0033819663738168,5.70321567749943e-13,1.6707413103000943e-06,2.155145586373847e-15,3.525925405516332e-07,6.345267623779561e-09
37,1.61027528189361e-06,8.57102259918609e-06,0.0072731627609303,4.8065551538911697e-11,1.281561716071078e-05,6.663468490252512e-09,3.6986350923751166e-05,7.53904330138451e-06
38,9.0508570371739e-07,1.72229016592152e-05,0.0056419871101556,4.2472469985455096e-11,4.067235803484337e-06,1.1768652429890937e-12,2.001032005028785e-06,1.08116883805795e-06
39,1.40352253353848e-05,0.0008563069849221,0.0114668899682796,3.87900888076942e-08,4.2304145020377604e-07,5.852637025499154e-10,1.5052880875460874e-05,3.88213704541126e-06
40,0.0004180467354493,0.0060934795025608,0.0664154493085785,2.33730851822989e-05,0.0001279223591683,5.829413337059706e-06,0.000707120608988,1.28198757926222e-05
41,4.10320050603374e-07,8.71530659140061e-07,0.004584195187742,1.0074163725448699e-12,1.0101836233067374e-06,1.6516377314818897e-13,1.1311382313344674e-06,1.75027652866631e-07
42,1.89192677368943e-06,6.3920453817753e-05,0.0074737903113255,3.73522546226468e-10,7.827131376370033e-08,1.578895349847003e-10,9.531942149714846e-06,5.32406101535538e-06
43,3.36803210554404e-06,4.13688528375217e-06,0.0078328757268144,5.1975646009339e-11,6.307971119223765e-06,6.106303632906487e-11,6.921706704354832e-06,8.82138913433296e-10
44,2.20252327383097e-05,0.0002142857370726,0.0127658547260673,1.81609437488461e-08,6.585185565388674e-05,1.601628356355438e-09,2.164155398960893e-05,1.10726945309414e-05
45,8.96419217966127e-06,0.0002142857370726,0.0149118426565846,9.164402681172131e-09,5.295610396771622e-05,8.392639455136596e-09,4.038599500256869e-05,2.35763607531625e-05
46,1.29637588286435e-06,1.72229016592152e-05,0.007447383844752,7.704492599458489e-11,7.749954081370802e-06,3.2143424820438526e-11,5.602613496979046e-06,3.75118216526265e-07
47,0.0001116301482545,0.0008563069849221,0.026300261105891,5.45164758891659e-07,0.0001745668174167,2.1265154165475813e-07,0.0001522011807401,9.22537656701308e-06
48,8.86997189364358e-07,3.36299215085765e-05,0.0046663312874246,6.52502496478746e-11,0.0002624404542453,1.616617411190974e-12,2.2005245248915792e-06,1.41423984937315e-07
49,0.0002568395387274,0.0118437429175653,0.0529841559461502,2.23964704251234e-05,0.0007852857814717,4.39838081391016e-06,0.0006155766016298,0.0001049310862384
50,0.000435023132334,0.0060934795025608,0.055149587227264,2.05524111057676e-05,2.694299659122823e-05,2.126655043980721e-06,0.0004334482748178,0.0001058567599655
51,2.36555126242877e-06,4.13688528375217e-06,0.0058215218803014,2.8285818132189898e-11,0.0018308718869539,1.483456182336703e-12,2.1426708460184367e-06,4.6281082089172e-07
52,2.24390004488484e-06,0.000159780931005,0.0065073448676239,9.01672070341419e-10,4.112280162604787e-05,3.2271928955658123e-09,2.805854287998795e-05,2.91327681063571e-05
53,3.2970133112542e-07,3.36299215085765e-05,0.0037557272093413,2.1089019419662197e-11,2.695703534838501e-07,6.6525385012050464e-12,3.3923547143377427e-06,1.22614107032844e-06
54,6.41797750944306e-07,8.57102259918609e-06,0.0067281035876417,1.8882118091312298e-11,2.060625483468748e-06,9.738260216864078e-12,3.8213638775115246e-06,2.0507611013837e-09
55,9.03056840861893e-06,0.000159780931005,0.0095549120636125,4.66948457678029e-09,0.0001065646845658,1.9132876944583438e-10,1.0180502837211443e-05,1.48469434194587e-08
56,5.04756489383418e-06,0.000499885700757,0.0083085364897509,6.87368573171199e-09,3.308219336251028e-06,2.187798156799665e-10,1.0657107242650564e-05,1.34226846663249e-05
57,3.03060370678843e-05,0.0060934795025608,0.0160458357491916,6.32468297734334e-07,9.30430577916752e-07,2.035662590970248e-07,0.0001493302951953,1.03607609574484e-05
58,7.297300985698031e-09,1.30367136488675e-06,0.0013871900978045,1.0547118733939e-14,5.696478707728492e-05,4.263855372336338e-17,1.351560949594684e-07,3.75390599062212e-08
59,2.08405010471147e-06,3.36299215085765e-05,0.0055403306588923,1.70037206537188e-10,0.0002271882535634,5.536499321289701e-12,3.202575694018307e-06,8.5853532709283e-07
60,0.000215893157435,0.0076353759692052,0.0344750167792404,8.91359050436691e-06,5.127137567662032e-05,2.792129284529697e-07,0.0001709885028441,0.0001859682392173
61,7.50980236463583e-05,0.0060934795025608,0.0261235368124736,2.21909214881411e-06,9.449927583449202e-06,2.518513085663787e-07,0.0001637810350101,4.11405267197133e-05
62,0.0026690100749862,0.0331873774907249,0.147917704130043,0.0009884573538829,0.0013880189016411,0.0001789749687722,0.0043847386997637,0.003528829003985
63,2.13152986594523e-07,1.57793508389465e-07,0.0027364461098974,6.628031457012181e-14,2.728931366435816e-06,3.7266748806445215e-14,7.484220514550064e-07,1.8826848679698e-08
64,5.71540276772531e-05,0.0018498592938576,0.0510643607994089,1.08648180963122e-06,2.8277857537784e-06,2.898509838848882e-06,0.0005027732120312,0.0003671708548072
65,5.65473938248795e-05,0.0008563069849221,0.0210425331355494,2.40509093529795e-07,2.4613053860034206e-05,3.566189621039936e-08,7.175292243438488e-05,1.34226846663249e-05
66,1.8310257887677e-07,8.57102259918609e-06,0.0028572425461855,2.59992027906719e-12,1.435803100191535e-05,6.299648472993475e-14,8.635388168677748e-07,1.65988751767018e-06
67,6.65966381263594e-07,2.41503962397589e-05,0.0041729777665219,3.2977731656558295e-11,0.0010201576185546,3.3250960279941146e-14,7.255481012602382e-07,2.17679989237967e-07
68,1.45075963264851e-06,0.0002142857370726,0.0055171220003349,6.77597644660466e-10,1.1138699513413286e-05,4.354370912297865e-12,2.972583099191939e-06,5.49440870882986e-06
69,1.24823946601182e-06,0.0002857574559262,0.004997641472671,7.02325864132547e-10,3.096137328506554e-05,3.502198987949268e-13,1.402092897313738e-06,3.02572271262879e-06
70,2.98246381813527e-06,8.57102259918609e-06,0.0061141942463743,7.271339086400989e-11,2.208954479865355e-05,6.530030991366252e-12,3.3716505218399007e-06,2.71297789817603e-07
71,0.0104042422656765,0.236585399143175,0.297466663471157,0.0250999286983334,8.824216329639256e-06,0.000786567679056,0.0105502692475744,0.0221801011290659
72,0.0003360579381792,0.0060934795025608,0.0656015407498828,1.9076474504498e-05,4.875157510020323e-06,4.795379948282055e-06,0.0006402446247089,5.91959127530342e-05
73,4.09790632642792e-05,0.000499885700757,0.0193453830460791,1.01840239241646e-07,1.6307228417833386e-05,1.9987023076985176e-08,5.688307133735476e-05,1.20500070704691e-06
74,4.77718132402272e-05,0.0006559349147549,0.0190402314831121,1.4784638113774e-07,0.0002528160753356,3.765223236031346e-08,7.3456044151862e-05,1.13073682332889e-06
