CycID,ARS_pvalue,JTK_pvalue,LS_pvalue,meta2d_pvalue,Cosinor_pvalue,Cosinor1_pvalue,Cosinor1(p)_pvalue,Rain_pvalue
0,0.0001978006006848,0.0095285387147614,0.0358758542329755,1.03988007416067e-05,2.432097115157017e-05,3.139665683377055e-05,0.0016654350506706,6.32187600834572e-05
1,4.21708750388827e-05,0.0002857574559262,0.0124616940758783,4.1963049368654e-08,1.657105962449279e-07,1.5353763372309035e-09,2.1153911581646413e-05,1.64361025332774e-06
2,0.0006476809229969,0.0038324499306206,0.0511530419379296,1.81513699745173e-05,4.09311225182396e-05,2.0563783625229657e-06,0.0004245137678137,5.3840938258351e-05
3,0.0052606440708027,0.440691976380001,0.213901585057572,0.0186251167284639,0.0002968690498669,0.0002210358824207,0.0049455607248848,0.0071097166189992
4,0.0002911593166818,0.0014378634142753,0.038106119362288,2.87345577909548e-06,3.469644567766217e-06,5.161227235336811e-07,0.0002235219797395,2.09311451731875e-05
5,0.0043370495579322,0.040338613070862,0.106570428134932,0.0013272226509653,2.507492363634789e-06,0.0004858876210282,0.0078565006353412,0.0008146714897673
6,0.0006002027074852,0.0014378634142753,0.0436071477318729,6.18020261444752e-06,1.4720696217551676e-08,3.551673111666408e-06,0.000550613001495,3.97352150731118e-06
7,0.0336425065878664,0.511214203886076,0.495263977753382,0.145833851180465,5.537605374805743e-06,0.0022778118179493,0.0205058648087131,0.0044879997297039
8,0.0023937413581085,0.0146640209743332,0.111139024752946,0.0003550398815161,1.043938821310153e-05,2.941685756513804e-05,0.0016093755011696,0.0003841611650261
9,0.0002877778958285,0.0023688742750913,0.0466947947201821,5.3244172512068e-06,0.0001093031549239,3.043585246689838e-06,0.0005128373204553,1.0896662386282e-05
10,0.0509531974267193,0.90097784494172,0.569609403220298,0.295045075219037,1.7525412827290587e-05,0.0070376995977989,0.0432764343059748,0.0136427891464799
11,5.76082180642201e-05,0.0011123235787784,0.0154924154403291,2.3489028100343e-07,2.1107909065065653e-07,4.701845167551813e-09,3.210372223258996e-05,5.06470798284202e-07
12,0.0011271069599911,0.040338613070862,0.0938661830823559,0.0003832578509777,1.6130859725738136e-07,5.53687454915026e-05,0.0022701424030505,0.0018927543520027
13,0.0008107940823185,0.170328572533671,0.108286057261064,0.0011041191901987,1.1590878976508456e-05,3.575510701541395e-05,0.0017906815003613,0.0079677762431053
14,0.0015016348977525,0.143867005356704,0.117846973928921,0.0017192588030101,1.918600286532346e-06,0.0008530731889295,0.0110548088695031,0.0005815392783445
15,1.74145446364404e-05,0.0038324499306206,0.0143998847405207,2.28071374452909e-07,0.0009094781720566,3.481870970727849e-08,7.059180211213972e-05,1.62389064178978e-06
16,0.0013706615730109,0.0709541395803234,0.0862181443965768,0.0006792417094592,4.558787166530909e-05,1.1773661275334275e-05,0.0010016363345444,0.0005740348696544
17,0.0100270728370594,0.511214203886076,0.360214563597013,0.0500477160946963,9.104441981433452e-07,0.0010046427789401,0.0122746420814495,0.0317671667326564
18,0.0558168000881587,0.591395775284717,0.662996516936579,0.26537206639468,3.058430989577588e-07,0.0119510776489147,0.0620270260681364,0.0140231382413188
19,0.0006536167702182,0.0030197661591326,0.0676947915969461,1.89860098118722e-05,8.171229353148846e-07,7.522045655607605e-06,0.0008026285151506,0.0005927768374026
20,0.0022957167207398,0.201043276693793,0.123690357604888,0.0033400018325267,2.650402110071504e-05,6.289268687608252e-05,0.0024267210837604,0.0010653054319264
21,0.0383331895756052,0.785087019633595,0.687087285673528,0.256422014918621,1.523049891760664e-07,0.0070963504147476,0.0434689530406179,0.0057576775941748
22,0.0287612856206658,1.0,0.545179863527057,0.216210841722732,4.7405127823196846e-07,0.0074371230604744,0.0448958607011314,0.0437624870688464
23,0.0010407980986372,0.0222237719556643,0.0763613786406265,0.0001801305234225,0.0002813556326,7.517811333019235e-06,0.0007992599638119,0.000390672371213
24,0.0231120618107215,0.277589235790767,0.446339933035214,0.0687262153746933,0.0048248790087179,0.002229763565491,0.0202266613221954,0.0008272048973021
25,0.0017949445322968,0.0180863929339791,0.0808147008627207,0.0002529774299862,0.0002229549376836,9.959226626639542e-06,0.0009176018859787,1.78752954187537e-07
26,0.0005357425469572,0.0118437429175653,0.0446611273750188,3.67623268909822e-05,1.3960674002500006e-05,8.115120546122229e-06,0.0008317201562656,0.0005560962799777
27,0.0022781838139234,0.0272070512720596,0.095213961936483,0.000504732731451,3.2438886021779463e-09,2.175134450372163e-05,0.0013732875693268,5.83557785385759e-05
28,0.0202731454747194,0.277589235790767,0.450309975103153,0.0629625964392269,0.0001036767579788,0.0017290743155146,0.0171987924178196,0.0001420388407397
29,9.01936837871542e-06,0.0003789681674376,0.0111125503377798,1.1882954509268e-08,0.000111114659548,2.6391661511243812e-08,6.33752182682662e-05,2.09311451731875e-05
30,4.41592659887746e-05,0.0008563069849221,0.0171866372984185,1.59811797573184e-07,0.0001069507709934,4.377758434071922e-07,0.0002076338938486,1.03980507757917e-05
31,0.0016722143608367,0.0272070512720596,0.10702384216724,0.000428732912336,8.36369991499275e-05,2.6926309849448903e-05,0.0015360606555785,0.0003667719901304
32,0.0014397459892467,0.0488599884546946,0.102990688774479,0.0006004002108488,5.9675894644728444e-06,2.627707912208225e-05,0.0015261034065901,0.0011826727870668
33,0.0108022252706825,0.236585399143175,0.228937503970062,0.02114990508628,5.763978498940503e-07,0.0003639989861714,0.0066098385187925,0.0088106344241635
34,0.0021429717259043,0.0589789416030357,0.150138216275882,0.0013468438965181,0.0001113704700177,8.575205485366306e-05,0.0028849531404962,0.0004653021115339
35,0.000669107082755,0.0060934795025608,0.0447572639530885,2.49818798888635e-05,0.0003001494599282,1.0046649261068444e-06,0.0003027416495583,6.61176444611477e-06
36,0.0050177346251932,0.201043276693793,0.203527329933764,0.0093498709385518,7.432555693132059e-08,0.0003775675975742,0.0067757676297122,0.0110060830685713
37,0.0001952805847871,0.0222237719556643,0.0292243259446066,1.81334014173196e-05,0.0001859947723906,2.0071489199196842e-07,0.0001477091639579,4.11543298971515e-06
38,0.0001363753338528,0.0060934795025608,0.0264753533605203,3.82991681635581e-06,9.33905291689019e-06,1.4859448530811604e-07,0.0001300887978092,0.0007472402299027
