auc,precision,recall,f1,accuracy,model,mcc
0.9454000000000001,0.9680538041193779,0.9212,0.9440459110473459,0.9454,ARS,0.8918452129384172
0.8147,0.9971563981042654,0.6312,0.7730557256582976,0.8147,JTK,0.6766134494746501
0.6664,1.0,0.3328,0.49939975990396157,0.6664,LS,0.44678420164626564
0.9169999999999999,0.9917452830188679,0.841,0.9101731601731601,0.917,meta2d,0.8438045929228734
0.8323999999999999,0.8936522974893415,0.7546,0.8182606809802647,0.8324,Cosinor,0.6729970055574499
0.9470000000000001,0.9871403661726242,0.9058,0.9447225698790155,0.947,Cosinor1,0.8970505659978125
0.9524,0.9308571428571428,0.9774,0.9535609756097561,0.9524,Cosinor1(amp),0.9059331250526549
0.9464,0.9683172471674361,0.923,0.9451157075568298,0.9464,Rain,0.8937793321592987
